תוצאות חיפוש קרנות נאמנות (סה"כ 1430 קרנות)
 07/06/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,4,4D,גמישות,,,100.56,100.56,0.12,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.08,-0.17,2.51,1.48,ב'-ה',39.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,133.68,133.68,0.22,07/06/2018,,,לא מתחייבת לחלק תשלומים,0.41,-1.94,-5.04,1.33,א'-ה',40.1,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,4,4D,גמישות,,,104.29,104.28,-0.11,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.71,-3.48,-3.50,1.38,,26.8,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,4,4D,גמישות,,,105.14,105.14,0.29,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.05,-4.38,-3.34,1.49,,33.1,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,4,4D,גמישות,,,112.81,112.81,0.23,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.08,4.88,10.18,0.75,,961.9,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,4,4D,גמישות,,,98.60,98.60,0.20,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.43,-1.40,,,,2.9,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4466.11,4466.11,0.38,07/06/2018,,,לא מתחייבת לחלק תשלומים,1.56,0.93,2.20,1.17,א'-ה',269.2,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,664.50,664.50,0.04,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.32,-0.61,-0.92,1.62,ב'-ה',232.3,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,4,4D,גמישות,,,109.01,109.01,0.17,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.23,4.21,,1.18,,49.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,95.57,95.57,0.57,07/06/2018,,,לא מתחייבת לחלק תשלומים,1.03,-4.35,-3.50,1.58,א'-ה',5.2,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,101.09,101.09,0.07,06/06/2018,,,לא מתחייבת לחלק תשלומים,-0.03,,,,,,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,120.17,120.17,0.63,06/06/2018,,,לא מתחייבת לחלק תשלומים,3.67,13.88,12.53,2.20,,6.1,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,622.77,622.77,0.78,07/06/2018,,,לא מתחייבת לחלק תשלומים,1.65,-2.08,3.49,1.85,א'-ה',32.7,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,111.21,109.03,-0.11,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.30,1.25,3.94,0.63,,45.4,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
