תוצאות חיפוש קרנות נאמנות (סה"כ 2061 קרנות)
 08/01/2019 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,97.14,97.14,3.46,07/01/2019,,,לא מתחייבת לחלק תשלומים,2.31,2.31,,1.24,,15.8,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,99.57,99.57,1.16,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.93,0.93,,0.64,,33.9,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,221.74,221.74,0.49,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.32,1.32,-2.56,1.05,א'-ה',1280.4,0.000,1.880,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,314.50,314.49,0.81,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.45,2.45,-1.35,1.54,א'-ה',185.6,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,497.87,497.75,2.47,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.75,1.75,-3.29,2.06,ב'-ה',15.7,0.000,1.500,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,101.12,101.12,1.69,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.93,0.93,0.80,1.71,,10.4,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא תיק השקעות גמיש,פטורה,05125679,,4D,גמישות,,,92.30,92.30,,07/01/2019,,,לא מתחייבת לחלק תשלומים,,,,,ב'-ה',3.5,0.000,0.690,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,100.01,100.01,1.20,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.94,0.94,-4.41,1.42,,139.5,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,145.67,145.67,0.98,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.45,0.45,1.14,0.86,ב'-ה',584.1,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,96.42,96.42,1.39,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.67,1.67,-4.53,1.35,ב'-ה',4.7,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,109.57,107.42,1.26,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.15,1.15,-0.01,1.11,,53.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,85.96,85.94,3.06,07/01/2019,,,לא מתחייבת לחלק תשלומים,2.38,2.38,-14.06,1.92,,2.8,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,53.22,53.22,0.95,07/01/2019,,,לא מתחייבת לחלק תשלומים,-0.52,-0.52,13.79,2.90,ב'-ה',909.8,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן גמישה,פטורה,05128426,,4D,גמישות,,,102.07,102.07,2.11,07/01/2019,,,לא מתחייבת לחלק תשלומים,2.10,2.10,,,,0.0,,1.690,0.040,0.35%,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,260.75,260.75,3.64,07/01/2019,,,לא מתחייבת לחלק תשלומים,2.42,2.42,-8.94,1.93,ב'-ה',27.9,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,95.26,95.26,4.09,07/01/2019,,,לא מתחייבת לחלק תשלומים,2.58,2.58,-5.70,2.09,,3.1,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1343.97,1343.97,0.83,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.44,0.44,-6.60,1.59,ב'-ה',19.6,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,89.86,89.84,5.59,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.74,1.74,-8.03,2.94,,13.5,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,144.22,144.22,0.79,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.20,2.20,0.79,2.12,א'-ה',30.0,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,690.31,690.31,0.57,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.66,1.66,4.08,2.17,א'-ה',102.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,707.31,707.31,0.94,08/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,3.17,3.17,-5.38,2.61,א'-ה',16.2,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,110.42,110.42,1.17,08/01/2019,,,לא מתחייבת לחלק תשלומים,3.25,3.25,-2.98,2.48,א'-ה',16.0,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,178.22,177.86,1.52,08/01/2019,,,לא מתחייבת לחלק תשלומים,3.87,3.87,-3.35,4.25,א'-ה',23.7,0.200,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי מניות ישראל,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3665.21,3665.21,0.81,08/01/2019,,,לא מתחייבת לחלק תשלומים,0.91,0.91,2.75,1.93,א'-ה',13.6,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,129.78,129.78,0.75,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.10,2.10,,,א'-ה',18.2,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,144.32,144.32,0.79,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.83,2.83,-3.02,1.81,א'-ה',11.5,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,115.64,115.64,0.88,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.16,2.16,-3.25,1.90,א'-ה',23.2,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,289.91,289.91,0.83,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.77,1.77,1.46,1.75,א'-ה',123.3,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,110.25,110.25,0.68,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.70,1.70,-3.47,1.93,א'-ה',38.9,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,165.88,165.88,0.96,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.60,1.60,0.64,1.97,א'-ה',30.6,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,85.08,85.08,0.81,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.33,2.33,,,א'-ה',4.7,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,165.32,165.32,1.07,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.99,2.99,-4.23,2.03,א'-ה',9.9,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,658.08,658.08,0.74,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.36,2.36,3.58,1.91,א'-ה',26.2,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,277.33,277.33,0.88,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.97,1.97,-0.04,1.97,א'-ה',28.4,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3164.66,3164.66,0.37,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.38,1.38,-1.99,1.90,א'-ה',53.5,0.000,2.420,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
י.ל מניות ערך,פטורה,05128368,,4B,מניות בארץ,מדד מניות,ת"א 125,101.07,101.07,0.06,08/01/2019,,,לא מתחייבת לחלק תשלומים,0.92,0.92,,,,,,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,236.87,236.87,0.91,08/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.84,1.84,-2.27,2.00,א'-ה',47.3,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,228.81,228.81,0.66,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.67,1.67,-1.87,1.56,א'-ה',210.9,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,341.83,341.83,0.74,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.29,1.29,1.39,1.83,א'-ה',210.7,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,97.66,97.66,0.83,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.55,1.55,0.55,1.98,א'-ה',57.3,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,113.22,113.22,1.28,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.94,1.94,3.85,2.18,,80.8,0.000,1.250,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4C תא LARGE CAP 125,פטורה,05106968,,4C,מניות בארץ,מדד מניות,ת"א 125,105.68,105.68,2.28,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.30,1.30,-3.43,2.11,ב'-ה',16.2,0.000,1.990,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"א 125 מנוהלת,פטורה,05110788,,4A,מניות בארץ,מדד מניות,ת"א 125,1517.63,1517.63,0.72,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.38,1.38,1.02,1.80,א'-ה',195.2,0.000,2.560,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A תיק מניות ממוקד,פטורה,05110754,,4A,מניות בארץ,מדד מניות,ת"א 125,1888.71,1888.71,1.05,08/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.79,1.79,2.44,1.89,א'-ה',78.0,0.000,1.480,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות מחקר פנימי,פטורה,05115860,,4B,מניות בארץ,מדד מניות,ת"א 125,101.16,101.16,0.72,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.40,1.40,-0.92,1.92,א'-ה',68.6,0.000,1.780,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4A שווה ת"א 125,פטורה,05115662,,4A,מניות בארץ,מדד מניות,ת"א 125,119.21,119.21,1.30,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.32,2.32,-2.32,2.00,א'-ה',20.6,0.000,0.750,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B מניות ישראל,פטורה,05124219,,4B,מניות בארץ,מדד מניות,ת"א 125,322.33,322.33,0.56,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.37,1.37,0.01,2.06,א'-ה',15.3,0.000,1.080,0.050,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
הראל 4C מניות MID CAP,פטורה,05111299,,4C,מניות בארץ,מדד מניות,ת"א 90,2950.16,2950.16,2.62,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.18,1.18,,2.17,ב'-ה',27.8,0.000,2.340,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4A מניות MID CAP,פטורה,05103296,,4A,מניות בארץ,מדד מניות,ת"א 90,392.62,392.62,1.41,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.59,1.59,0.66,1.86,א'-ה',166.7,0.000,1.690,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
פסגות 4A ת"א 90 ויתר,פטורה,05110713,,4A,מניות בארץ,מדד מניות,ת"א 90,2620.66,2620.66,1.37,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.03,2.03,-3.55,1.85,א'-ה',202.0,0.000,2.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A יתר,פטורה,05100144,,4A,מניות בארץ,מדד מניות,יתר,731.14,731.14,0.97,08/01/2019,,,לא מתחייבת לחלק תשלומים,3.24,3.24,-10.44,2.00,א'-ה',137.1,0.000,2.710,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלטשולר 40 יתר,פטורה,05105903,,40,מניות בארץ,מדד מניות,יתר,333.00,333.00,1.70,08/01/2019,,,לא מתחייבת לחלק תשלומים,3.80,3.80,-10.61,2.14,א'-ה',377.6,0.000,2.500,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
ילין 4B יתר קרן נאמנות,פטורה,05108873,,4B,מניות בארץ,מדד מניות,יתר,342.57,342.57,0.95,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.69,1.69,-12.73,1.81,א'-ה',302.3,0.000,2.460,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4B יתר,פטורה,05126487,,4B,מניות בארץ,מדד מניות,יתר,540.34,540.33,1.60,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.76,1.76,-20.17,1.75,ב'-ה',7.2,0.000,1.900,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4B יתר,פטורה,05124326,,4B,מניות בארץ,מדד מניות,יתר,114.80,114.80,1.53,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.01,2.01,-5.94,1.50,,15.8,0.000,1.900,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,חברה לנאמנות של בנק אגוד בע"מ
פסגות 4A יתר,פטורה,05110820,,4A,מניות בארץ,מדד מניות,יתר,1136.94,1136.94,1.23,08/01/2019,,,לא מתחייבת לחלק תשלומים,2.06,2.06,-10.23,1.90,א'-ה',121.1,0.000,2.920,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות והזדמנו אג,פטורה,05123716,,4B,מניות בארץ,מדד מניות,יתר,99.76,99.76,0.64,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.92,0.92,-12.78,1.53,ב'-ה',7.6,0.000,1.850,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B יתר,פטורה,05112115,,4B,מניות בארץ,מדד מניות,יתר,206.53,206.53,0.43,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.62,0.62,-12.48,1.90,ב'-ה',6.6,0.000,2.620,0.050,0.35%,קסם קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אלטשולר 4B נדל"ן,פטורה,05103700,,4B,מניות בארץ,מניות לפי ענפים,נדל"ן,482.70,482.70,1.28,08/01/2019,,,לא מתחייבת לחלק תשלומים,1.74,1.74,-5.79,1.57,א'-ה',283.4,0.000,1.240,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
