תוצאות חיפוש קרנות נאמנות (סה"כ 2056 קרנות)
 04/02/2019 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,108.76,106.63,0.07,31/01/2019,,,לא מתחייבת לחלק תשלומים,1.71,1.71,-0.98,1.00,,44.4,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,326.55,320.15,0.02,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.12,1.11,-2.25,0.67,א'-ה',51.5,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,,4D,גמישות,,,100.41,100.41,0.27,31/01/2019,,,לא מתחייבת לחלק תשלומים,1.56,1.56,,,,1.4,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,97.96,97.96,0.15,31/01/2019,,,לא מתחייבת לחלק תשלומים,11.98,11.98,-1.56,3.66,,2.1,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,195.38,195.38,0.01,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.36,5.39,-4.08,1.60,א'-ה',335.9,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,96.24,96.24,0.57,31/01/2019,,,לא מתחייבת לחלק תשלומים,5.27,5.27,-5.75,1.98,,20.7,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,111.21,111.21,0.42,31/01/2019,,,לא מתחייבת לחלק תשלומים,7.28,7.28,0.36,2.30,,13.2,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,230.19,230.19,0.15,31/01/2019,,,לא מתחייבת לחלק תשלומים,9.85,9.85,0.52,3.38,ב'-ה',61.0,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,108.00,107.99,0.40,31/01/2019,,,לא מתחייבת לחלק תשלומים,4.76,4.76,-0.86,1.66,,24.7,0.000,1.590,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,128.24,128.24,-0.64,31/01/2019,,,לא מתחייבת לחלק תשלומים,9.82,9.82,3.82,3.23,ב'-ה',173.2,0.000,1.400,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,101.52,101.52,-0.08,31/01/2019,,,לא מתחייבת לחלק תשלומים,6.92,6.92,,1.63,,14.7,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,99.52,99.52,-0.12,31/01/2019,,,לא מתחייבת לחלק תשלומים,0.88,0.88,,0.67,,32.8,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,227.11,227.11,-0.11,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.08,3.77,-1.42,1.13,א'-ה',1149.0,0.000,1.880,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,321.57,321.56,0.05,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.06,4.75,-1.97,1.61,א'-ה',159.1,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,521.85,521.73,0.92,31/01/2019,,,לא מתחייבת לחלק תשלומים,6.65,6.65,1.37,2.19,ב'-ה',14.2,0.000,1.500,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,104.24,104.24,0.39,31/01/2019,,,לא מתחייבת לחלק תשלומים,4.04,4.04,3.91,1.74,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא תיק השקעות גמיש,פטורה,05125679,,4D,גמישות,,,95.46,95.46,,31/01/2019,,,לא מתחייבת לחלק תשלומים,,,,,ב'-ה',3.5,0.000,0.690,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,102.04,102.04,0.29,31/01/2019,,,לא מתחייבת לחלק תשלומים,2.99,2.99,-2.47,1.46,,109.1,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,148.98,148.98,0.25,31/01/2019,,,לא מתחייבת לחלק תשלומים,2.73,2.73,3.44,0.85,ב'-ה',584.1,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,101.00,101.00,0.75,31/01/2019,,,לא מתחייבת לחלק תשלומים,6.50,6.50,0.00,1.48,ב'-ה',4.7,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,112.84,110.63,0.32,31/01/2019,,,לא מתחייבת לחלק תשלומים,4.17,4.17,2.98,1.19,,53.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,88.31,88.30,0.16,31/01/2019,,,לא מתחייבת לחלק תשלומים,5.19,5.19,-11.70,2.07,,3.4,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,54.25,54.25,0.28,31/01/2019,,,לא מתחייבת לחלק תשלומים,1.40,1.40,15.99,2.80,ב'-ה',740.7,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן גמישה,פטורה,05128426,,4D,גמישות,,,108.71,108.71,0.30,31/01/2019,,,לא מתחייבת לחלק תשלומים,8.74,8.74,,,,0.0,,1.690,0.040,0.35%,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,272.61,272.61,0.48,31/01/2019,,,לא מתחייבת לחלק תשלומים,7.08,7.08,-4.80,2.04,ב'-ה',24.4,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,100.42,100.42,0.39,31/01/2019,,,לא מתחייבת לחלק תשלומים,8.14,8.14,-0.59,2.42,,3.1,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1396.02,1396.02,0.31,31/01/2019,,,לא מתחייבת לחלק תשלומים,4.33,4.33,-2.98,1.64,ב'-ה',17.5,0.000,2.410,0.030,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,96.94,96.92,-0.16,31/01/2019,,,לא מתחייבת לחלק תשלומים,8.21,8.21,-2.18,3.41,,12.8,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,150.00,150.00,-0.01,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.03,6.29,3.16,2.21,א'-ה',25.4,0.000,0.750,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,716.27,716.27,0.25,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.37,5.48,5.34,2.21,א'-ה',91.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,721.52,721.52,0.07,04/02/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.06,5.25,-5.40,2.69,א'-ה',14.4,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,115.20,115.20,0.03,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.21,7.72,-1.25,2.59,א'-ה',16.0,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,189.10,188.72,0.11,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.14,10.21,-1.88,4.34,א'-ה',21.8,0.200,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי מניות ישראל,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3780.04,3780.04,0.04,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.25,4.07,3.12,1.92,א'-ה',13.9,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,134.48,134.48,-0.07,04/02/2019,,,לא מתחייבת לחלק תשלומים,-0.05,5.80,,,א'-ה',18.2,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,120.18,120.18,0.12,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.07,6.17,-1.38,2.05,א'-ה',21.7,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,298.95,298.95,0.10,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.62,4.94,2.03,1.83,א'-ה',117.6,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,114.38,114.38,0.09,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.42,5.51,-2.00,2.00,א'-ה',35.1,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,170.71,170.71,-0.16,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.13,4.56,-0.14,2.01,א'-ה',26.0,0.000,1.380,0.055,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,89.35,89.35,0.04,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.64,7.47,,2.24,א'-ה',4.2,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,172.14,172.14,-0.29,04/02/2019,,,לא מתחייבת לחלק תשלומים,-0.15,7.24,-2.68,2.17,א'-ה',8.3,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,687.66,687.66,0.28,04/02/2019,,,לא מתחייבת לחלק תשלומים,1.05,6.96,4.06,1.97,א'-ה',23.5,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,287.55,287.55,0.49,04/02/2019,,,לא מתחייבת לחלק תשלומים,1.10,5.73,0.42,2.03,א'-ה',25.4,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3266.38,3266.38,0.02,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.13,4.64,-1.38,1.94,א'-ה',48.7,0.000,2.420,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
י.ל מניות ערך,פטורה,05128368,,4B,מניות בארץ,מדד מניות,ת"א 125,103.46,103.46,0.11,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.44,3.31,,,,0.0,,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,248.13,248.13,0.33,04/02/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.87,6.68,-0.86,2.08,א'-ה',41.4,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,235.85,235.85,-0.08,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.19,4.79,-0.81,1.64,א'-ה',189.4,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,353.23,353.23,-0.03,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.23,4.67,1.53,1.88,א'-ה',194.1,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,101.65,101.64,0.07,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.22,5.69,1.28,2.06,א'-ה',50.6,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,116.83,116.83,0.26,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.69,5.19,3.90,2.24,,76.4,0.000,1.250,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4C תא LARGE CAP 125,פטורה,05106968,,4C,מניות בארץ,מדד מניות,ת"א 125,110.02,110.02,0.50,31/01/2019,,,לא מתחייבת לחלק תשלומים,5.46,5.46,0.54,2.17,ב'-ה',16.2,0.000,1.990,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"א 125 מנוהלת,פטורה,05110788,,4A,מניות בארץ,מדד מניות,ת"א 125,1572.92,1572.92,0.12,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.35,5.07,2.12,1.86,א'-ה',195.2,0.000,2.560,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A תיק מניות ממוקד,פטורה,05110754,,4A,מניות בארץ,מדד מניות,ת"א 125,1967.38,1967.38,0.08,04/02/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.30,6.03,5.01,1.98,א'-ה',78.0,0.000,1.480,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות מחקר פנימי,פטורה,05115860,,4B,מניות בארץ,מדד מניות,ת"א 125,105.83,105.83,0.09,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.26,6.08,1.89,2.01,א'-ה',68.6,0.000,1.780,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4A שווה ת"א 125,פטורה,05115662,6,4A,מניות בארץ,מדד מניות,ת"א 125,119.98,119.98,0.44,27/01/2019,,,לא מתחייבת לחלק תשלומים,2.98,2.98,-1.69,2.06,א'-ה',19.3,0.000,0.750,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B מניות ישראל,פטורה,05124219,,4B,מניות בארץ,מדד מניות,ת"א 125,334.78,334.78,0.12,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.38,5.29,1.02,2.09,א'-ה',14.2,0.000,0.890,0.030,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
הראל 4C מניות MID CAP,פטורה,05111299,,4C,מניות בארץ,מדד מניות,ת"א 90,3104.36,3104.36,0.88,31/01/2019,,,לא מתחייבת לחלק תשלומים,6.46,6.46,,2.30,ב'-ה',24.5,0.000,2.340,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4A מניות MID CAP,פטורה,05103296,,4A,מניות בארץ,מדד מניות,ת"א 90,407.49,407.49,0.03,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.48,5.44,0.47,1.98,א'-ה',155.5,0.000,1.690,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
פסגות 4A ת"א 90 ויתר,פטורה,05110713,,4A,מניות בארץ,מדד מניות,ת"א 90,2717.90,2717.90,-0.10,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.43,5.82,-3.61,1.97,א'-ה',202.0,0.000,2.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A יתר,פטורה,05100144,,4A,מניות בארץ,מדד מניות,יתר,764.25,764.25,-0.21,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.53,7.92,-10.08,2.17,א'-ה',118.6,0.000,2.710,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלטשולר 40 יתר,פטורה,05105903,,40,מניות בארץ,מדד מניות,יתר,356.31,356.31,-0.15,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.15,11.07,-6.24,2.38,א'-ה',326.4,0.000,2.500,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
ילין 4B יתר קרן נאמנות,פטורה,05108873,,4B,מניות בארץ,מדד מניות,יתר,363.69,363.69,0.05,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.55,7.96,-9.35,1.99,א'-ה',264.0,0.000,2.460,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4B יתר,פטורה,05126487,,4B,מניות בארץ,מדד מניות,יתר,582.30,582.29,0.65,31/01/2019,,,לא מתחייבת לחלק תשלומים,9.66,9.66,-13.97,2.05,ב'-ה',6.2,0.000,1.900,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4B יתר,פטורה,05124326,,4B,מניות בארץ,מדד מניות,יתר,119.53,119.53,-0.14,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.16,6.21,-4.11,1.68,,13.7,0.000,1.900,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,חברה לנאמנות של בנק אגוד בע"מ
פסגות 4A יתר,פטורה,05110820,,4A,מניות בארץ,מדד מניות,יתר,1194.68,1194.68,-0.09,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.11,7.25,-7.63,2.03,א'-ה',121.1,0.000,2.920,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות והזדמנו אג,פטורה,05123716,,4B,מניות בארץ,מדד מניות,יתר,105.59,105.59,0.52,31/01/2019,,,לא מתחייבת לחלק תשלומים,6.82,6.82,-7.68,1.66,ב'-ה',7.6,0.000,1.850,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B יתר,פטורה,05112115,,4B,מניות בארץ,מדד מניות,יתר,217.90,217.90,0.49,31/01/2019,,,לא מתחייבת לחלק תשלומים,6.16,6.16,-7.66,1.98,ב'-ה',6.0,0.000,2.620,0.050,0.35%,קסם קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אלטשולר 4B נדל"ן,פטורה,05103700,,4B,מניות בארץ,מניות לפי ענפים,נדל"ן,512.00,512.00,-0.13,04/02/2019,,,לא מתחייבת לחלק תשלומים,-0.35,7.92,-0.36,1.83,א'-ה',254.1,0.000,1.240,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט נדל"ן 4B,פטורה,05101266,,4B,מניות בארץ,מניות לפי ענפים,נדל"ן,400.83,400.83,0.10,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.24,6.81,-2.39,2.07,א'-ה',23.3,0.000,1.850,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
