תוצאות חיפוש קרנות נאמנות (סה"כ 2061 קרנות)
 13/01/2019 ***

Name ,Tax  Status*,Security Number,Code ,ExposureProfile ,Classification Major,Classification Main,Classification Secondary,Purchase Price,Redemption Price,Change from previous day (%),Last update of fund's prices and yields,FundDepositsTBills FundEstimatedYield,FundDepositsTBills FundEstimatedYieldDate****,Dividend Policy,Yield MTD (%),Yield YTD (%),12 Month Yield (%),Standard Deviation,Days Offer,Asset Value,Sales Load (%),Management fee (%),Trustee fee (%),Distribution Commission,Manager,Trustee
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,107.88,105.76,-0.17,10/01/2019,,,לא מתחייבת לחלק תשלומים,0.88,0.88,-1.78,0.98,,44.4,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,323.00,316.67,-0.21,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.01,0.01,-2.71,0.66,א'-ה',51.5,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,,4D,גמישות,,,97.61,97.61,-0.55,10/01/2019,,,לא מתחייבת לחלק תשלומים,-1.27,-1.27,,,,1.4,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,94.42,94.42,0.30,10/01/2019,,,לא מתחייבת לחלק תשלומים,7.93,7.93,-5.12,3.42,,2.1,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,187.14,187.14,-0.15,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.94,0.94,-6.61,1.47,א'-ה',335.9,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,93.17,93.17,0.22,10/01/2019,,,לא מתחייבת לחלק תשלומים,1.91,1.91,-8.76,1.84,,20.7,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,106.29,106.29,-0.16,10/01/2019,,,לא מתחייבת לחלק תשלומים,2.54,2.54,-4.08,2.09,,13.2,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,219.00,219.00,0.13,10/01/2019,,,לא מתחייבת לחלק תשלומים,4.51,4.51,-4.36,3.04,ב'-ה',61.0,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,104.27,104.27,-0.35,10/01/2019,,,לא מתחייבת לחלק תשלומים,1.15,1.15,-4.28,1.58,,24.7,0.000,1.590,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,122.04,122.04,0.14,10/01/2019,,,לא מתחייבת לחלק תשלומים,4.51,4.51,-1.20,2.76,ב'-ה',173.2,0.000,1.400,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,98.68,98.68,0.46,10/01/2019,,,לא מתחייבת לחלק תשלומים,3.93,3.93,,1.24,,14.7,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,99.35,99.35,-0.10,10/01/2019,,,לא מתחייבת לחלק תשלומים,0.71,0.71,,0.64,,32.8,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,219.84,219.84,-0.43,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.45,0.45,-3.39,1.05,א'-ה',1149.0,0.000,1.880,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,312.24,312.23,-0.34,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.71,1.71,-2.05,1.54,א'-ה',159.1,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,503.27,503.15,-0.14,10/01/2019,,,לא מתחייבת לחלק תשלומים,2.86,2.86,-2.24,2.06,ב'-ה',14.2,0.000,1.500,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,101.48,101.48,-0.37,10/01/2019,,,לא מתחייבת לחלק תשלומים,1.29,1.29,1.16,1.71,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא תיק השקעות גמיש,פטורה,05125679,,4D,גמישות,,,92.42,92.42,,10/01/2019,,,לא מתחייבת לחלק תשלומים,,,,,ב'-ה',3.5,0.000,0.690,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,99.65,99.65,-0.65,10/01/2019,,,לא מתחייבת לחלק תשלומים,0.58,0.58,-4.75,1.42,,109.1,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,145.96,145.96,-0.33,10/01/2019,,,לא מתחייבת לחלק תשלומים,0.65,0.65,1.34,0.86,ב'-ה',584.1,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,97.47,97.47,-0.35,10/01/2019,,,לא מתחייבת לחלק תשלומים,2.77,2.77,-3.50,1.35,ב'-ה',4.7,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,110.10,107.94,-0.38,10/01/2019,,,לא מתחייבת לחלק תשלומים,1.64,1.64,0.47,1.11,,53.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,86.49,86.47,-0.15,10/01/2019,,,לא מתחייבת לחלק תשלומים,3.01,3.01,-13.53,1.92,,3.4,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,52.95,52.95,0.36,10/01/2019,,,לא מתחייבת לחלק תשלומים,-1.03,-1.03,13.21,2.90,ב'-ה',740.7,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן גמישה,פטורה,05128426,,4D,גמישות,,,104.40,104.40,0.17,10/01/2019,,,לא מתחייבת לחלק תשלומים,4.43,4.43,,,,0.0,,1.690,0.040,0.35%,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,259.11,259.11,-0.38,10/01/2019,,,לא מתחייבת לחלק תשלומים,1.78,1.78,-9.52,1.93,ב'-ה',24.4,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,97.05,97.05,-0.30,10/01/2019,,,לא מתחייבת לחלק תשלומים,4.51,4.51,-3.93,2.09,,3.1,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1350.98,1350.98,-0.40,10/01/2019,,,לא מתחייבת לחלק תשלומים,0.96,0.96,-6.11,1.59,ב'-ה',17.5,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,92.34,92.32,-0.13,10/01/2019,,,לא מתחייבת לחלק תשלומים,3.70,3.70,-6.26,2.94,,12.8,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,143.42,143.42,-0.61,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.63,1.63,0.23,2.12,א'-ה',25.4,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,687.74,687.74,-0.49,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.28,1.28,3.69,2.17,א'-ה',91.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,700.11,700.11,-0.44,13/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,2.12,2.12,-6.34,2.61,א'-ה',14.4,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,109.16,109.16,-0.75,13/01/2019,,,לא מתחייבת לחלק תשלומים,2.08,2.08,-4.09,2.48,א'-ה',16.0,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,175.55,175.20,-0.90,13/01/2019,,,לא מתחייבת לחלק תשלומים,2.32,2.32,-4.79,4.25,א'-ה',21.8,0.200,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי מניות ישראל,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3629.93,3629.93,-0.60,13/01/2019,,,לא מתחייבת לחלק תשלומים,-0.07,-0.07,1.77,1.93,א'-ה',13.9,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,129.14,129.14,-0.30,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.60,1.60,,,א'-ה',18.2,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,6,4B,מניות בארץ,מדד מניות,ת"א 125,143.23,143.23,-0.13,13/01/2019,,,לא מתחייבת לחלק תשלומים,2.05,2.05,-3.75,1.81,א'-ה',10.3,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,115.53,115.53,-1.01,13/01/2019,,,לא מתחייבת לחלק תשלומים,2.06,2.06,-3.34,1.90,א'-ה',21.7,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,288.40,288.40,-0.39,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.24,1.24,0.93,1.75,א'-ה',117.6,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,109.80,109.80,-0.37,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.28,1.28,-3.86,1.93,א'-ה',35.1,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,164.62,164.62,-0.57,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.83,0.83,-0.13,1.97,א'-ה',26.0,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,85.40,85.40,0.06,13/01/2019,,,לא מתחייבת לחלק תשלומים,2.72,2.72,,,א'-ה',4.2,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,164.50,164.50,-0.11,13/01/2019,,,לא מתחייבת לחלק תשלומים,2.48,2.48,-4.70,2.03,א'-ה',8.3,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,655.45,655.45,-0.35,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.95,1.95,3.16,1.91,א'-ה',23.5,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,275.65,275.65,0.04,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.35,1.35,-0.64,1.97,א'-ה',25.4,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3148.90,3148.90,-0.48,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.87,0.87,-2.48,1.90,א'-ה',48.7,0.000,2.420,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
י.ל מניות ערך,פטורה,05128368,,4B,מניות בארץ,מדד מניות,ת"א 125,99.96,99.96,-0.54,13/01/2019,,,לא מתחייבת לחלק תשלומים,-0.19,-0.19,,,,0.0,,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,235.62,235.62,-0.67,13/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.30,1.30,-2.79,2.00,א'-ה',41.4,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,227.86,227.86,-0.34,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.24,1.24,-2.27,1.56,א'-ה',189.4,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,340.22,340.22,-0.30,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.82,0.82,0.91,1.83,א'-ה',194.1,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,97.19,97.19,-0.41,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.06,1.06,0.06,1.98,א'-ה',50.6,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,112.67,112.67,-0.21,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.44,1.44,3.35,2.18,,76.4,0.000,1.250,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4C תא LARGE CAP 125,פטורה,05106968,,4C,מניות בארץ,מדד מניות,ת"א 125,106.20,106.20,-0.49,10/01/2019,,,לא מתחייבת לחלק תשלומים,1.80,1.80,-2.95,2.11,ב'-ה',16.2,0.000,1.990,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"א 125 מנוהלת,פטורה,05110788,,4A,מניות בארץ,מדד מניות,ת"א 125,1506.84,1506.84,-0.52,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.66,0.66,0.30,1.80,א'-ה',195.2,0.000,2.560,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A תיק מניות ממוקד,פטורה,05110754,,4A,מניות בארץ,מדד מניות,ת"א 125,1879.93,1879.93,-0.48,13/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.32,1.32,1.97,1.89,א'-ה',78.0,0.000,1.480,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות מחקר פנימי,פטורה,05115860,,4B,מניות בארץ,מדד מניות,ת"א 125,100.71,100.71,-0.49,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.95,0.95,-1.36,1.92,א'-ה',68.6,0.000,1.780,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4A שווה ת"א 125,פטורה,05115662,,4A,מניות בארץ,מדד מניות,ת"א 125,117.72,117.72,-0.47,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.04,1.04,-3.54,2.00,א'-ה',19.3,0.000,0.750,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B מניות ישראל,פטורה,05124219,,4B,מניות בארץ,מדד מניות,ת"א 125,320.73,320.73,-0.54,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.87,0.87,-0.49,2.06,א'-ה',14.2,0.000,1.080,0.050,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
הראל 4C מניות MID CAP,פטורה,05111299,,4C,מניות בארץ,מדד מניות,ת"א 90,2977.87,2977.87,-0.20,10/01/2019,,,לא מתחייבת לחלק תשלומים,2.13,2.13,,2.17,ב'-ה',24.5,0.000,2.340,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4A מניות MID CAP,פטורה,05103296,,4A,מניות בארץ,מדד מניות,ת"א 90,388.87,388.87,-0.25,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.62,0.62,-0.30,1.86,א'-ה',155.5,0.000,1.690,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
פסגות 4A ת"א 90 ויתר,פטורה,05110713,,4A,מניות בארץ,מדד מניות,ת"א 90,2599.45,2599.45,-0.19,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.21,1.21,-4.33,1.85,א'-ה',202.0,0.000,2.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A יתר,פטורה,05100144,,4A,מניות בארץ,מדד מניות,יתר,735.23,735.23,0.17,13/01/2019,,,לא מתחייבת לחלק תשלומים,3.82,3.82,-9.93,2.00,א'-ה',118.6,0.000,2.710,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלטשולר 40 יתר,פטורה,05105903,,40,מניות בארץ,מדד מניות,יתר,336.48,336.48,-0.02,13/01/2019,,,לא מתחייבת לחלק תשלומים,4.89,4.89,-9.67,2.14,א'-ה',326.4,0.000,2.500,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
ילין 4B יתר קרן נאמנות,פטורה,05108873,,4B,מניות בארץ,מדד מניות,יתר,343.89,343.89,0.04,13/01/2019,,,לא מתחייבת לחלק תשלומים,2.08,2.08,-12.39,1.81,א'-ה',264.0,0.000,2.460,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4B יתר,פטורה,05126487,,4B,מניות בארץ,מדד מניות,יתר,550.05,550.04,0.28,10/01/2019,,,לא מתחייבת לחלק תשלומים,3.58,3.58,-18.73,1.75,ב'-ה',6.2,0.000,1.900,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4B יתר,פטורה,05124326,,4B,מניות בארץ,מדד מניות,יתר,115.85,115.85,0.15,13/01/2019,,,לא מתחייבת לחלק תשלומים,2.94,2.94,-5.08,1.50,,13.7,0.000,1.900,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,חברה לנאמנות של בנק אגוד בע"מ
פסגות 4A יתר,פטורה,05110820,,4A,מניות בארץ,מדד מניות,יתר,1148.04,1148.04,0.30,13/01/2019,,,לא מתחייבת לחלק תשלומים,3.06,3.06,-9.35,1.90,א'-ה',121.1,0.000,2.920,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות והזדמנו אג,פטורה,05123716,,4B,מניות בארץ,מדד מניות,יתר,101.19,101.19,0.25,10/01/2019,,,לא מתחייבת לחלק תשלומים,2.37,2.37,-11.53,1.53,ב'-ה',7.6,0.000,1.850,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B יתר,פטורה,05112115,,4B,מניות בארץ,מדד מניות,יתר,209.10,209.10,-0.16,10/01/2019,,,לא מתחייבת לחלק תשלומים,1.88,1.88,-11.39,1.90,ב'-ה',6.0,0.000,2.620,0.050,0.35%,קסם קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אלטשולר 4B נדל"ן,פטורה,05103700,,4B,מניות בארץ,מניות לפי ענפים,נדל"ן,483.54,483.54,-0.59,13/01/2019,,,לא מתחייבת לחלק תשלומים,1.92,1.92,-5.63,1.57,א'-ה',254.1,0.000,1.240,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט נדל"ן 4B,פטורה,05101266,,4B,מניות בארץ,מניות לפי ענפים,נדל"ן,375.94,375.94,-0.67,13/01/2019,,,לא מתחייבת לחלק תשלומים,0.18,0.18,-8.13,1.85,א'-ה',23.3,0.000,1.850,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
