תוצאות חיפוש קרנות נאמנות (סה"כ 1957 קרנות)
 11/12/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,92.78,92.78,-1.57,10/12/2018,,,לא מתחייבת לחלק תשלומים,-2.98,-7.89,-7.67,1.61,ב'-ה',25.4,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,6,4D,גמישות,,,101.96,101.93,2.38,03/12/2018,,,לא מתחייבת לחלק תשלומים,2.38,-5.66,-4.54,2.12,,5.7,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05124797,,4D,גמישות,,,102.82,102.82,-1.90,10/12/2018,,,לא מתחייבת לחלק תשלומים,-4.86,0.82,2.22,1.22,,62.4,0.000,1.260,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,104.82,104.82,-1.11,10/12/2018,,,לא מתחייבת לחלק תשלומים,-2.60,-2.55,-0.82,1.30,,1388.4,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא טק גמישה,פטורה,05128293,,4D,גמישות,,,96.77,96.77,-0.11,10/12/2018,,,לא מתחייבת לחלק תשלומים,-2.99,,,,,0.0,,0.500,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4512.15,4512.15,0.26,11/12/2018,,,לא מתחייבת לחלק תשלומים,-0.96,1.97,2.69,1.44,א'-ה',235.0,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,651.85,651.85,-0.71,10/12/2018,,,לא מתחייבת לחלק תשלומים,-1.17,-2.50,-2.49,1.52,ב'-ה',214.9,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,109.09,109.09,-0.79,10/12/2018,,,לא מתחייבת לחלק תשלומים,-1.29,4.28,5.14,0.98,,154.5,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,6,4D,גמישות,,,91.32,91.32,-0.01,10/12/2018,,,לא מתחייבת לחלק תשלומים,0.05,,,,ב'-ה',0.3,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,98.68,98.68,-1.14,10/12/2018,,,לא מתחייבת לחלק תשלומים,-1.05,,,0.88,,13.1,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
