תוצאות חיפוש קרנות נאמנות (סה"כ 1487 קרנות)
 04/10/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות דיבידנד,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
מוניטר 4D גמישה,פטורה,05127212,4,4D,גמישות,,,102.05,102.05,-0.41,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.28,,,,,15.4,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,4,4D,גמישות,,,101.40,101.40,0.21,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.22,,,,,25.2,0.000,1.500,0.030,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,232.80,232.80,-0.60,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.09,2.30,5.03,0.82,א'-ה',1376.7,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,336.69,336.69,-0.78,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.01,5.62,10.89,1.01,א'-ה',167.8,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,4,4D,גמישות,,,544.05,543.93,0.08,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.42,5.68,,1.15,ב'-ה',14.8,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,4,4D,גמישות,,,108.94,108.94,0.21,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.99,8.59,,1.10,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,4,4D,גמישות,,,109.13,109.13,0.18,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.66,4.31,7.72,0.83,,139.0,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,4,4D,גמישות,,,151.31,151.31,0.05,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.59,5.05,6.74,0.70,ב'-ה',644.7,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,4,4D,גמישות,,,101.48,101.48,0.21,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.60,0.48,3.37,0.92,ב'-ה',5.9,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,4,4D,גמישות,,,112.59,112.59,0.13,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.57,4.80,6.90,0.68,,55.7,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,4,4D,גמישות,,,97.21,97.18,0.03,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.31,-2.82,,1.08,,3.0,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,4,4D,גמישות,,,62.02,62.02,-0.24,03/10/2018,,,לא מתחייבת לחלק תשלומים,2.50,32.61,47.25,1.85,ב'-ה',1011.4,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,4,5D,גמישות,,,298.35,298.35,-0.17,03/10/2018,,,לא מתחייבת לחלק תשלומים,2.04,4.19,,1.56,ב'-ה',29.1,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,4,5D,גמישות,,,105.95,105.95,0.09,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.50,4.88,,0.96,,4.4,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,4,5D,גמישות,,,1473.91,1473.91,0.33,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.68,2.44,3.30,1.02,ב'-ה',20.4,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,4,5E,גמישות,,,101.60,101.60,0.08,03/10/2018,,,לא מתחייבת לחלק תשלומים,0.48,2.49,5.67,1.77,,16.1,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,111.06,111.06,-1.28,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.34,8.43,15.18,1.77,א'-ה',36.0,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,112.70,112.70,-1.32,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.27,8.75,,1.74,,2.7,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,163.92,163.92,-1.29,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.34,8.38,15.12,1.77,א'-ה',183.0,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,128.07,128.07,-1.23,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.44,17.10,26.34,1.94,א'-ה',299.2,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,366.62,366.62,-1.29,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.35,8.25,14.91,1.77,א'-ה',91.5,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,152.18,152.18,-1.72,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.70,6.35,9.78,1.76,א'-ה',32.4,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,6,4A,מניות בארץ,מדד מניות,ת"א 35,110.21,110.21,0.00,03/10/2018,,,לא מתחייבת לחלק תשלומים,-0.01,7.35,,1.56,,0.3,0.000,0.550,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,742.45,742.45,-1.23,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.39,11.94,14.49,1.74,א'-ה',101.2,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,773.65,773.65,-1.29,04/10/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-0.23,3.49,9.04,2.00,א'-ה',17.0,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,122.90,122.90,-1.43,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.30,7.99,15.76,1.84,א'-ה',16.3,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,115.10,115.10,-1.29,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.34,8.45,15.17,1.77,,16.3,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,101.00,101.00,-1.29,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.35,8.33,15.07,1.77,א'-ה',104.2,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,212.19,212.19,-2.36,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.56,15.31,25.61,3.25,א'-ה',23.6,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,133.27,133.27,-1.02,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.28,9.35,16.45,1.64,א'-ה',63.0,0.000,0.250,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,163.42,163.42,-1.28,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.31,8.44,14.46,1.69,א'-ה',380.3,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,115.00,115.00,-1.29,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.31,8.45,14.47,1.69,א'-ה',53.7,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,155.74,155.74,-1.27,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.31,8.35,14.46,1.68,א'-ה',68.7,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,139.26,139.26,-1.30,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.54,7.82,14.73,1.63,א'-ה',150.0,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,138.98,138.98,-1.11,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.52,3.44,8.44,1.56,א'-ה',336.6,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,153.43,153.43,-1.28,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.31,8.28,14.21,1.68,א'-ה',97.7,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3910.58,3910.58,-0.99,04/10/2018,,,לא מתחייבת לחלק תשלומים,0.61,9.63,14.35,1.47,א'-ה',12.6,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,105.21,105.21,-1.42,04/10/2018,,,לא מתחייבת לחלק תשלומים,-1.23,1.05,6.24,1.44,,18.1,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,155.78,155.78,-0.68,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.22,4.68,12.29,1.44,א'-ה',11.8,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,123.51,123.51,-1.11,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.74,3.34,9.03,1.51,א'-ה',23.9,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,309.19,309.19,-0.88,04/10/2018,,,לא מתחייבת לחלק תשלומים,0.23,8.21,13.31,1.19,א'-ה',104.0,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,120.08,120.08,-1.10,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.02,5.14,6.95,1.39,א'-ה',40.5,0.000,2.080,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,178.06,178.06,-1.19,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.29,8.03,14.49,1.58,א'-ה',31.2,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,94.07,94.07,-1.06,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.13,,,,א'-ה',4.3,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,177.78,177.78,-1.23,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.23,2.99,5.99,1.74,א'-ה',10.5,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,106.46,106.46,-1.23,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.22,3.30,,1.61,,9.1,0.000,0.750,0.020,לא נגבית עמלת הפצה,הראל קרנות מדד בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,114.05,114.05,-1.28,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.31,8.60,14.63,1.69,א'-ה',45.9,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל קרנות מדד בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,695.21,695.21,-0.96,04/10/2018,,,לא מתחייבת לחלק תשלומים,0.21,9.42,11.19,1.38,א'-ה',27.2,0.000,1.970,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,300.80,300.80,-0.86,04/10/2018,,,לא מתחייבת לחלק תשלומים,0.28,8.42,13.28,1.26,א'-ה',30.2,0.000,2.960,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3410.86,3410.86,-0.98,04/10/2018,,,לא מתחייבת לחלק תשלומים,0.00,5.64,10.01,1.59,א'-ה',54.9,0.000,2.420,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,245.87,245.87,-1.33,04/10/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-1.32,1.44,5.51,1.54,א'-ה',56.5,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,242.31,242.31,-0.68,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.01,3.92,8.14,1.27,א'-ה',225.1,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,364.42,364.42,-0.96,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.02,8.09,14.12,1.29,א'-ה',210.8,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
