תוצאות חיפוש קרנות נאמנות (סה"כ 1490 קרנות)
 10/10/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות דיבידנד,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
PTF ממשלתי כללי,פטורה,05112271,,0A,,,,138.41,138.41,-0.13,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.35,-0.87,0.13,0.25,א'-ה',202.8,0.000,0.200,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית TTF גליל 2-5,פטורה,05117379,,00,,,,102.85,102.85,-0.06,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.07,0.82,2.27,0.17,א'-ה',37.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
תכלית TTF גליל 5-10,פטורה,05119383,,00,,,,105.41,105.41,-0.14,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.35,-0.20,1.90,0.29,א'-ה',58.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
תכלית TTF שחר 2-5,פטורה,05108857,,00,,,,65.55,65.55,-0.02,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.03,-1.06,-0.73,0.18,א'-ה',138.6,0.000,0.150,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
תכלית TTF שחר 5+,פטורה,05119375,,00,,,,119.66,119.66,-0.28,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.83,-2.74,-1.16,0.51,א'-ה',100.9,0.000,0.150,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
PTF שחר 2-5,פטורה,05111422,,00,,,‏שקליות ריבית קבועה ממשלתיות 2-5 שנים,143.80,143.80,-0.01,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.04,-1.03,-0.74,0.18,א'-ה',93.9,0.000,0.150,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
PTF שחר 5+,פטורה,05111489,,00,,,שקליות ריבית קבועה ממשלתיות 5+ שנים,154.57,154.57,-0.28,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.83,-2.80,-1.31,0.51,א'-ה',56.1,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
PTF גליל 2-5,פטורה,05111240,,00,,,צמודות מדד - ממשלתיות 2-5 שנים,129.58,129.58,-0.05,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.07,0.81,2.23,0.17,א'-ה',104.1,0.000,0.000,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
PTF גליל 5-10,פטורה,05117833,,00,,,צמודות מדד - ממשלתיות 5-10 שנים,113.85,113.85,-0.14,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.36,-0.22,1.85,0.29,א'-ה',27.0,0.000,0.000,0.020,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,102.95,102.95,-0.71,09/10/2018,,,לא מתחייבת לחלק תשלומים,0.51,2.20,4.57,1.18,ב'-ה',31.7,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
