תוצאות חיפוש קרנות נאמנות (סה"כ 2048 קרנות)
 23/12/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,606.84,606.84,-2.62,23/12/2018,,,לא מתחייבת לחלק תשלומים,-4.73,-4.58,-1.38,1.34,א'-ה',26.3,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,108.56,106.43,-0.74,20/12/2018,,,לא מתחייבת לחלק תשלומים,-3.81,-1.16,-0.05,0.72,,47.0,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,322.32,316.00,-1.67,23/12/2018,,,לא מתחייבת לחלק תשלומים,-2.73,-2.91,-1.82,0.51,א'-ה',53.2,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,,4D,גמישות,,,99.08,99.08,-0.22,20/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,2,4D,גמישות,,,88.27,88.27,-0.95,20/12/2018,,,לא מתחייבת לחלק תשלומים,-9.98,-11.30,,3.39,,3.3,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,183.41,183.41,-2.90,23/12/2018,,,לא מתחייבת לחלק תשלומים,-6.78,-8.47,-8.34,1.30,א'-ה',382.7,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,92.75,92.75,-1.96,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.53,-9.17,-8.93,1.59,,26.9,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,102.89,102.89,-1.15,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.45,-7.15,-6.13,1.95,,18.9,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,207.16,207.16,-1.80,20/12/2018,,,לא מתחייבת לחלק תשלומים,-9.99,-9.53,-9.58,2.94,ב'-ה',80.7,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,103.46,103.45,-1.20,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.35,-5.03,-5.14,1.40,,28.8,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,116.98,116.98,-1.11,20/12/2018,,,לא מתחייבת לחלק תשלומים,-12.30,-5.29,-2.26,2.20,ב'-ה',211.8,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,95.24,95.24,-1.00,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.61,,,0.83,,15.8,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,98.92,98.92,-0.56,20/12/2018,,,לא מתחייבת לחלק תשלומים,-2.54,,,,,33.9,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,215.99,215.99,-2.54,23/12/2018,,,לא מתחייבת לחלק תשלומים,-5.69,-5.08,-4.53,0.85,א'-ה',1280.4,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,303.68,303.68,-3.43,23/12/2018,,,לא מתחייבת לחלק תשלומים,-7.88,-4.74,-2.62,1.27,א'-ה',185.6,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,495.78,495.65,-1.80,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.22,-3.70,-2.60,1.68,ב'-ה',15.7,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,100.74,100.74,-1.20,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.15,0.42,,1.49,,10.4,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,101.19,101.19,-1.31,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.11,-3.28,-2.83,1.05,,139.5,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,145.30,145.30,-0.64,20/12/2018,,,לא מתחייבת לחלק תשלומים,-2.45,0.88,1.79,0.78,ב'-ה',626.9,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,96.37,96.37,-1.15,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.89,-4.58,-3.80,0.99,ב'-ה',5.8,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,109.17,107.03,-1.04,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.51,-0.37,0.32,0.78,,56.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,2,4D,גמישות,,,85.53,85.50,-1.29,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.14,-14.50,,1.64,,2.8,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,53.46,53.46,-2.20,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.83,14.30,18.12,2.71,ב'-ה',909.8,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,262.43,262.43,-1.40,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.35,-8.36,-6.02,1.36,ב'-ה',27.9,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,94.20,94.20,-1.31,20/12/2018,,,לא מתחייבת לחלק תשלומים,-9.72,-6.75,,1.43,,4.6,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1354.16,1354.16,-1.34,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.92,-5.89,-6.35,1.30,ב'-ה',19.6,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,85.78,85.77,-0.92,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.57,-10.70,-10.67,2.73,,13.5,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,139.31,139.31,-3.69,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.44,-2.64,-1.30,1.75,א'-ה',30.0,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,675.65,675.65,-4.43,23/12/2018,,,לא מתחייבת לחלק תשלומים,-9.22,1.87,2.76,1.82,א'-ה',102.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,676.16,676.16,-6.38,23/12/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-12.95,-9.55,-6.38,2.04,א'-ה',16.2,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,103.35,103.35,-7.01,23/12/2018,,,לא מתחייבת לחלק תשלומים,-14.35,-9.19,-5.55,1.88,א'-ה',16.5,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,166.43,166.43,-10.02,23/12/2018,,,לא מתחייבת לחלק תשלומים,-20.28,-9.56,-4.11,3.37,א'-ה',23.7,0.000,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3590.43,3590.43,-3.35,23/12/2018,,,לא מתחייבת לחלק תשלומים,-7.32,0.66,1.29,1.72,א'-ה',13.6,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,126.94,126.94,-4.89,23/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,א'-ה',21.9,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,138.07,138.07,-4.58,23/12/2018,,,לא מתחייבת לחלק תשלומים,-9.14,-7.22,-9.14,1.51,א'-ה',11.5,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,111.78,111.78,-3.75,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.38,-6.48,-3.08,1.66,א'-ה',23.2,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,282.68,282.68,-3.37,23/12/2018,,,לא מתחייבת לחלק תשלומים,-6.87,-1.07,0.38,1.49,א'-ה',123.3,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,107.14,107.14,-3.89,23/12/2018,,,לא מתחייבת לחלק תשלומים,-9.08,-6.19,-4.73,1.61,א'-ה',38.9,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,161.22,161.22,-3.59,23/12/2018,,,לא מתחייבת לחלק תשלומים,-7.88,-2.19,0.02,1.71,א'-ה',30.6,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,82.18,82.18,-4.29,23/12/2018,,,לא מתחייבת לחלק תשלומים,-12.00,,,,א'-ה',4.7,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,157.41,157.41,-3.75,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.94,-8.81,-8.09,1.78,א'-ה',9.9,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,636.03,636.03,-3.62,23/12/2018,,,לא מתחייבת לחלק תשלומים,-7.63,0.11,0.49,1.68,א'-ה',26.2,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,268.35,268.35,-3.93,23/12/2018,,,לא מתחייבת לחלק תשלומים,-9.13,-3.27,-2.12,1.67,א'-ה',28.4,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3108.00,3108.00,-3.66,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.04,-3.74,-2.02,1.63,א'-ה',53.5,0.000,2.420,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
י.ל מניות ערך,פטורה,05128368,,4B,מניות בארץ,מדד מניות,ת"א 125,99.94,99.94,-0.04,23/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,228.09,228.09,-3.78,23/12/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-7.72,-5.90,-7.24,1.75,א'-ה',47.3,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,221.88,221.88,-2.96,23/12/2018,,,לא מתחייבת לחלק תשלומים,-6.74,-4.84,-3.80,1.40,א'-ה',210.9,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,332.79,332.79,-3.68,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.15,-1.29,0.45,1.55,א'-ה',210.7,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,95.10,95.10,-3.86,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.70,-2.09,0.08,1.64,א'-ה',57.3,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,109.90,109.90,-4.15,23/12/2018,,,לא מתחייבת לחלק תשלומים,-9.32,0.81,1.79,1.75,,80.8,0.000,0.790,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4C תא LARGE CAP 125,פטורה,05106968,,4C,מניות בארץ,מדד מניות,ת"א 125,107.27,107.27,-1.80,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.80,-1.97,-0.27,1.74,ב'-ה',18.1,0.000,1.990,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"א 125 מנוהלת,פטורה,05110788,,4A,מניות בארץ,מדד מניות,ת"א 125,1481.47,1481.47,-3.29,23/12/2018,,,לא מתחייבת לחלק תשלומים,-7.29,-1.38,0.24,1.59,א'-ה',212.0,0.000,2.560,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A תיק מניות ממוקד,פטורה,05110754,,4A,מניות בארץ,מדד מניות,ת"א 125,1837.69,1837.69,-3.30,23/12/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-7.36,-0.32,1.41,1.71,א'-ה',81.9,0.000,1.480,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות מחקר פנימי,פטורה,05115860,,4B,מניות בארץ,מדד מניות,ת"א 125,99.01,99.01,-3.95,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.33,-3.03,-0.93,1.64,א'-ה',76.7,0.000,1.780,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4A שווה ת"א 125,פטורה,05115662,,4A,מניות בארץ,מדד מניות,ת"א 125,114.13,114.13,-4.00,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.99,-6.48,-5.84,1.72,א'-ה',20.6,0.000,0.750,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B מניות ישראל,פטורה,05124219,,4B,מניות בארץ,מדד מניות,ת"א 125,314.36,314.36,-3.62,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.38,-2.47,-1.67,1.78,א'-ה',15.3,0.000,1.080,0.050,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
הראל 4C מניות MID CAP,פטורה,05111299,,4C,מניות בארץ,מדד מניות,ת"א 90,2959.57,2959.57,-1.40,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.14,,,1.93,ב'-ה',27.8,0.000,2.340,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4A מניות MID CAP,פטורה,05103296,,4A,מניות בארץ,מדד מניות,ת"א 90,378.49,378.49,-3.61,23/12/2018,,,לא מתחייבת לחלק תשלומים,-7.96,-2.96,-3.65,1.65,א'-ה',166.7,0.000,1.690,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
פסגות 4A ת"א 90 ויתר,פטורה,05110713,,4A,מניות בארץ,מדד מניות,ת"א 90,2518.50,2518.50,-3.70,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.09,-7.31,-7.91,1.65,א'-ה',223.6,0.000,1.900,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A יתר,פטורה,05100144,,4A,מניות בארץ,מדד מניות,יתר,699.01,699.01,-3.74,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.96,-14.37,-14.89,1.67,א'-ה',137.1,0.000,2.710,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלטשולר 40 יתר,פטורה,05105903,,40,מניות בארץ,מדד מניות,יתר,314.41,314.41,-4.20,23/12/2018,,,לא מתחייבת לחלק תשלומים,-11.00,-15.60,-16.00,1.80,א'-ה',377.6,0.000,2.500,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות צמיחה,פטורה,05111455,,4B,מניות בארץ,מדד מניות,יתר,300.05,300.05,-1.69,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.01,-15.83,-17.01,1.72,ב'-ה',7.8,0.000,1.980,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4B יתר קרן נאמנות,פטורה,05108873,,4B,מניות בארץ,מדד מניות,יתר,334.48,334.48,-3.45,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.56,-14.79,-14.78,1.53,א'-ה',302.3,0.000,2.460,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4B יתר,פטורה,05126487,,4B,מניות בארץ,מדד מניות,יתר,538.46,538.45,-1.29,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.22,-20.45,-21.23,1.55,ב'-ה',7.2,0.000,1.900,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4B יתר,פטורה,05124326,,4B,מניות בארץ,מדד מניות,יתר,110.58,110.58,-2.99,23/12/2018,,,לא מתחייבת לחלק תשלומים,-6.95,-9.40,-9.92,1.28,,15.8,0.000,1.900,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,חברה לנאמנות של בנק אגוד בע"מ
פסגות 4A יתר,פטורה,05110820,,4A,מניות בארץ,מדד מניות,יתר,1087.72,1087.72,-3.55,23/12/2018,,,לא מתחייבת לחלק תשלומים,-8.98,-14.12,-14.00,1.63,א'-ה',131.6,0.000,2.920,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות והזדמנו אג,פטורה,05123716,,4B,מניות בארץ,מדד מניות,יתר,100.69,100.69,-1.10,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.77,-11.97,-11.91,1.26,ב'-ה',8.8,0.000,1.850,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B יתר,פטורה,05112115,,4B,מניות בארץ,מדד מניות,יתר,210.32,210.32,-1.33,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.94,-10.87,-11.90,1.64,ב'-ה',6.6,0.000,2.620,0.050,0.35%,קסם קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
