תוצאות חיפוש קרנות נאמנות (סה"כ 1443 קרנות)
 16/08/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות דיבידנד,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,101.34,101.34,-0.10,15/08/2018,,,לא מתחייבת לחלק תשלומים,0.28,,,,,10.5,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,121.07,121.07,-0.62,15/08/2018,,,לא מתחייבת לחלק תשלומים,0.83,14.74,17.19,2.36,,64.0,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,621.81,621.81,0.62,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.92,-2.23,4.61,1.66,א'-ה',27.6,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,111.85,109.66,-0.23,15/08/2018,,,לא מתחייבת לחלק תשלומים,-0.77,1.84,3.48,0.63,,46.7,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,328.19,321.75,0.20,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.76,-1.15,2.27,0.52,א'-ה',55.9,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,4,4D,גמישות,,,106.84,106.84,-1.89,15/08/2018,,,לא מתחייבת לחלק תשלומים,0.24,7.37,,2.64,,4.3,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,197.22,197.22,0.14,16/08/2018,,,לא מתחייבת לחלק תשלומים,-0.05,-1.58,1.54,1.25,א'-ה',447.0,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,4,4D,גמישות,,,100.97,100.97,-0.69,15/08/2018,,,לא מתחייבת לחלק תשלומים,-1.16,-1.12,0.94,1.43,,35.6,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,4,4D,גמישות,,,114.37,114.37,-0.92,15/08/2018,,,לא מתחייבת לחלק תשלומים,-0.10,3.21,12.66,2.48,,21.9,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,4,4D,גמישות,,,239.81,239.81,-1.48,15/08/2018,,,לא מתחייבת לחלק תשלומים,-0.12,4.73,13.89,2.74,ב'-ה',90.2,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,4,4D,גמישות,,,107.08,107.08,-0.36,15/08/2018,,,לא מתחייבת לחלק תשלומים,-0.06,-1.70,0.51,1.12,,40.4,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,4,4D,גמישות,,,132.30,132.30,-1.00,15/08/2018,,,לא מתחייבת לחלק תשלומים,-1.68,7.11,15.38,1.84,ב'-ה',156.7,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,4,4D,גמישות,,,102.17,102.17,-0.13,15/08/2018,,,לא מתחייבת לחלק תשלומים,0.00,,,,,13.4,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,4,4D,גמישות,,,100.23,100.23,-0.30,15/08/2018,,,לא מתחייבת לחלק תשלומים,0.05,,,,,16.6,0.000,1.500,0.030,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,226.85,226.85,0.40,16/08/2018,,,לא מתחייבת לחלק תשלומים,1.09,-0.31,3.11,0.95,א'-ה',1391.8,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,324.08,324.07,0.34,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.38,1.66,7.20,1.04,א'-ה',151.4,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,4,4D,גמישות,,,524.41,524.30,-0.39,15/08/2018,,,לא מתחייבת לחלק תשלומים,0.34,1.87,,1.42,ב'-ה',14.3,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,4,4D,גמישות,,,103.50,103.50,-0.65,15/08/2018,,,לא מתחייבת לחלק תשלומים,0.91,3.17,,1.34,,7.6,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,4,4D,גמישות,,,105.10,105.10,-0.45,15/08/2018,,,לא מתחייבת לחלק תשלומים,0.11,0.46,,0.85,,129.1,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,4,4D,גמישות,,,146.89,146.89,-0.29,15/08/2018,,,לא מתחייבת לחלק תשלומים,1.23,1.99,4.88,0.86,ב'-ה',628.8,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,4,4D,גמישות,,,97.47,97.47,-0.23,15/08/2018,,,לא מתחייבת לחלק תשלומים,-0.42,-3.50,0.48,1.44,ב'-ה',7.2,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,4,4D,גמישות,,,110.58,108.41,-0.23,15/08/2018,,,לא מתחייבת לחלק תשלומים,0.10,0.91,1.45,0.81,,54.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,4,4D,גמישות,,,93.91,93.88,-0.70,15/08/2018,,,לא מתחייבת לחלק תשלומים,-1.25,-6.12,,2.16,,2.9,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,4,4D,גמישות,,,58.60,58.60,-1.78,15/08/2018,,,לא מתחייבת לחלק תשלומים,-1.15,25.29,38.93,2.63,ב'-ה',904.8,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,4,5D,גמישות,,,275.62,275.62,-0.07,15/08/2018,,,לא מתחייבת לחלק תשלומים,-3.21,-3.75,,1.64,ב'-ה',29.3,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,4,5D,גמישות,,,101.52,101.52,-0.07,15/08/2018,,,לא מתחייבת לחלק תשלומים,2.52,0.49,,0.97,,3.7,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,4,5D,גמישות,,,1433.34,1433.34,-0.52,15/08/2018,,,לא מתחייבת לחלק תשלומים,0.58,-0.38,0.22,1.19,ב'-ה',19.7,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,4,5E,גמישות,,,100.21,100.21,-1.54,15/08/2018,,,לא מתחייבת לחלק תשלומים,-3.98,2.56,2.64,2.29,,16.4,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,107.38,107.38,1.16,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.21,4.83,9.34,1.90,א'-ה',27.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,108.32,108.32,1.03,16/08/2018,,,לא מתחייבת לחלק תשלומים,-0.31,4.53,,1.84,,2.3,0.000,0.450,0.025,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,158.49,158.49,1.15,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.20,4.79,9.27,1.90,א'-ה',175.3,0.000,0.100,0.015,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,121.80,121.80,1.86,16/08/2018,,,לא מתחייבת לחלק תשלומים,4.33,11.37,23.50,2.11,א'-ה',165.2,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,354.59,354.59,1.15,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.20,4.69,9.07,1.90,א'-ה',112.9,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,145.61,145.61,1.29,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.97,1.76,4.77,1.96,א'-ה',31.6,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,,4A,מניות בארץ,מדד מניות,ת"א 35,105.05,105.05,1.13,16/08/2018,,,לא מתחייבת לחלק תשלומים,1.08,2.33,,1.88,,0.2,0.000,0.550,0.025,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,718.04,718.04,1.08,16/08/2018,,,לא מתחייבת לחלק תשלומים,1.52,8.26,11.87,1.94,א'-ה',102.2,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,748.01,748.01,1.08,16/08/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-0.30,0.06,2.36,2.13,א'-ה',15.4,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,118.30,118.30,1.34,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.90,3.95,10.06,2.03,א'-ה',15.7,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,111.24,111.24,1.15,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.23,4.81,9.26,1.90,,11.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,97.67,97.67,1.15,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.21,4.76,9.25,1.90,א'-ה',100.2,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,198.89,198.89,2.10,16/08/2018,,,לא מתחייבת לחלק תשלומים,1.26,8.08,13.82,3.60,א'-ה',21.6,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,128.47,128.47,0.86,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.46,5.41,13.10,1.76,א'-ה',46.1,0.000,0.250,0.015,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,156.57,156.57,1.03,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.71,3.90,9.25,1.85,א'-ה',360.9,0.000,0.100,0.015,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,110.19,110.19,1.04,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.72,3.91,9.28,1.85,א'-ה',38.1,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,149.35,149.35,1.03,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.69,3.90,9.22,1.83,א'-ה',67.1,0.000,0.250,0.025,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,132.10,132.10,1.11,16/08/2018,,,לא מתחייבת לחלק תשלומים,2.25,2.28,9.74,2.06,א'-ה',140.8,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,133.31,133.31,0.93,16/08/2018,,,לא מתחייבת לחלק תשלומים,2.01,-0.78,6.63,1.97,א'-ה',331.7,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,147.05,147.05,1.03,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.71,3.78,9.01,1.85,א'-ה',92.9,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3709.52,3709.52,0.81,16/08/2018,,,לא מתחייבת לחלק תשלומים,2.84,4.00,9.65,1.64,א'-ה',11.6,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,101.05,101.05,0.60,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.62,-2.95,4.01,1.72,,18.0,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,150.80,150.80,1.09,16/08/2018,,,לא מתחייבת לחלק תשלומים,1.49,1.34,12.45,2.02,א'-ה',10.9,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,118.44,118.44,0.73,16/08/2018,,,לא מתחייבת לחלק תשלומים,1.53,-0.90,3.63,1.57,א'-ה',22.8,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,295.79,295.79,0.49,16/08/2018,,,לא מתחייבת לחלק תשלומים,2.16,3.52,9.22,1.40,א'-ה',92.0,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,114.37,114.37,0.70,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.03,0.14,0.30,1.49,א'-ה',39.0,0.000,2.130,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,173.09,173.09,1.38,16/08/2018,,,לא מתחייבת לחלק תשלומים,2.32,5.01,12.51,1.95,א'-ה',26.1,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,91.58,91.58,0.62,16/08/2018,,,לא מתחייבת לחלק תשלומים,1.41,,,,א'-ה',4.0,0.000,1.950,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,166.69,166.69,1.09,16/08/2018,,,לא מתחייבת לחלק תשלומים,1.41,-3.44,-0.36,1.99,א'-ה',10.6,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,99.51,99.51,0.72,16/08/2018,,,לא מתחייבת לחלק תשלומים,1.28,-3.44,,1.76,,10.7,0.000,0.750,0.025,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,109.14,109.14,1.03,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.71,3.92,9.12,1.84,א'-ה',30.1,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,662.63,662.63,0.50,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.55,4.29,6.87,1.62,א'-ה',27.1,0.000,1.970,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,292.88,292.88,0.39,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.97,5.57,11.42,1.45,א'-ה',29.7,0.000,2.960,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3268.73,3268.73,0.67,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.23,1.24,6.43,1.75,א'-ה',52.9,0.000,2.420,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,241.03,241.03,1.34,16/08/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,3.15,-0.56,5.55,1.92,א'-ה',55.8,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,233.75,233.75,0.47,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.73,0.25,4.15,1.38,א'-ה',218.6,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,350.60,350.60,0.77,16/08/2018,,,לא מתחייבת לחלק תשלומים,1.39,3.99,11.44,1.45,א'-ה',201.3,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,99.60,99.59,0.71,16/08/2018,,,לא מתחייבת לחלק תשלומים,0.81,2.53,8.24,1.70,א'-ה',52.0,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,119.52,119.52,1.16,16/08/2018,,,לא מתחייבת לחלק תשלומים,2.57,9.63,19.95,1.45,,14.4,0.000,0.790,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
