תוצאות חיפוש קרנות נאמנות (סה"כ 1419 קרנות)
 09/05/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.16,100.16,-0.70,08/05/2018,,,לא מתחייבת לחלק תשלומים,-0.09,-0.57,3.01,1.47,ב'-ה',39.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,133.14,133.14,-0.13,09/05/2018,,,לא מתחייבת לחלק תשלומים,-0.20,-2.33,-4.20,1.35,א'-ה',40.1,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,104.55,104.53,-0.51,08/05/2018,,,לא מתחייבת לחלק תשלומים,-0.85,-3.25,-1.91,1.37,,26.8,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,102.69,102.69,-0.73,08/05/2018,,,לא מתחייבת לחלק תשלומים,-0.27,-6.61,-3.75,1.45,,33.1,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,110.63,110.63,-0.38,08/05/2018,,,לא מתחייבת לחלק תשלומים,-0.10,2.85,10.64,0.78,,961.9,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,97.37,97.37,-0.84,08/05/2018,,,לא מתחייבת לחלק תשלומים,0.16,-2.63,,,,2.9,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4339.72,4339.72,0.01,09/05/2018,,,לא מתחייבת לחלק תשלומים,0.04,-1.92,1.88,1.15,א'-ה',269.2,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,645.93,645.93,-0.74,08/05/2018,,,לא מתחייבת לחלק תשלומים,-0.11,-3.38,-1.56,1.63,ב'-ה',232.3,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,107.59,107.59,-0.33,08/05/2018,,,לא מתחייבת לחלק תשלומים,1.15,2.85,,1.18,,49.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.31,94.31,0.00,09/05/2018,,,לא מתחייבת לחלק תשלומים,-0.20,-5.61,-1.10,1.61,א'-ה',5.2,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,100.00,100.00,0.00,08/05/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,109.97,109.97,-0.54,08/05/2018,,,לא מתחייבת לחלק תשלומים,2.33,4.22,3.88,2.12,,6.1,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,603.39,603.39,-0.19,09/05/2018,,,לא מתחייבת לחלק תשלומים,-1.01,-5.12,1.77,1.87,א'-ה',32.7,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,110.26,108.10,-0.31,08/05/2018,,,לא מתחייבת לחלק תשלומים,0.26,0.39,4.09,0.64,,45.4,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,328.01,321.58,-0.07,09/05/2018,,,לא מתחייבת לחלק תשלומים,-0.02,-1.20,1.79,0.59,א'-ה',63.6,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
