תוצאות חיפוש קרנות נאמנות (סה"כ 1924 קרנות)
 06/12/2018 ***

Name ,Tax  Status*,Security Number,Code ,ExposureProfile ,Classification Major,Classification Main,Classification Secondary,Purchase Price,Redemption Price,Change from previous day (%),Last update of fund's prices and yields,FundDepositsTBills FundEstimatedYield,FundDepositsTBills FundEstimatedYieldDate****,Dividend Policy,Yield MTD (%),Yield YTD (%),12 Month Yield (%),Standard Deviation,Days Offer,Asset Value,Sales Load (%),Management fee (%),Trustee fee (%),Distribution Commission,Manager,Trustee
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,100.10,100.10,-0.28,04/12/2018,,,לא מתחייבת לחלק תשלומים,0.37,,,0.88,,13.1,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,122.45,122.45,-1.96,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.67,16.04,21.49,1.75,,100.1,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,631.43,631.43,-1.12,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.87,-0.71,2.62,1.34,א'-ה',26.4,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,112.18,109.98,-0.55,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.60,2.14,3.29,0.72,,46.6,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,329.51,323.05,-0.45,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.56,-0.75,0.37,0.51,א'-ה',53.3,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,4,4D,גמישות,,,100.03,100.03,0.03,05/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,4,4D,גמישות,,,96.50,96.50,-3.80,04/12/2018,,,לא מתחייבת לחלק תשלומים,-1.59,-3.02,,3.39,,3.7,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,194.01,194.01,-1.33,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.39,-3.18,-3.04,1.30,א'-ה',395.7,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,4,4D,גמישות,,,98.23,98.23,-1.69,04/12/2018,,,לא מתחייבת לחלק תשלומים,-1.01,-3.80,-3.54,1.59,,29.8,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,4,4D,גמישות,,,110.02,110.02,-2.46,04/12/2018,,,לא מתחייבת לחלק תשלומים,-1.03,-0.71,0.37,1.95,,20.3,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,4,4D,גמישות,,,228.24,228.24,-3.46,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.83,-0.33,-0.38,2.94,ב'-ה',85.4,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,4,4D,גמישות,,,108.31,108.31,-0.95,04/12/2018,,,לא מתחייבת לחלק תשלומים,0.14,-0.57,-0.69,1.40,,31.4,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,4,4D,גמישות,,,129.78,129.78,-4.56,04/12/2018,,,לא מתחייבת לחלק תשלומים,-2.71,5.07,8.44,2.20,ב'-ה',201.6,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,4,4D,גמישות,,,101.28,101.28,-1.66,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.69,,,0.83,,15.6,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,4,4D,גמישות,,,101.22,101.22,-0.49,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.28,,,,,30.4,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,227.23,227.23,-1.01,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.78,-0.15,0.43,0.85,א'-ה',1300.9,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,325.63,325.62,-1.60,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.23,2.15,4.42,1.27,א'-ה',175.1,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,4,4D,גמישות,,,531.94,531.81,-1.87,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.45,3.33,4.51,1.68,ב'-ה',14.4,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,4,4D,גמישות,,,105.98,105.98,-1.48,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.22,5.64,,1.49,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,4,4D,גמישות,,,105.92,105.92,-0.99,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.68,1.24,1.71,1.05,,138.4,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,4,4D,גמישות,,,149.39,149.39,0.21,05/12/2018,,,לא מתחייבת לחלק תשלומים,0.30,3.72,4.66,0.78,ב'-ה',626.9,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,4,4D,גמישות,,,101.49,101.49,-0.49,04/12/2018,,,לא מתחייבת לחלק תשלומים,0.17,0.49,1.31,0.99,ב'-ה',5.8,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,4,4D,גמישות,,,114.44,112.20,0.10,05/12/2018,,,לא מתחייבת לחלק תשלומים,0.11,4.44,5.16,0.78,,56.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,4,4D,גמישות,,,91.49,91.46,-2.09,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.66,-8.54,,1.64,,2.8,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,4,4D,גמישות,,,57.09,57.09,-0.35,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.51,22.07,26.14,2.71,ב'-ה',947.2,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,4,5D,גמישות,,,280.44,280.44,0.23,05/12/2018,,,לא מתחייבת לחלק תשלומים,-0.99,-2.07,,1.36,ב'-ה',29.2,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,4,5D,גמישות,,,103.25,103.25,-2.75,04/12/2018,,,לא מתחייבת לחלק תשלומים,-1.04,2.21,,1.43,,4.6,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,4,5D,גמישות,,,1438.02,1438.02,-1.10,04/12/2018,,,לא מתחייבת לחלק תשלומים,-0.10,-0.06,-0.55,1.30,ב'-ה',19.8,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,4,5E,גמישות,,,92.88,92.86,-3.67,04/12/2018,,,לא מתחייבת לחלק תשלומים,0.35,-4.09,-4.05,2.73,,14.3,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,149.90,149.90,-2.40,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.48,4.76,6.21,1.75,א'-ה',29.7,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,733.14,733.14,-1.87,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.50,10.54,11.50,1.82,א'-ה',96.8,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,762.64,762.64,-2.19,06/12/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-1.82,2.02,5.59,2.04,א'-ה',16.2,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,118.36,118.36,-2.00,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.91,4.00,8.17,1.88,א'-ה',16.5,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,201.04,201.04,-4.07,06/12/2018,,,לא מתחייבת לחלק תשלומים,-3.71,9.25,15.83,3.37,א'-ה',24.8,0.000,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3831.50,3831.50,-1.77,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.09,7.42,8.09,1.72,א'-ה',12.5,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,142.30,142.29,-2.19,06/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,א'-ה',25.3,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,151.30,151.30,-2.29,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.43,1.67,-0.43,1.51,א'-ה',11.8,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,120.36,120.36,-1.81,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.34,0.70,4.36,1.66,א'-ה',23.3,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,302.39,302.39,-1.60,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.38,5.83,7.38,1.49,א'-ה',114.1,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,116.14,116.14,-2.10,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.44,1.69,3.27,1.61,א'-ה',38.6,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,173.45,173.45,-1.91,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.90,5.23,7.61,1.71,א'-ה',30.0,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,91.24,91.24,-2.62,06/12/2018,,,לא מתחייבת לחלק תשלומים,-2.30,,,,א'-ה',4.5,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,171.63,171.63,-2.06,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.71,-0.57,0.22,1.78,א'-ה',10.1,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,681.05,681.05,-1.72,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.09,7.19,7.60,1.68,א'-ה',25.8,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,290.84,290.84,-1.84,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.51,4.83,6.09,1.67,א'-ה',28.8,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3328.26,3328.26,-1.94,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.52,3.08,4.93,1.63,א'-ה',52.4,0.000,2.420,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,247.56,247.56,-2.03,06/12/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.16,2.14,0.68,1.75,א'-ה',47.6,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,235.60,235.60,-1.52,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.97,1.05,2.15,1.40,א'-ה',212.0,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,358.02,358.02,-1.58,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.19,6.19,8.07,1.55,א'-ה',201.9,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,102.44,102.44,-2.14,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.65,5.47,7.81,1.64,א'-ה',54.2,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,119.63,119.63,-1.56,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.29,9.73,10.80,1.75,,64.2,0.000,0.790,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4C תא LARGE CAP 125,פטורה,05106968,4,4C,מניות בארץ,מדד מניות,ת"א 125,114.46,114.46,0.50,05/12/2018,,,לא מתחייבת לחלק תשלומים,0.51,4.60,6.42,1.74,ב'-ה',18.1,0.000,1.990,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"א 125 מנוהלת,פטורה,05110788,,4A,מניות בארץ,מדד מניות,ת"א 125,1576.53,1576.53,-1.93,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.34,4.94,6.67,1.59,א'-ה',212.0,0.000,2.560,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A תיק מניות ממוקד,פטורה,05110754,,4A,מניות בארץ,מדד מניות,ת"א 125,1967.18,1967.18,-2.05,06/12/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-0.83,6.70,8.55,1.71,א'-ה',81.9,0.000,1.480,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות מחקר פנימי,פטורה,05115860,,4B,מניות בארץ,מדד מניות,ת"א 125,106.53,106.53,-2.23,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.37,4.34,6.59,1.64,א'-ה',76.7,0.000,1.780,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4A שווה ת"א 125,פטורה,05115662,,4A,מניות בארץ,מדד מניות,ת"א 125,124.31,124.31,-2.29,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.88,1.86,2.56,1.72,א'-ה',21.0,0.000,0.750,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B מניות ישראל,פטורה,05124219,,4B,מניות בארץ,מדד מניות,ת"א 125,339.37,339.37,-1.93,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.10,5.29,6.16,1.78,א'-ה',15.4,0.000,1.080,0.050,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
הראל 4C מניות MID CAP,פטורה,05111299,4,4C,מניות בארץ,מדד מניות,ת"א 90,3157.13,3157.13,-1.51,04/12/2018,,,לא מתחייבת לחלק תשלומים,0.13,,,,ב'-ה',27.9,0.000,2.340,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4A מניות MID CAP,פטורה,05103296,,4A,מניות בארץ,מדד מניות,ת"א 90,408.27,408.27,-2.07,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.72,4.67,3.94,1.65,א'-ה',164.6,0.000,1.690,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
פסגות 4A ת"א 90 ויתר,פטורה,05110713,,4A,מניות בארץ,מדד מניות,ת"א 90,2732.91,2732.91,-1.95,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.27,0.58,-0.07,1.65,א'-ה',223.6,0.000,1.900,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A יתר,פטורה,05100144,,4A,מניות בארץ,מדד מניות,יתר,763.61,763.61,-1.45,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.54,-6.46,-7.02,1.67,א'-ה',142.2,0.000,2.710,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלטשולר 40 יתר,פטורה,05105903,,40,מניות בארץ,מדד מניות,יתר,352.14,352.14,-0.70,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.32,-5.47,-5.92,1.80,א'-ה',387.6,0.000,2.500,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B יתר,פטורה,05111455,4,4B,מניות בארץ,מדד מניות,יתר,324.72,324.72,-0.67,04/12/2018,,,לא מתחייבת לחלק תשלומים,0.64,-8.91,-10.19,1.72,ב'-ה',8.3,0.000,1.980,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4B יתר קרן נאמנות,פטורה,05108873,,4B,מניות בארץ,מדד מניות,יתר,364.73,364.73,-0.88,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.29,-7.08,-7.08,1.53,א'-ה',314.2,0.000,2.460,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4B יתר,פטורה,05126487,4,4B,מניות בארץ,מדד מניות,יתר,572.60,572.59,-0.02,05/12/2018,,,לא מתחייבת לחלק תשלומים,-0.28,-15.40,-16.24,1.55,ב'-ה',7.7,0.000,1.900,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4B יתר,פטורה,05124326,,4B,מניות בארץ,מדד מניות,יתר,118.60,118.60,-0.68,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.20,-2.83,-3.39,1.28,,16.5,0.000,1.900,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,חברה לנאמנות של בנק אגוד בע"מ
פסגות 4A יתר,פטורה,05110820,,4A,מניות בארץ,מדד מניות,יתר,1188.65,1188.65,-1.03,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.53,-6.15,-6.01,1.63,א'-ה',131.6,0.000,2.920,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות והזדמנו אג,פטורה,05123716,4,4B,מניות בארץ,מדד מניות,יתר,106.59,106.59,0.16,05/12/2018,,,לא מתחייבת לחלק תשלומים,-0.25,-6.81,-6.75,1.26,ב'-ה',8.8,0.000,1.850,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B יתר,פטורה,05112115,4,4B,מניות בארץ,מדד מניות,יתר,220.94,220.94,-0.19,05/12/2018,,,לא מתחייבת לחלק תשלומים,-0.14,-6.37,-7.46,1.64,ב'-ה',6.7,0.000,2.620,0.050,0.35%,קסם קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אלטשולר 4B נדל"ן,פטורה,05103700,,4B,מניות בארץ,מניות לפי ענפים,נדל"ן,504.92,504.92,-1.66,06/12/2018,,,לא מתחייבת לחלק תשלומים,0.25,-1.46,-0.25,1.37,א'-ה',287.1,0.000,1.240,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
