תוצאות חיפוש קרנות נאמנות (סה"כ 1434 קרנות)
 28/06/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,4,4D,גמישות,,,100.81,100.81,0.18,27/06/2018,,,לא מתחייבת לחלק תשלומים,1.33,0.08,2.76,1.48,ב'-ה',36.4,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,131.28,131.28,-0.20,28/06/2018,,,לא מתחייבת לחלק תשלומים,-1.40,-3.70,-6.74,1.33,א'-ה',39.9,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,4,4D,גמישות,,,102.97,102.96,-0.28,27/06/2018,,,לא מתחייבת לחלק תשלומים,-0.56,-4.70,-4.72,1.38,,20.7,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,4,4D,גמישות,,,101.89,101.89,-0.97,27/06/2018,,,לא מתחייבת לחלק תשלומים,-2.08,-7.34,-6.33,1.49,,26.2,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,4,4D,גמישות,,,110.49,110.49,-0.16,27/06/2018,,,לא מתחייבת לחלק תשלומים,-0.99,2.72,7.91,0.75,,1301.6,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,4,4D,גמישות,,,95.77,95.77,-1.00,27/06/2018,,,לא מתחייבת לחלק תשלומים,-1.48,-4.23,,,,1.4,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4349.92,4349.92,-0.54,28/06/2018,,,לא מתחייבת לחלק תשלומים,-1.08,-1.69,-0.46,1.17,א'-ה',256.0,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,645.99,645.99,-0.82,27/06/2018,,,לא מתחייבת לחלק תשלומים,-1.50,-3.38,-3.68,1.62,ב'-ה',232.6,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,4,4D,גמישות,,,108.48,108.48,-0.40,27/06/2018,,,לא מתחייבת לחלק תשלומים,0.73,3.70,,1.18,,68.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.63,94.63,-0.08,28/06/2018,,,לא מתחייבת לחלק תשלומים,0.03,-5.29,-4.45,1.58,א'-ה',5.1,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,101.83,101.83,-0.17,27/06/2018,,,לא מתחייבת לחלק תשלומים,0.70,,,,,6.0,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,119.40,119.40,-1.31,27/06/2018,,,לא מתחייבת לחלק תשלומים,3.00,13.15,11.81,2.20,,13.9,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,614.88,614.88,0.01,28/06/2018,,,לא מתחייבת לחלק תשלומים,0.36,-3.32,2.18,1.85,א'-ה',30.2,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,111.78,109.59,0.01,27/06/2018,,,לא מתחייבת לחלק תשלומים,0.82,1.77,4.47,0.63,,45.8,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,325.86,319.47,-0.11,28/06/2018,,,לא מתחייבת לחלק תשלומים,-0.56,-1.85,0.06,0.59,א'-ה',60.4,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,4,4D,גמישות,,,105.28,105.28,-1.28,27/06/2018,,,לא מתחייבת לחלק תשלומים,1.04,5.80,,,,1.1,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,196.41,196.41,-0.25,28/06/2018,,,לא מתחייבת לחלק תשלומים,-1.01,-1.99,-1.17,1.25,א'-ה',491.9,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
