תוצאות חיפוש קרנות נאמנות (סה"כ 2048 קרנות)
 20/12/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,4,4D,גמישות,,,88.49,88.49,-0.52,19/12/2018,,,לא מתחייבת לחלק תשלומים,-7.47,-12.15,-11.94,1.61,ב'-ה',25.4,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4D גמישה,פטורה,05124797,4,4D,גמישות,,,97.29,97.29,-0.75,19/12/2018,,,לא מתחייבת לחלק תשלומים,-9.98,-4.60,-3.28,1.22,,62.4,0.000,1.260,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,4,4D,גמישות,,,101.36,101.36,-0.94,19/12/2018,,,לא מתחייבת לחלק תשלומים,-5.82,-5.76,-4.10,1.30,,1388.4,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא טק גמישה,פטורה,05128293,4,4D,גמישות,,,96.05,96.05,0.54,19/12/2018,,,לא מתחייבת לחלק תשלומים,-3.71,,,,,0.0,,0.500,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4377.94,4377.94,-1.28,20/12/2018,,,לא מתחייבת לחלק תשלומים,-3.90,-1.06,-0.36,1.44,א'-ה',235.0,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,634.69,634.69,0.16,19/12/2018,,,לא מתחייבת לחלק תשלומים,-3.77,-5.07,-5.06,1.52,ב'-ה',214.9,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,4,4D,גמישות,,,107.31,107.31,-0.33,19/12/2018,,,לא מתחייבת לחלק תשלומים,-2.90,2.58,3.42,0.98,,154.5,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,6,4D,גמישות,,,91.30,91.30,-0.04,19/12/2018,,,לא מתחייבת לחלק תשלומים,0.03,,,,ב'-ה',0.3,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,95.29,95.29,-0.04,19/12/2018,,,לא מתחייבת לחלק תשלומים,-4.45,,,0.88,,13.1,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,115.67,115.67,-0.34,19/12/2018,,,לא מתחייבת לחלק תשלומים,-6.17,9.62,14.76,1.75,,141.9,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,623.18,623.18,-0.99,20/12/2018,,,לא מתחייבת לחלק תשלומים,-2.16,-2.01,1.28,1.34,א'-ה',26.3,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,109.36,107.22,-0.45,19/12/2018,,,לא מתחייבת לחלק תשלומים,-3.09,-0.43,0.69,0.72,,47.0,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,327.81,321.38,-0.41,20/12/2018,,,לא מתחייבת לחלק תשלומים,-1.08,-1.26,-0.15,0.51,א'-ה',53.2,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,4,4D,גמישות,,,99.30,99.30,0.03,19/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,4,4D,גמישות,,,89.12,89.12,-1.88,19/12/2018,,,לא מתחייבת לחלק תשלומים,-9.12,-10.44,,3.39,,3.3,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,188.88,188.88,-1.16,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.00,-5.74,-5.60,1.30,א'-ה',382.7,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,4,4D,גמישות,,,94.60,94.60,0.34,19/12/2018,,,לא מתחייבת לחלק תשלומים,-4.67,-7.35,-7.11,1.59,,26.9,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,4,4D,גמישות,,,104.09,104.09,-0.80,19/12/2018,,,לא מתחייבת לחלק תשלומים,-6.37,-6.06,-5.04,1.95,,18.9,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,4,4D,גמישות,,,210.96,210.96,-0.87,19/12/2018,,,לא מתחייבת לחלק תשלומים,-8.34,-7.87,-7.92,2.94,ב'-ה',80.7,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,4,4D,גמישות,,,104.71,104.71,-0.10,19/12/2018,,,לא מתחייבת לחלק תשלומים,-3.19,-3.87,-3.99,1.40,,28.8,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,4,4D,גמישות,,,118.29,118.29,-2.75,19/12/2018,,,לא מתחייבת לחלק תשלומים,-11.32,-4.23,-1.16,2.20,ב'-ה',211.8,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,4,4D,גמישות,,,96.20,96.20,-0.79,19/12/2018,,,לא מתחייבת לחלק תשלומים,-5.67,,,0.83,,15.8,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,4,4D,גמישות,,,99.48,99.48,-0.36,19/12/2018,,,לא מתחייבת לחלק תשלומים,-1.99,,,,,33.9,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,221.63,221.63,-0.77,20/12/2018,,,לא מתחייבת לחלק תשלומים,-3.23,-2.61,-2.04,0.85,א'-ה',1280.4,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,314.46,314.45,-1.16,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.62,-1.36,0.83,1.27,א'-ה',185.6,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,4,4D,גמישות,,,504.86,504.73,-0.71,19/12/2018,,,לא מתחייבת לחלק תשלומים,-5.52,-1.93,-0.81,1.68,ב'-ה',15.7,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,4,4D,גמישות,,,101.96,101.96,-0.58,19/12/2018,,,לא מתחייבת לחלק תשלומים,-4.00,1.63,,1.49,,10.4,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,4,4D,גמישות,,,102.53,102.53,-0.03,19/12/2018,,,לא מתחייבת לחלק תשלומים,-3.85,-2.00,-1.55,1.05,,139.5,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,4,4D,גמישות,,,146.23,146.23,0.21,19/12/2018,,,לא מתחייבת לחלק תשלומים,-1.83,1.53,2.45,0.78,ב'-ה',626.9,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,4,4D,גמישות,,,97.49,97.49,0.18,19/12/2018,,,לא מתחייבת לחלק תשלומים,-3.78,-3.48,-2.69,0.99,ב'-ה',5.8,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,4,4D,גמישות,,,110.32,108.16,-0.10,19/12/2018,,,לא מתחייבת לחלק תשלומים,-3.50,0.68,1.38,0.78,,56.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,4,4D,גמישות,,,86.65,86.62,-0.59,19/12/2018,,,לא מתחייבת לחלק תשלומים,-5.92,-13.38,,1.64,,2.8,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,4,4D,גמישות,,,54.66,54.66,-0.78,19/12/2018,,,לא מתחייבת לחלק תשלומים,-4.74,16.87,20.77,2.71,ב'-ה',909.8,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,4,5D,גמישות,,,266.15,266.15,-0.94,19/12/2018,,,לא מתחייבת לחלק תשלומים,-6.03,-7.06,-4.69,1.36,ב'-ה',27.9,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,4,5D,גמישות,,,95.45,95.45,-0.76,19/12/2018,,,לא מתחייבת לחלק תשלומים,-8.52,-5.51,,1.43,,4.6,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,4,5D,גמישות,,,1372.56,1372.56,-0.09,19/12/2018,,,לא מתחייבת לחלק תשלומים,-4.65,-4.61,-5.08,1.30,ב'-ה',19.6,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,4,5E,גמישות,,,86.60,86.59,-2.42,19/12/2018,,,לא מתחייבת לחלק תשלומים,-5.70,-9.87,-9.84,2.73,,13.5,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,144.64,144.64,-2.01,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.94,1.08,2.48,1.75,א'-ה',30.0,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,707.00,707.00,-1.52,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.01,6.60,7.52,1.82,א'-ה',102.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,722.22,722.22,-2.33,20/12/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-7.02,-3.39,0.00,2.04,א'-ה',16.2,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,111.14,111.14,-2.11,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.90,-2.35,1.57,1.88,א'-ה',16.5,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,184.97,184.97,-3.29,20/12/2018,,,לא מתחייבת לחלק תשלומים,-11.40,0.52,6.57,3.37,א'-ה',23.7,0.000,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
