תוצאות חיפוש קרנות נאמנות (סה"כ 1437 קרנות)
 15/07/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,611.18,611.18,-0.03,15/07/2018,,,לא מתחייבת לחלק תשלומים,-0.60,-3.90,3.51,1.79,א'-ה',29.3,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,112.10,109.90,0.23,12/07/2018,,,לא מתחייבת לחלק תשלומים,0.42,2.06,5.51,0.64,,46.2,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,325.28,318.90,0.01,15/07/2018,,,לא מתחייבת לחלק תשלומים,-0.18,-2.02,1.36,0.57,א'-ה',59.7,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,110.61,110.61,1.84,12/07/2018,,,לא מתחייבת לחלק תשלומים,3.87,11.15,,2.56,,2.5,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,196.95,196.95,0.08,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.27,-1.72,2.01,1.29,א'-ה',468.8,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,102.02,102.02,0.44,12/07/2018,,,לא מתחייבת לחלק תשלומים,0.43,-0.09,,1.47,,35.9,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,114.67,114.67,1.28,12/07/2018,,,לא מתחייבת לחלק תשלומים,3.02,3.48,14.74,2.44,,20.0,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,243.42,243.42,1.53,12/07/2018,,,לא מתחייבת לחלק תשלומים,3.09,6.30,22.70,2.74,ב'-ה',85.7,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,107.26,107.25,0.48,12/07/2018,,,לא מתחייבת לחלק תשלומים,0.62,-1.54,1.36,1.15,,48.1,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,132.95,132.95,1.17,12/07/2018,,,לא מתחייבת לחלק תשלומים,1.91,7.63,21.54,1.78,ב'-ה',107.0,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,101.77,101.77,0.46,12/07/2018,,,לא מתחייבת לחלק תשלומים,0.91,,,,,11.0,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,99.85,99.85,0.02,12/07/2018,,,לא מתחייבת לחלק תשלומים,0.08,,,,,6.9,0.000,1.500,0.030,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,223.43,223.43,0.08,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.07,-1.81,2.08,0.98,א'-ה',1498.1,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,320.01,320.01,0.23,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.82,0.39,6.45,1.08,א'-ה',150.8,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,518.61,518.50,0.64,12/07/2018,,,לא מתחייבת לחלק תשלומים,1.33,0.74,,1.49,ב'-ה',13.7,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,102.24,102.24,0.65,12/07/2018,,,לא מתחייבת לחלק תשלומים,1.26,1.91,,1.30,,6.4,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,104.44,104.44,0.31,12/07/2018,,,לא מתחייבת לחלק תשלומים,0.14,-0.17,,0.88,,125.9,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,144.31,144.31,0.51,12/07/2018,,,לא מתחייבת לחלק תשלומים,0.29,0.19,4.07,0.87,ב'-ה',640.8,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,97.91,97.91,0.16,12/07/2018,,,לא מתחייבת לחלק תשלומים,-1.31,-3.06,6.67,1.48,ב'-ה',8.1,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,109.60,107.45,0.20,12/07/2018,,,לא מתחייבת לחלק תשלומים,0.07,0.02,1.12,0.80,,54.9,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,94.62,94.58,0.55,12/07/2018,,,לא מתחייבת לחלק תשלומים,0.87,-5.42,,,,3.0,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,60.75,60.75,1.44,12/07/2018,,,לא מתחייבת לחלק תשלומים,5.21,29.89,45.33,2.62,ב'-ה',722.2,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תלתן 4D גמישה,פטורה,05124797,,4D,גמישות,,,113.56,113.56,0.44,12/07/2018,,,לא מתחייבת לחלק תשלומים,1.91,11.36,13.56,1.67,,28.5,0.000,1.200,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,279.23,279.23,0.62,12/07/2018,,,לא מתחייבת לחלק תשלומים,-1.38,-2.49,,1.72,ב'-ה',30.2,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,99.53,99.53,0.27,12/07/2018,,,לא מתחייבת לחלק תשלומים,-0.92,-1.47,,0.97,,8.5,0.000,1.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1430.00,1430.00,0.36,12/07/2018,,,לא מתחייבת לחלק תשלומים,0.77,-0.62,1.88,1.19,ב'-ה',19.7,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,106.43,106.43,1.77,12/07/2018,,,לא מתחייבת לחלק תשלומים,3.47,7.71,10.42,2.25,,16.0,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,105.06,105.06,-0.07,15/07/2018,,,לא מתחייבת לחלק תשלומים,2.10,2.57,7.96,1.88,א'-ה',19.9,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,106.46,106.46,0.12,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.15,2.73,,1.83,,1.9,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,155.08,155.08,-0.07,15/07/2018,,,לא מתחייבת לחלק תשלומים,2.09,2.53,7.92,1.88,א'-ה',169.9,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,114.08,114.08,0.15,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.78,4.31,18.82,2.06,א'-ה',134.6,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,347.02,347.02,-0.07,15/07/2018,,,לא מתחייבת לחלק תשלומים,2.08,2.46,7.72,1.87,א'-ה',109.5,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,141.88,141.88,0.31,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.93,-0.85,3.21,1.94,א'-ה',31.5,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,,4A,מניות בארץ,מדד מניות,ת"א 35,102.04,102.04,0.39,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.89,-0.60,,1.89,,0.2,0.000,0.550,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,693.67,693.67,0.09,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.93,4.59,10.40,1.89,א'-ה',98.7,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,736.56,736.56,-0.04,15/07/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.70,-1.47,1.64,2.11,א'-ה',14.9,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4A מניות ת"א 35,פטורה,05126461,,4A,מניות בארץ,מדד מניות,ת"א 35,294.93,294.93,-0.26,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.86,3.26,3.38,1.58,א'-ה',10.5,0.000,2.000,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,115.27,115.27,-0.06,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.96,1.28,8.66,2.02,א'-ה',14.6,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,108.83,108.83,-0.06,15/07/2018,,,לא מתחייבת לחלק תשלומים,2.09,2.54,7.91,1.88,,7.5,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,95.57,95.57,-0.06,15/07/2018,,,לא מתחייבת לחלק תשלומים,2.09,2.51,7.92,1.88,א'-ה',97.2,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,188.54,188.54,0.01,15/07/2018,,,לא מתחייבת לחלק תשלומים,3.21,2.46,9.19,3.55,א'-ה',20.3,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,125.13,125.13,-0.14,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.91,2.67,11.35,1.74,א'-ה',36.6,0.000,0.250,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,152.99,152.99,0.04,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.68,1.52,7.41,1.86,א'-ה',361.1,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,107.65,107.65,0.03,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.68,1.52,7.42,1.86,א'-ה',32.1,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,145.94,145.94,0.04,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.69,1.53,7.42,1.84,א'-ה',65.9,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,127.71,127.71,0.07,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.61,-1.12,3.85,2.11,א'-ה',144.8,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,129.22,129.22,0.07,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.41,-3.83,2.39,2.00,א'-ה',360.9,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,143.71,143.71,0.03,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.67,1.42,7.17,1.85,א'-ה',90.4,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3518.53,3518.53,0.18,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.43,-1.36,5.03,1.60,א'-ה',10.9,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,98.85,98.85,0.17,15/07/2018,,,לא מתחייבת לחלק תשלומים,-0.56,-5.06,2.41,1.80,,19.5,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,146.04,146.04,0.05,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.68,-1.86,6.46,2.03,א'-ה',10.7,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,115.46,115.46,-0.21,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.01,-3.40,1.08,1.69,א'-ה',23.1,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,287.08,287.08,0.12,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.13,0.47,6.64,1.43,א'-ה',88.2,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,112.99,112.99,0.19,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.85,-1.07,-1.15,1.53,א'-ה',38.5,0.000,2.130,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,165.63,165.63,-0.27,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.05,0.49,8.70,1.94,א'-ה',24.7,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,163.98,163.98,0.22,15/07/2018,,,לא מתחייבת לחלק תשלומים,-0.18,-5.01,-2.36,2.03,א'-ה',10.6,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,97.48,97.48,0.38,15/07/2018,,,לא מתחייבת לחלק תשלומים,-0.27,-5.41,,1.87,,13.6,0.000,0.750,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,106.65,106.65,0.04,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.69,1.55,7.33,1.85,א'-ה',46.6,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,648.90,648.90,0.13,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.91,2.13,5.28,1.65,א'-ה',29.1,0.000,1.970,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,286.44,286.44,0.18,15/07/2018,,,לא מתחייבת לחלק תשלומים,2.06,3.25,9.39,1.46,א'-ה',29.5,0.000,2.960,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3198.47,3198.47,0.10,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.98,-0.94,4.82,1.76,א'-ה',51.7,0.000,2.420,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,231.01,231.01,0.20,15/07/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.03,-4.69,-0.14,1.92,א'-ה',62.8,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,228.98,228.98,0.02,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.26,-1.79,2.25,1.41,א'-ה',220.2,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,340.52,340.52,0.05,15/07/2018,,,לא מתחייבת לחלק תשלומים,0.99,1.00,8.93,1.44,א'-ה',196.7,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,97.48,97.47,0.13,15/07/2018,,,לא מתחייבת לחלק תשלומים,1.27,0.35,6.69,1.73,א'-ה',52.0,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
