תוצאות חיפוש קרנות נאמנות (סה"כ 1430 קרנות)
 05/06/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.34,100.34,0.85,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.85,-0.39,2.28,1.48,ב'-ה',39.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,133.61,133.61,-0.06,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.35,-1.99,-5.09,1.33,א'-ה',40.1,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,104.25,104.23,0.67,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.67,-3.53,-3.54,1.38,,26.8,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,104.43,104.43,0.37,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.37,-5.03,-3.99,1.49,,33.1,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,112.29,112.29,0.62,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.62,4.40,9.67,0.75,,961.9,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,98.30,98.30,1.12,04/06/2018,,,לא מתחייבת לחלק תשלומים,1.12,-1.70,,,,2.9,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4450.12,4450.12,0.27,05/06/2018,,,לא מתחייבת לחלק תשלומים,1.20,0.57,1.84,1.17,א'-ה',269.2,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,662.01,662.01,0.94,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.94,-0.98,-1.29,1.62,ב'-ה',232.3,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,108.55,108.55,0.80,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.80,3.77,,1.18,,49.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,95.42,95.42,0.28,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.87,-4.50,-3.66,1.58,א'-ה',5.2,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,100.89,100.89,-0.23,04/06/2018,,,לא מתחייבת לחלק תשלומים,-0.23,,,,,,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,117.97,117.97,1.77,04/06/2018,,,לא מתחייבת לחלק תשלומים,1.77,11.80,10.47,2.20,,6.1,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,619.12,619.12,0.45,05/06/2018,,,לא מתחייבת לחלק תשלומים,1.05,-2.65,2.89,1.85,א'-ה',32.7,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,111.29,109.11,0.38,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.38,1.33,4.01,0.63,,45.4,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,328.12,321.69,-0.04,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.13,-1.16,0.75,0.59,א'-ה',63.6,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,107.35,107.35,3.02,04/06/2018,,,לא מתחייבת לחלק תשלומים,3.02,7.88,,,,0.9,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,200.21,200.21,0.41,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.91,-0.09,0.74,1.25,א'-ה',511.5,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,102.90,102.90,0.98,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.98,0.77,,1.43,,36.8,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,114.95,114.95,1.71,04/06/2018,,,לא מתחייבת לחלק תשלומים,1.71,3.74,13.10,2.35,,14.2,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,242.24,242.24,2.17,04/06/2018,,,לא מתחייבת לחלק תשלומים,2.17,5.79,18.29,2.56,ב'-ה',76.3,0.000,2.850,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,109.02,109.01,0.66,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.66,0.07,1.11,1.11,,58.0,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,132.49,130.53,1.25,04/06/2018,,,לא מתחייבת לחלק תשלומים,1.25,5.68,20.37,1.77,ב'-ה',98.3,1.500,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,99.90,99.90,0.25,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.25,,,,,,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,225.84,225.84,0.14,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.58,-0.76,1.46,0.97,א'-ה',1703.8,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,322.34,322.33,0.19,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.88,1.11,5.84,1.05,א'-ה',145.0,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,517.50,517.43,0.87,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.87,0.53,,1.46,ב'-ה',13.0,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,102.42,102.42,0.46,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.46,2.09,,,,5.8,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,104.84,104.84,0.36,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.36,0.21,,0.87,,123.4,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,144.80,144.80,0.44,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.44,0.53,2.68,0.83,ב'-ה',672.3,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,99.90,99.90,0.61,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.61,-1.09,6.56,1.45,ב'-ה',9.1,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,110.11,107.95,0.45,04/06/2018,,,לא מתחייבת לחלק תשלומים,0.45,0.48,0.62,0.78,,54.5,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,95.64,95.61,1.50,04/06/2018,,,לא מתחייבת לחלק תשלומים,1.50,-4.39,,,,2.5,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,58.53,58.53,1.58,04/06/2018,,,לא מתחייבת לחלק תשלומים,1.58,25.14,38.01,2.47,ב'-ה',319.3,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
