תוצאות חיפוש קרנות נאמנות (סה"כ 1525 קרנות)
 24/10/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות דיבידנד,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,99.23,99.23,-1.18,23/10/2018,,,לא מתחייבת לחלק תשלומים,-3.12,-1.49,0.79,1.18,ב'-ה',31.7,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,133.57,133.57,0.31,24/10/2018,,,לא מתחייבת לחלק תשלומים,-1.82,-2.02,0.63,1.00,א'-ה',37.1,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,100.68,100.67,-1.63,23/10/2018,,,לא מתחייבת לחלק תשלומים,-4.92,-6.82,-4.10,1.31,,9.9,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05124797,,4D,גמישות,,,112.52,112.52,-1.03,23/10/2018,,,לא מתחייבת לחלק תשלומים,-1.09,10.34,12.73,1.34,,66.1,0.000,1.260,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,109.20,109.20,-0.90,23/10/2018,,,לא מתחייבת לחלק תשלומים,-3.60,1.52,4.76,0.77,,1595.9,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,88.33,88.33,-2.18,23/10/2018,,,לא מתחייבת לחלק תשלומים,-10.00,-11.67,,1.48,,0.7,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא טק גמישה,פטורה,05128293,,4D,גמישות,,,99.99,99.99,0.00,23/10/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,,0.500,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4508.94,4508.94,0.30,24/10/2018,,,לא מתחייבת לחלק תשלומים,-3.46,1.90,3.83,1.08,א'-ה',245.9,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,653.71,653.71,-1.46,23/10/2018,,,לא מתחייבת לחלק תשלומים,-4.44,-2.22,-1.12,1.23,ב'-ה',227.4,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,109.85,109.85,-0.44,23/10/2018,,,לא מתחייבת לחלק תשלומים,-1.74,5.01,9.40,0.78,,111.8,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,93.36,93.36,-0.70,23/10/2018,,,לא מתחייבת לחלק תשלומים,-4.00,,,,ב'-ה',7.0,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,102.88,102.88,-0.66,23/10/2018,,,לא מתחייבת לחלק תשלומים,-1.56,,,,,10.7,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,119.85,119.85,-1.23,23/10/2018,,,לא מתחייבת לחלק תשלומים,-2.50,13.58,20.59,1.58,,93.7,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,629.37,629.37,0.38,24/10/2018,,,לא מתחייבת לחלק תשלומים,-3.47,-1.04,5.83,1.48,א'-ה',28.1,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,112.60,110.39,-0.63,23/10/2018,,,לא מתחייבת לחלק תשלומים,-1.60,2.52,4.62,0.58,,47.6,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,330.01,323.54,0.14,24/10/2018,,,לא מתחייבת לחלק תשלומים,-1.04,-0.60,1.75,0.49,א'-ה',53.9,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,98.26,98.26,-0.06,23/10/2018,,,לא מתחייבת לחלק תשלומים,-10.34,-1.26,,2.21,,5.0,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,194.64,194.64,0.35,24/10/2018,,,לא מתחייבת לחלק תשלומים,-3.10,-2.87,-0.42,1.12,א'-ה',428.8,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,97.37,97.37,-1.30,23/10/2018,,,לא מתחייבת לחלק תשלומים,-4.95,-4.64,-4.35,1.24,,34.2,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,110.81,110.81,-1.27,23/10/2018,,,לא מתחייבת לחלק תשלומים,-5.72,0.00,5.97,1.58,,23.3,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,228.74,228.74,-1.14,23/10/2018,,,לא מתחייבת לחלק תשלומים,-9.31,-0.11,3.49,1.85,ב'-ה',96.6,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,106.39,106.39,-1.06,23/10/2018,,,לא מתחייבת לחלק תשלומים,-3.81,-2.33,-0.49,1.12,,35.2,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,129.47,129.47,0.21,23/10/2018,,,לא מתחייבת לחלק תשלומים,-1.68,4.82,12.91,1.66,ב'-ה',201.8,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,100.42,100.42,-0.09,23/10/2018,,,לא מתחייבת לחלק תשלומים,-1.32,,,,,16.0,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,100.16,100.16,-0.52,23/10/2018,,,לא מתחייבת לחלק תשלומים,-1.01,,,,,30.0,0.000,1.500,0.030,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,228.58,228.58,0.21,24/10/2018,,,לא מתחייבת לחלק תשלומים,-1.90,0.45,3.12,0.82,א'-ה',1371.5,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,326.94,326.93,0.26,24/10/2018,,,לא מתחייבת לחלק תשלומים,-2.91,2.56,7.68,1.01,א'-ה',176.1,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,517.08,516.96,-1.01,23/10/2018,,,לא מתחייבת לחלק תשלומים,-4.55,0.44,,1.15,ב'-ה',15.0,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,103.83,103.83,-1.29,23/10/2018,,,לא מתחייבת לחלק תשלומים,-3.75,3.50,,1.10,,9.3,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,105.80,105.80,-0.93,23/10/2018,,,לא מתחייבת לחלק תשלומים,-2.41,1.13,4.43,0.83,,141.3,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,147.96,147.96,-0.60,23/10/2018,,,לא מתחייבת לחלק תשלומים,-1.64,2.73,4.38,0.70,ב'-ה',642.2,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
