תוצאות חיפוש קרנות נאמנות (סה"כ 1446 קרנות)
 02/10/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות דיבידנד,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,98.14,98.14,-0.03,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.65,-1.86,,1.48,,0.7,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4690.36,4690.36,0.43,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.43,6.00,8.01,1.08,א'-ה',245.2,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,684.11,684.11,-0.17,27/09/2018,,,לא מתחייבת לחלק תשלומים,0.12,2.33,5.28,1.23,ב'-ה',230.2,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,111.80,111.80,0.31,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.33,6.87,,0.78,,104.9,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,97.25,97.25,0.46,27/09/2018,,,לא מתחייבת לחלק תשלומים,-1.84,,,,ב'-ה',7.1,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,104.51,104.51,-0.01,27/09/2018,,,לא מתחייבת לחלק תשלומים,0.74,,,,,9.6,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,122.92,122.92,0.61,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.69,16.49,22.43,1.58,,84.4,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,651.90,651.90,-0.01,02/10/2018,,,לא מתחייבת לחלק תשלומים,-0.01,2.50,9.62,1.48,א'-ה',28.0,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,114.43,112.19,-0.04,27/09/2018,,,לא מתחייבת לחלק תשלומים,0.12,4.19,6.72,0.58,,47.5,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,334.09,327.54,0.18,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.18,0.63,3.00,0.49,א'-ה',54.9,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,109.59,109.59,1.30,27/09/2018,,,לא מתחייבת לחלק תשלומים,-1.57,10.13,,2.21,,5.2,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,201.21,201.21,0.17,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.17,0.41,2.94,1.12,א'-ה',441.8,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,102.44,102.44,-0.16,27/09/2018,,,לא מתחייבת לחלק תשלומים,-2.13,0.32,2.19,1.24,,35.8,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,117.53,117.53,0.26,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.75,6.06,14.73,1.58,,23.6,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,252.23,252.23,0.57,27/09/2018,,,לא מתחייבת לחלק תשלומים,0.05,10.15,15.08,1.85,ב'-ה',93.7,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,110.60,110.60,-0.22,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.02,1.53,4.71,1.12,,36.9,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,131.68,131.68,0.41,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.94,6.61,18.06,1.66,ב'-ה',198.4,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,101.76,101.76,0.25,27/09/2018,,,לא מתחייבת לחלק תשלומים,0.03,,,,,15.4,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,101.18,101.18,-0.01,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.05,,,,,25.2,0.000,1.500,0.030,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,233.69,233.69,0.30,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.30,2.69,5.43,0.82,א'-ה',1376.7,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,338.52,338.51,0.53,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.53,6.19,11.49,1.01,א'-ה',167.8,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,541.74,541.63,-0.74,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.34,5.24,,1.15,ב'-ה',14.8,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,107.87,107.87,-0.10,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.04,7.53,,1.10,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,108.41,108.41,-0.28,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.17,3.62,8.19,0.83,,139.0,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,150.42,150.42,-0.03,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.05,4.44,6.64,0.70,ב'-ה',644.7,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,100.87,100.87,-0.38,27/09/2018,,,לא מתחייבת לחלק תשלומים,-0.02,-0.13,3.51,0.92,ב'-ה',5.9,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,114.19,111.95,-0.16,27/09/2018,,,לא מתחייבת לחלק תשלומים,0.54,4.21,6.32,0.68,,55.7,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,96.92,96.88,0.32,27/09/2018,,,לא מתחייבת לחלק תשלומים,0.70,-3.12,,1.08,,3.0,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,60.51,60.51,0.00,27/09/2018,,,לא מתחייבת לחלק תשלומים,-1.64,29.38,44.38,1.85,ב'-ה',1011.4,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,292.39,292.39,-0.60,27/09/2018,,,לא מתחייבת לחלק תשלומים,1.14,2.11,,1.56,ב'-ה',29.1,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,105.42,105.42,-0.25,27/09/2018,,,לא מתחייבת לחלק תשלומים,0.12,4.36,,0.96,,4.4,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1463.91,1463.91,0.50,27/09/2018,,,לא מתחייבת לחלק תשלומים,-1.40,1.74,2.93,1.02,ב'-ה',20.4,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,102.27,102.27,0.50,27/09/2018,,,לא מתחייבת לחלק תשלומים,-3.01,2.00,3.78,1.77,,16.1,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,111.94,111.94,0.45,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.45,9.28,16.10,1.77,א'-ה',36.0,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,113.59,113.59,0.51,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.51,9.61,,1.74,,2.7,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,165.23,165.23,0.46,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.46,9.24,16.04,1.77,א'-ה',183.0,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,129.44,129.44,0.63,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.63,18.35,27.69,1.94,א'-ה',299.2,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,369.56,369.56,0.45,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.45,9.11,15.83,1.77,א'-ה',91.5,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,153.89,153.89,0.42,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.42,7.55,11.02,1.76,א'-ה',32.4,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,6,4A,מניות בארץ,מדד מניות,ת"א 35,110.21,110.21,-0.01,02/10/2018,,,לא מתחייבת לחלק תשלומים,-0.01,7.35,,1.56,,0.3,0.000,0.550,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,748.61,748.61,0.44,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.44,12.87,15.44,1.74,א'-ה',101.2,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,778.94,778.94,0.46,02/10/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.46,4.20,9.78,2.00,א'-ה',17.0,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,123.97,123.97,0.57,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.57,8.93,16.77,1.84,א'-ה',16.3,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,116.03,116.03,0.47,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.47,9.33,16.10,1.77,,16.3,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,101.81,101.81,0.45,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.45,9.20,16.00,1.77,א'-ה',104.2,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,215.47,215.47,0.97,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.97,17.09,27.55,3.25,א'-ה',23.6,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,134.22,134.22,0.43,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.43,10.12,17.28,1.64,א'-ה',63.0,0.000,0.250,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,164.69,164.69,0.47,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.47,9.28,15.35,1.69,א'-ה',380.3,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,115.90,115.90,0.47,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.47,9.30,15.37,1.69,א'-ה',53.7,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,156.94,156.94,0.46,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.46,9.18,15.34,1.68,א'-ה',68.7,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,140.41,140.41,0.29,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.29,8.71,15.68,1.63,א'-ה',150.0,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,140.17,140.17,0.34,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.34,4.32,9.37,1.56,א'-ה',336.6,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,154.63,154.63,0.47,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.47,9.12,15.10,1.68,א'-ה',97.7,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3919.62,3919.62,0.84,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.84,9.89,14.62,1.47,א'-ה',12.6,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,106.46,106.46,-0.06,02/10/2018,,,לא מתחייבת לחלק תשלומים,-0.06,2.25,7.50,1.44,,18.1,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,156.47,156.47,0.22,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.22,5.15,12.79,1.44,א'-ה',11.8,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,124.63,124.63,0.16,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.16,4.28,10.02,1.51,א'-ה',23.9,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,310.24,310.24,0.57,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.57,8.58,13.70,1.19,א'-ה',104.0,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,120.72,120.72,0.52,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.52,5.70,7.52,1.39,א'-ה',40.5,0.000,2.130,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,180.17,180.17,0.89,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.89,9.31,15.84,1.58,א'-ה',31.2,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,94.66,94.66,0.50,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.50,,,,א'-ה',4.3,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,178.87,178.87,0.38,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.38,3.62,6.64,1.74,א'-ה',10.5,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,107.22,107.22,0.50,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.50,4.04,,1.61,,9.1,0.000,0.750,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,114.94,114.94,0.47,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.47,9.45,15.53,1.69,א'-ה',45.9,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,700.80,700.80,1.01,02/10/2018,,,לא מתחייבת לחלק תשלומים,1.01,10.30,12.09,1.38,א'-ה',27.2,0.000,1.970,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,302.62,302.62,0.88,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.88,9.08,13.96,1.26,א'-ה',30.2,0.000,2.960,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3432.17,3432.17,0.63,02/10/2018,,,לא מתחייבת לחלק תשלומים,0.63,6.30,10.70,1.59,א'-ה',54.9,0.000,2.420,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
