תוצאות חיפוש קרנות נאמנות (סה"כ 1411 קרנות)
 16/04/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.33,100.33,0.80,12/04/2018,,,לא מתחייבת לחלק תשלומים,1.00,-0.40,6.51,1.30,ב'-ה',39.9,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,135.55,135.55,0.52,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.55,-0.56,1.13,1.25,א'-ה',40.8,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,105.74,105.71,0.48,12/04/2018,,,לא מתחייבת לחלק תשלומים,0.32,-2.16,0.78,1.30,,31.4,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,104.25,104.25,0.24,12/04/2018,,,לא מתחייבת לחלק תשלומים,0.49,-5.19,-0.53,1.31,,45.4,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,110.75,110.75,0.90,12/04/2018,,,לא מתחייבת לחלק תשלומים,1.07,2.97,11.36,0.73,,791.3,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,96.97,96.97,0.66,12/04/2018,,,לא מתחייבת לחלק תשלומים,0.92,-3.03,,,,3.0,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4395.65,4395.65,0.58,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.45,-0.66,5.09,0.99,א'-ה',275.6,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,652.03,652.03,0.97,12/04/2018,,,לא מתחייבת לחלק תשלומים,0.24,-2.47,1.81,1.46,ב'-ה',236.1,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,106.02,106.02,0.69,12/04/2018,,,לא מתחייבת לחלק תשלומים,0.46,1.35,,1.13,,39.3,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,96.08,96.08,0.76,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.46,-3.84,4.72,1.51,א'-ה',3.8,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,107.30,107.30,0.74,12/04/2018,,,לא מתחייבת לחלק תשלומים,1.59,1.69,3.09,2.03,,5.7,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,622.60,622.60,0.82,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.74,-2.10,7.03,1.60,א'-ה',34.5,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,109.45,107.30,0.31,12/04/2018,,,לא מתחייבת לחלק תשלומים,0.71,-0.35,4.01,0.56,,44.8,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,329.34,322.88,0.40,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.44,-0.80,3.85,0.50,א'-ה',65.2,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,99.98,99.98,1.04,12/04/2018,,,לא מתחייבת לחלק תשלומים,1.20,0.47,,,,0.9,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,198.31,198.31,0.55,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.63,-1.04,5.09,1.00,א'-ה',526.0,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,100.30,100.30,1.27,12/04/2018,,,לא מתחייבת לחלק תשלומים,1.68,-1.77,,1.16,,38.7,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,111.13,111.13,1.22,12/04/2018,,,לא מתחייבת לחלק תשלומים,0.57,0.29,12.13,2.21,,15.1,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,230.11,230.11,1.21,12/04/2018,,,לא מתחייבת לחלק תשלומים,0.81,0.49,17.84,2.45,ב'-ה',78.5,0.000,2.850,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,108.06,108.06,0.74,12/04/2018,,,לא מתחייבת לחלק תשלומים,0.73,-0.80,4.10,0.94,,60.8,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
