תוצאות חיפוש קרנות נאמנות (סה"כ 1959 קרנות)
 12/12/2018 ***

Name ,Tax  Status*,Security Number,Code ,ExposureProfile ,Classification Major,Classification Main,Classification Secondary,Purchase Price,Redemption Price,Change from previous day (%),Last update of fund's prices and yields,FundDepositsTBills FundEstimatedYield,FundDepositsTBills FundEstimatedYieldDate****,Dividend Policy,Yield MTD (%),Yield YTD (%),12 Month Yield (%),Standard Deviation,Days Offer,Asset Value,Sales Load (%),Management fee (%),Trustee fee (%),Distribution Commission,Manager,Trustee
הראל HTF מש 85אגח 15מנ ממ,פטורה,05128210,5,,,,,,,,,,,לא מתחייבת לחלק תשלומים,,,,,,,,0.000,0.025,לא נגבית עמלת הפצה,הראל קרנות מדד בע"מ,זיו האפט נאמנויות ואחזקות 2003 בע"מ
הראל HTF מש 90אגח 10מנ,פטורה,05128194,5,,,,,,,,,,,לא מתחייבת לחלק תשלומים,,,,,,,,0.000,0.020,לא נגבית עמלת הפצה,הראל קרנות מדד בע"מ,זיו האפט נאמנויות ואחזקות 2003 בע"מ
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,92.71,92.71,-0.08,11/12/2018,,,לא מתחייבת לחלק תשלומים,-3.05,-7.96,-7.74,1.61,ב'-ה',25.4,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4D גמישה,פטורה,05124797,,4D,גמישות,,,103.19,103.19,0.36,11/12/2018,,,לא מתחייבת לחלק תשלומים,-4.52,1.19,2.58,1.22,,62.4,0.000,1.260,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,105.55,105.55,0.70,11/12/2018,,,לא מתחייבת לחלק תשלומים,-1.92,-1.87,-0.13,1.30,,1388.4,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא טק גמישה,פטורה,05128293,,4D,גמישות,,,96.81,96.81,0.04,11/12/2018,,,לא מתחייבת לחלק תשלומים,-2.95,,,,,0.0,,0.500,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4509.50,4509.50,-0.06,12/12/2018,,,לא מתחייבת לחלק תשלומים,-1.01,1.91,2.63,1.44,א'-ה',235.0,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,653.47,653.47,0.25,11/12/2018,,,לא מתחייבת לחלק תשלומים,-0.92,-2.26,-2.25,1.52,ב'-ה',214.9,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,109.28,109.28,0.17,11/12/2018,,,לא מתחייבת לחלק תשלומים,-1.12,4.46,5.32,0.98,,154.5,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,6,4D,גמישות,,,91.38,91.38,0.07,11/12/2018,,,לא מתחייבת לחלק תשלומים,0.12,,,,ב'-ה',0.3,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,98.20,98.20,-0.49,11/12/2018,,,לא מתחייבת לחלק תשלומים,-1.53,,,0.88,,13.1,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,120.25,120.25,0.44,11/12/2018,,,לא מתחייבת לחלק תשלומים,-2.45,13.96,19.31,1.75,,141.9,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,630.16,630.16,-0.37,12/12/2018,,,לא מתחייבת לחלק תשלומים,-1.07,-0.91,2.41,1.34,א'-ה',26.3,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,110.95,108.77,0.22,11/12/2018,,,לא מתחייבת לחלק תשלומים,-1.69,1.01,2.15,0.72,,47.0,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,328.83,322.38,-0.02,12/12/2018,,,לא מתחייבת לחלק תשלומים,-0.77,-0.95,0.16,0.51,א'-ה',53.2,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,,4D,גמישות,,,99.74,99.74,0.02,11/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,91.80,91.80,0.38,11/12/2018,,,לא מתחייבת לחלק תשלומים,-6.38,-7.75,,3.39,,3.3,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,193.28,193.28,-0.21,12/12/2018,,,לא מתחייבת לחלק תשלומים,-1.76,-3.55,-3.40,1.30,א'-ה',382.7,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,96.65,96.65,0.34,11/12/2018,,,לא מתחייבת לחלק תשלומים,-2.60,-5.35,-5.10,1.59,,26.9,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,107.97,107.97,0.43,11/12/2018,,,לא מתחייבת לחלק תשלומים,-2.88,-2.56,-1.50,1.95,,18.9,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,222.56,222.56,0.21,11/12/2018,,,לא מתחייבת לחלק תשלומים,-3.30,-2.81,-2.86,2.94,ב'-ה',80.7,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,107.08,107.08,0.37,11/12/2018,,,לא מתחייבת לחלק תשלומים,-1.00,-1.70,-1.82,1.40,,28.8,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,124.92,124.92,0.35,11/12/2018,,,לא מתחייבת לחלק תשלומים,-6.35,1.13,4.38,2.20,ב'-ה',211.8,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,99.04,99.04,0.13,11/12/2018,,,לא מתחייבת לחלק תשלומים,-2.88,,,0.83,,15.8,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
