תוצאות חיפוש קרנות נאמנות (סה"כ 1433 קרנות)
 02/08/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות דיבידנד,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
ברק 4D גמישה,פטורה,05121066,4,4D,גמישות,,,96.20,96.20,0.20,01/08/2018,,,לא מתחייבת לחלק תשלומים,0.20,,,,ב'-ה',7.2,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,100.93,100.93,-0.13,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.13,,,,,8.3,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,119.96,119.96,-0.09,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.09,13.68,16.12,2.36,,40.8,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,617.91,617.91,0.02,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.28,-2.84,3.96,1.66,א'-ה',29.3,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,112.88,110.67,0.14,01/08/2018,,,לא מתחייבת לחלק תשלומים,0.14,2.78,4.44,0.63,,46.2,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,326.01,319.62,0.10,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.09,-1.80,1.59,0.52,א'-ה',59.7,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,4,4D,גמישות,,,106.97,106.97,0.37,01/08/2018,,,לא מתחייבת לחלק תשלומים,0.37,7.50,,2.64,,2.5,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,196.87,196.87,-0.02,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.22,-1.76,1.36,1.25,א'-ה',468.8,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,4,4D,גמישות,,,101.90,101.90,-0.24,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.24,-0.21,1.87,1.43,,35.9,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,4,4D,גמישות,,,114.79,114.79,0.27,01/08/2018,,,לא מתחייבת לחלק תשלומים,0.27,3.59,13.07,2.48,,20.0,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,4,4D,גמישות,,,240.65,240.65,0.23,01/08/2018,,,לא מתחייבת לחלק תשלומים,0.23,5.09,14.29,2.74,ב'-ה',85.7,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,4,4D,גמישות,,,106.86,106.86,-0.26,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.26,-1.90,0.30,1.12,,48.1,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,4,4D,גמישות,,,134.76,134.76,0.15,01/08/2018,,,לא מתחייבת לחלק תשלומים,0.15,9.10,17.53,1.84,ב'-ה',107.0,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,4,4D,גמישות,,,102.09,102.09,-0.08,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.08,,,,,11.0,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,4,4D,גמישות,,,100.13,100.13,-0.05,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.05,,,,,6.9,0.000,1.500,0.030,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,224.60,224.60,0.11,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.08,-1.30,2.09,0.95,א'-ה',1498.1,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,322.44,322.43,-0.01,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.13,1.14,6.66,1.04,א'-ה',150.8,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,4,4D,גמישות,,,521.06,520.94,-0.30,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.30,1.22,,1.42,ב'-ה',13.7,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,4,4D,גמישות,,,102.55,102.55,-0.02,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.02,2.22,,1.34,,6.4,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,4,4D,גמישות,,,104.93,104.93,-0.05,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.05,0.30,,0.85,,125.9,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,4,4D,גמישות,,,145.78,145.78,0.47,01/08/2018,,,לא מתחייבת לחלק תשלומים,0.47,1.22,4.09,0.86,ב'-ה',640.8,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,4,4D,גמישות,,,97.73,97.73,-0.15,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.15,-3.24,0.75,1.44,ב'-ה',8.1,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,4,4D,גמישות,,,110.38,108.22,-0.07,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.07,0.74,1.27,0.81,,54.9,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,4,4D,גמישות,,,94.64,94.61,-0.48,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.48,-5.39,,2.16,,3.0,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,4,4D,גמישות,,,59.59,59.59,0.52,01/08/2018,,,לא מתחייבת לחלק תשלומים,0.52,27.41,41.28,2.63,ב'-ה',722.2,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,4,5D,גמישות,,,283.91,283.91,-0.29,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.29,-0.86,,1.64,ב'-ה',30.2,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,4,5D,גמישות,,,99.63,99.63,0.62,01/08/2018,,,לא מתחייבת לחלק תשלומים,0.62,-1.38,,0.97,,8.5,0.000,1.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,4,5D,גמישות,,,1427.75,1427.75,0.19,01/08/2018,,,לא מתחייבת לחלק תשלומים,0.19,-0.77,-0.17,1.19,ב'-ה',19.7,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,4,5E,גמישות,,,104.18,104.18,-0.61,01/08/2018,,,לא מתחייבת לחלק תשלומים,-0.61,6.16,6.24,2.29,,16.0,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,107.05,107.05,-0.57,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.09,4.51,9.00,1.90,א'-ה',19.9,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,107.98,107.98,-0.43,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.63,4.20,,1.84,,1.9,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,158.02,158.02,-0.57,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.09,4.48,8.94,1.90,א'-ה',169.9,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,118.65,118.65,-0.21,02/08/2018,,,לא מתחייבת לחלק תשלומים,1.63,8.48,20.31,2.11,א'-ה',134.6,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,353.55,353.55,-0.57,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.10,4.39,8.75,1.90,א'-ה',109.5,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,144.40,144.40,0.02,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.13,0.92,3.90,1.96,א'-ה',31.5,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,,4A,מניות בארץ,מדד מניות,ת"א 35,103.60,103.60,0.10,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.32,0.92,,1.88,,0.2,0.000,0.550,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,715.48,715.48,-0.45,02/08/2018,,,לא מתחייבת לחלק תשלומים,1.16,7.87,11.48,1.94,א'-ה',98.7,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,747.21,747.21,-0.34,02/08/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-0.40,-0.04,2.25,2.13,א'-ה',14.9,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4A מניות ת"א 35,פטורה,05126461,,4A,מניות בארץ,מדד מניות,ת"א 35,293.66,293.66,-1.32,02/08/2018,,,לא מתחייבת לחלק תשלומים,-1.47,2.82,0.96,1.58,א'-ה',10.5,0.000,1.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,117.27,117.27,-0.42,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.03,3.04,9.10,2.03,א'-ה',14.6,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,110.88,110.88,-0.56,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.09,4.48,8.91,1.90,,7.5,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,97.37,97.37,-0.57,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.10,4.44,8.91,1.90,א'-ה',97.2,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,196.88,196.88,-0.59,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.24,6.99,12.67,3.60,א'-ה',20.3,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,127.45,127.45,-0.13,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.34,4.57,12.20,1.76,א'-ה',36.6,0.000,0.250,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,155.39,155.39,-0.44,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.05,3.11,8.43,1.85,א'-ה',361.1,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,109.35,109.35,-0.44,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.05,3.12,8.45,1.85,א'-ה',32.1,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,148.24,148.24,-0.44,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.06,3.13,8.41,1.83,א'-ה',65.9,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,129.14,129.14,-0.38,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.04,-0.02,7.28,2.06,א'-ה',144.8,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,130.08,130.08,-0.41,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.46,-3.19,4.05,1.97,א'-ה',360.9,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,145.96,145.96,-0.43,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.04,3.01,8.21,1.85,א'-ה',90.4,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3629.27,3629.27,0.28,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.61,1.75,7.28,1.64,א'-ה',10.9,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,99.04,99.04,-0.32,02/08/2018,,,לא מתחייבת לחלק תשלומים,-1.38,-4.88,1.95,1.72,,19.5,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,148.90,148.90,-0.73,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.22,0.06,11.04,2.02,א'-ה',10.7,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,116.65,116.65,-0.01,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.01,-2.40,2.06,1.57,א'-ה',23.1,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,291.74,291.74,0.28,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.76,2.10,7.73,1.40,א'-ה',88.2,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,113.71,113.71,-0.18,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.55,-0.44,-0.28,1.49,א'-ה',38.5,0.000,2.130,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,170.78,170.78,-0.41,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.96,3.61,11.01,1.95,א'-ה',24.7,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,89.72,89.72,-0.42,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.65,,,,א'-ה',3.9,0.000,1.950,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,164.06,164.06,-0.36,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.19,-4.96,-1.94,1.99,א'-ה',10.6,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,97.98,97.98,-0.11,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.27,-4.93,,1.76,,13.6,0.000,0.750,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,108.32,108.32,-0.43,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.05,3.14,8.30,1.84,א'-ה',46.6,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,653.62,653.62,0.02,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.82,2.87,5.41,1.62,א'-ה',29.1,0.000,1.970,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,288.06,288.06,-0.34,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.69,3.83,9.59,1.45,א'-ה',29.5,0.000,2.960,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3245.24,3245.24,-0.32,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.49,0.51,5.67,1.75,א'-ה',51.7,0.000,2.420,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,235.22,235.22,-0.09,02/08/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.66,-2.95,3.00,1.92,א'-ה',62.8,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,231.17,231.17,-0.33,02/08/2018,,,לא מתחייבת לחלק תשלומים,-0.38,-0.85,3.00,1.38,א'-ה',220.2,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,346.94,346.94,0.05,02/08/2018,,,לא מתחייבת לחלק תשלומים,0.33,2.91,10.27,1.45,א'-ה',196.7,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
