תוצאות חיפוש קרנות נאמנות (סה"כ 1488 קרנות)
 11/10/2018 ***

Name ,Tax  Status*,Security Number,Code ,ExposureProfile ,Classification Major,Classification Main,Classification Secondary,Purchase Price,Redemption Price,Change from previous day (%),Last update of fund's prices and yields,FundDepositsTBills FundEstimatedYield,FundDepositsTBills FundEstimatedYieldDate****,Dividend Policy,Yield MTD (%),Yield YTD (%),12 Month Yield (%),Standard Deviation,Days Offer,Asset Value,Sales Load (%),Management fee (%),Trustee fee (%),Distribution Commission,Manager,Trustee
אלטשולר 4D גמישה,פטורה,05124201,4,4D,גמישות,,,110.49,110.49,-1.09,10/10/2018,,,לא מתחייבת לחלק תשלומים,-2.46,2.72,6.00,0.77,,1595.9,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,4,4D,גמישות,,,90.76,90.76,-2.74,10/10/2018,,,לא מתחייבת לחלק תשלומים,-7.52,-9.24,,1.48,,0.7,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא טק גמישה,פטורה,05128293,4,4D,גמישות,,,,,,,,,לא מתחייבת לחלק תשלומים,,,,,,,,0.500,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4535.25,4535.25,-1.09,11/10/2018,,,לא מתחייבת לחלק תשלומים,-2.89,2.49,4.44,1.08,א'-ה',245.9,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,666.19,666.19,-1.39,10/10/2018,,,לא מתחייבת לחלק תשלומים,-2.62,-0.35,0.77,1.23,ב'-ה',227.4,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,4,4D,גמישות,,,110.04,110.04,-1.11,10/10/2018,,,לא מתחייבת לחלק תשלומים,-1.57,5.19,9.59,0.78,,111.8,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,4,4D,גמישות,,,96.18,96.18,0.01,10/10/2018,,,לא מתחייבת לחלק תשלומים,-1.10,,,,ב'-ה',7.0,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,103.50,103.50,-0.57,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.97,,,,,10.7,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,119.91,119.91,-1.59,10/10/2018,,,לא מתחייבת לחלק תשלומים,-2.45,13.64,20.65,1.58,,93.7,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,628.39,628.39,-1.12,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.62,-1.19,5.67,1.48,א'-ה',28.1,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,113.27,111.05,-0.58,10/10/2018,,,לא מתחייבת לחלק תשלומים,-1.02,3.13,5.24,0.58,,47.6,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,330.56,324.08,-0.34,11/10/2018,,,לא מתחייבת לחלק תשלומים,-0.88,-0.43,1.92,0.49,א'-ה',53.9,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,4,4D,גמישות,,,96.37,96.37,-4.97,10/10/2018,,,לא מתחייבת לחלק תשלומים,-12.06,-3.16,,2.21,,5.0,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,194.47,194.47,-0.99,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.18,-2.95,-0.51,1.12,א'-ה',428.8,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,4,4D,גמישות,,,98.34,98.34,-1.52,10/10/2018,,,לא מתחייבת לחלק תשלומים,-4.00,-3.69,-3.40,1.24,,34.2,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,4,4D,גמישות,,,112.53,112.53,-2.96,10/10/2018,,,לא מתחייבת לחלק תשלומים,-4.25,1.55,7.61,1.58,,23.3,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,4,4D,גמישות,,,229.80,229.80,-3.93,10/10/2018,,,לא מתחייבת לחלק תשלומים,-8.89,0.35,3.97,1.85,ב'-ה',96.6,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,4,4D,גמישות,,,107.88,107.88,-1.24,10/10/2018,,,לא מתחייבת לחלק תשלומים,-2.46,-0.96,0.91,1.12,,35.2,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,4,4D,גמישות,,,130.34,130.34,-1.25,10/10/2018,,,לא מתחייבת לחלק תשלומים,-1.02,5.52,13.67,1.66,ב'-ה',201.8,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,4,4D,גמישות,,,100.25,100.25,-1.02,10/10/2018,,,לא מתחייבת לחלק תשלומים,-1.48,,,,,16.0,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,4,4D,גמישות,,,100.28,100.28,-0.60,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.89,,,,,30.0,0.000,1.500,0.030,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,228.82,228.82,-0.69,11/10/2018,,,לא מתחייבת לחלק תשלומים,-1.79,0.55,3.23,0.82,א'-ה',1371.5,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,328.09,328.08,-1.06,11/10/2018,,,לא מתחייבת לחלק תשלומים,-2.57,2.92,8.06,1.01,א'-ה',176.1,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,4,4D,גמישות,,,522.60,522.48,-1.34,10/10/2018,,,לא מתחייבת לחלק תשלומים,-3.54,1.52,,1.15,ב'-ה',15.0,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,4,4D,גמישות,,,105.48,105.48,-1.44,10/10/2018,,,לא מתחייבת לחלק תשלומים,-2.22,5.14,,1.10,,9.3,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,4,4D,גמישות,,,106.59,106.59,-0.90,10/10/2018,,,לא מתחייבת לחלק תשלומים,-1.68,1.88,5.21,0.83,,141.3,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,4,4D,גמישות,,,149.06,149.06,-0.55,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.90,3.49,5.16,0.70,ב'-ה',642.2,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,4,4D,גמישות,,,101.27,101.27,0.21,10/10/2018,,,לא מתחייבת לחלק תשלומים,0.40,0.27,3.16,0.92,ב'-ה',5.9,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,4,4D,גמישות,,,114.09,111.85,-0.41,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.09,4.11,6.20,0.68,,56.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,4,4D,גמישות,,,92.45,92.42,-2.20,10/10/2018,,,לא מתחייבת לחלק תשלומים,-4.60,-7.58,,1.08,,2.9,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,4,4D,גמישות,,,57.30,57.30,-3.94,10/10/2018,,,לא מתחייבת לחלק תשלומים,-5.30,22.51,36.04,1.85,ב'-ה',1024.6,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,4,5D,גמישות,,,294.58,294.58,-0.45,10/10/2018,,,לא מתחייבת לחלק תשלומים,0.75,2.87,,1.56,ב'-ה',29.3,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,4,5D,גמישות,,,104.68,104.68,-0.41,10/10/2018,,,לא מתחייבת לחלק תשלומים,-0.70,3.62,,0.96,,4.4,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,4,5D,גמישות,,,1434.85,1434.85,-1.11,10/10/2018,,,לא מתחייבת לחלק תשלומים,-1.99,-0.28,0.57,1.02,ב'-ה',20.6,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,4,5E,גמישות,,,93.58,93.58,-3.81,10/10/2018,,,לא מתחייבת לחלק תשלומים,-7.81,-5.96,-3.04,1.77,,15.5,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,107.78,107.78,-1.04,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.28,5.22,11.78,1.77,א'-ה',42.5,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,109.51,109.51,-1.03,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.10,5.67,,1.74,,2.7,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,159.08,159.08,-1.04,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.28,5.18,11.72,1.77,א'-ה',178.8,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,123.26,123.26,-1.20,11/10/2018,,,לא מתחייבת לחלק תשלומים,-4.17,12.70,21.59,1.94,א'-ה',379.3,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,355.81,355.81,-1.04,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.28,5.05,11.52,1.77,א'-ה',89.8,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,148.38,148.38,-0.82,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.18,3.70,7.04,1.76,א'-ה',31.9,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,721.60,721.60,-1.11,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.18,8.80,11.27,1.74,א'-ה',99.7,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,745.08,745.08,-1.61,11/10/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-3.91,-0.33,5.01,2.00,א'-ה',16.2,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,118.71,118.71,-1.95,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.70,4.31,11.81,1.84,א'-ה',16.0,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,111.71,111.71,-1.04,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.27,5.26,11.78,1.77,,18.3,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,98.02,98.02,-1.04,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.29,5.14,11.68,1.77,א'-ה',103.9,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,199.78,199.78,-2.67,11/10/2018,,,לא מתחייבת לחלק תשלומים,-6.38,8.56,18.26,3.25,א'-ה',23.4,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,129.35,129.35,-1.11,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.22,6.13,13.03,1.64,א'-ה',70.0,0.000,0.250,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,158.45,158.45,-1.05,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.34,5.14,10.97,1.69,א'-ה',380.8,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,111.51,111.51,-1.05,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.34,5.16,11.00,1.69,א'-ה',60.3,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,151.02,151.02,-1.05,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.33,5.06,10.99,1.68,א'-ה',67.7,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,134.38,134.38,-1.22,11/10/2018,,,לא מתחייבת לחלק תשלומים,-4.02,4.04,10.71,1.63,א'-ה',152.9,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,134.09,134.09,-1.11,11/10/2018,,,לא מתחייבת לחלק תשלומים,-4.02,-0.20,4.63,1.56,א'-ה',335.0,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,148.76,148.76,-1.06,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.35,4.98,10.73,1.68,א'-ה',98.9,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3795.51,3795.51,-1.34,11/10/2018,,,לא מתחייבת לחלק תשלומים,-2.35,6.41,10.99,1.47,א'-ה',12.5,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,102.25,102.25,-0.81,11/10/2018,,,לא מתחייבת לחלק תשלומים,-4.01,-1.80,3.25,1.44,,16.0,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,151.08,151.08,-0.86,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.23,1.53,8.90,1.44,א'-ה',11.9,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,120.86,120.86,-0.63,11/10/2018,,,לא מתחייבת לחלק תשלומים,-2.87,1.12,6.69,1.51,א'-ה',24.0,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,300.60,300.60,-1.16,11/10/2018,,,לא מתחייבת לחלק תשלומים,-2.56,5.20,10.17,1.19,א'-ה',110.3,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,116.23,116.23,-1.06,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.22,1.77,3.52,1.39,א'-ה',40.4,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,171.59,171.59,-1.14,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.91,4.10,10.33,1.58,א'-ה',32.6,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,91.81,91.81,-0.97,11/10/2018,,,לא מתחייבת לחלק תשלומים,-2.53,,,,א'-ה',4.4,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,171.93,171.93,-0.97,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.51,-0.40,2.50,1.74,א'-ה',10.7,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,103.31,103.31,-0.91,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.17,0.24,,1.61,,9.7,0.000,0.750,0.020,לא נגבית עמלת הפצה,הראל קרנות מדד בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,110.60,110.60,-1.05,11/10/2018,,,לא מתחייבת לחלק תשלומים,-3.32,5.31,11.17,1.69,א'-ה',49.9,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל קרנות מדד בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
