תוצאות חיפוש קרנות נאמנות (סה"כ 1413 קרנות)
 26/04/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,4,4D,גמישות,,,101.00,101.00,-0.21,25/04/2018,,,לא מתחייבת לחלק תשלומים,1.67,0.27,7.22,1.30,ב'-ה',,,,,,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,134.46,134.46,0.01,26/04/2018,,,לא מתחייבת לחלק תשלומים,-0.26,-1.36,0.31,1.25,א'-ה',,,,,,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,4,4D,גמישות,,,105.97,105.95,-0.15,25/04/2018,,,לא מתחייבת לחלק תשלומים,0.55,-1.93,1.01,1.30,,,,,,,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,4,4D,גמישות,,,102.83,102.83,-0.90,25/04/2018,,,לא מתחייבת לחלק תשלומים,-0.88,-6.48,-1.89,1.31,,,,,,,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,4,4D,גמישות,,,111.19,111.19,-0.12,25/04/2018,,,לא מתחייבת לחלק תשלומים,1.47,3.37,11.80,0.73,,,,,,,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,4,4D,גמישות,,,97.09,97.09,-0.44,25/04/2018,,,לא מתחייבת לחלק תשלומים,1.04,-2.91,,,,,,,,,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4364.02,4364.02,0.33,26/04/2018,,,לא מתחייבת לחלק תשלומים,0.72,-1.37,4.34,0.99,א'-ה',,,,,,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,648.16,648.16,-0.67,25/04/2018,,,לא מתחייבת לחלק תשלומים,-0.36,-3.05,1.21,1.46,ב'-ה',,,,,,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,4,4D,גמישות,,,106.51,106.51,0.24,25/04/2018,,,לא מתחייבת לחלק תשלומים,0.93,1.82,,1.13,,,,,,,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.78,94.78,0.06,26/04/2018,,,לא מתחייבת לחלק תשלומים,0.08,-5.14,3.30,1.51,א'-ה',,,,,,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,106.72,106.72,0.08,25/04/2018,,,לא מתחייבת לחלק תשלומים,1.04,1.14,2.54,2.03,,,,,,,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
