תוצאות חיפוש קרנות נאמנות (סה"כ 1437 קרנות)
 17/07/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.21,100.21,-0.09,16/07/2018,,,לא מתחייבת לחלק תשלומים,-0.36,-0.52,4.86,1.48,ב'-ה',36.1,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,130.93,130.93,-0.21,17/07/2018,,,לא מתחייבת לחלק תשלומים,-0.27,-3.95,-7.58,1.29,א'-ה',38.8,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,103.26,103.25,-0.41,16/07/2018,,,לא מתחייבת לחלק תשלומים,0.72,-4.43,-2.59,1.39,,16.7,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,100.56,100.56,-0.33,16/07/2018,,,לא מתחייבת לחלק תשלומים,-0.80,-8.55,-5.54,1.60,,19.5,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,110.30,110.30,-0.24,16/07/2018,,,לא מתחייבת לחלק תשלומים,0.02,2.55,9.92,0.72,,1518.8,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלמ תלתן 4D גמישה,פטורה,05124797,,4D,גמישות,,,113.27,113.27,-0.26,16/07/2018,,,לא מתחייבת לחלק תשלומים,1.65,11.07,13.27,1.67,,28.5,0.000,1.200,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,97.47,97.47,0.07,16/07/2018,,,לא מתחייבת לחלק תשלומים,1.66,-2.53,,,,0.7,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4380.39,4380.39,-0.34,17/07/2018,,,לא מתחייבת לחלק תשלומים,0.70,-1.01,2.55,1.22,א'-ה',244.1,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,648.88,648.88,0.11,16/07/2018,,,לא מתחייבת לחלק תשלומים,0.57,-2.94,0.47,1.64,ב'-ה',223.6,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,109.32,109.32,-0.31,16/07/2018,,,לא מתחייבת לחלק תשלומים,0.51,4.50,,1.23,,83.9,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,95.10,95.10,-0.22,17/07/2018,,,לא מתחייבת לחלק תשלומים,0.50,-4.82,-1.29,1.53,א'-ה',7.2,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,100.90,100.90,-0.13,16/07/2018,,,לא מתחייבת לחלק תשלומים,-0.75,,,,,8.3,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
