תוצאות חיפוש קרנות נאמנות (סה"כ 2061 קרנות)
 15/01/2019 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,216.61,216.61,-1.09,14/01/2019,,,לא מתחייבת לחלק תשלומים,3.37,3.37,-5.41,3.04,ב'-ה',61.0,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,104.09,104.08,-0.18,14/01/2019,,,לא מתחייבת לחלק תשלומים,0.97,0.97,-4.45,1.58,,24.7,0.000,1.590,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,123.02,123.02,0.80,14/01/2019,,,לא מתחייבת לחלק תשלומים,5.35,5.35,-0.40,2.76,ב'-ה',173.2,0.000,1.400,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,98.75,98.75,0.07,14/01/2019,,,לא מתחייבת לחלק תשלומים,4.00,4.00,,1.24,,14.7,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,98.95,98.95,-0.40,14/01/2019,,,לא מתחייבת לחלק תשלומים,0.30,0.30,,0.64,,32.8,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,220.10,220.10,0.32,15/01/2019,,,לא מתחייבת לחלק תשלומים,0.57,0.57,-3.28,1.05,א'-ה',1149.0,0.000,1.880,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,312.20,312.19,0.37,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.70,1.70,-2.07,1.54,א'-ה',159.1,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,500.37,500.25,-0.58,14/01/2019,,,לא מתחייבת לחלק תשלומים,2.26,2.26,-2.80,2.06,ב'-ה',14.2,0.000,1.500,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,101.22,101.22,-0.26,14/01/2019,,,לא מתחייבת לחלק תשלומים,1.03,1.03,0.90,1.71,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא תיק השקעות גמיש,פטורה,05125679,,4D,גמישות,,,91.81,91.81,,14/01/2019,,,לא מתחייבת לחלק תשלומים,,,,,ב'-ה',3.5,0.000,0.690,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,98.60,98.60,-1.05,14/01/2019,,,לא מתחייבת לחלק תשלומים,-0.48,-0.48,-5.75,1.42,,109.1,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,145.47,145.47,-0.34,14/01/2019,,,לא מתחייבת לחלק תשלומים,0.31,0.31,1.00,0.86,ב'-ה',584.1,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,97.02,97.02,-0.46,14/01/2019,,,לא מתחייבת לחלק תשלומים,2.30,2.30,-3.94,1.35,ב'-ה',4.7,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,109.35,107.21,-0.68,14/01/2019,,,לא מתחייבת לחלק תשלומים,0.95,0.95,-0.20,1.11,,53.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,85.89,85.87,-0.69,14/01/2019,,,לא מתחייבת לחלק תשלומים,2.30,2.30,-14.13,1.92,,3.4,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,52.54,52.54,-0.77,14/01/2019,,,לא מתחייבת לחלק תשלומים,-1.79,-1.79,12.34,2.90,ב'-ה',740.7,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן גמישה,פטורה,05128426,,4D,גמישות,,,103.97,103.97,-0.41,14/01/2019,,,לא מתחייבת לחלק תשלומים,4.00,4.00,,,,0.0,,1.690,0.040,0.35%,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,256.95,256.95,-0.83,14/01/2019,,,לא מתחייבת לחלק תשלומים,0.93,0.93,-10.27,1.93,ב'-ה',24.4,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,96.59,96.59,-0.47,14/01/2019,,,לא מתחייבת לחלק תשלומים,4.02,4.02,-4.39,2.09,,3.1,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1344.17,1344.17,-0.50,14/01/2019,,,לא מתחייבת לחלק תשלומים,0.45,0.45,-6.58,1.59,ב'-ה',17.5,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,90.78,90.76,-1.88,14/01/2019,,,לא מתחייבת לחלק תשלומים,1.75,1.75,-8.02,2.94,,12.8,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,143.79,143.79,0.57,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.89,1.89,0.49,2.12,א'-ה',25.4,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,689.87,689.87,0.67,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.59,1.59,4.01,2.17,א'-ה',91.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,698.06,698.06,0.54,15/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.82,1.82,-6.62,2.61,א'-ה',14.4,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,109.52,109.52,0.38,15/01/2019,,,לא מתחייבת לחלק תשלומים,2.41,2.41,-3.77,2.48,א'-ה',16.0,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,176.41,176.06,1.49,15/01/2019,,,לא מתחייבת לחלק תשלומים,2.82,2.82,-4.33,4.25,א'-ה',21.8,0.200,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי מניות ישראל,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3633.69,3633.69,0.37,15/01/2019,,,לא מתחייבת לחלק תשלומים,0.04,0.04,1.87,1.93,א'-ה',13.9,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,129.54,129.54,0.80,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.91,1.91,,,א'-ה',18.2,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,6,4B,מניות בארץ,מדד מניות,ת"א 125,143.23,143.23,-0.13,13/01/2019,,,לא מתחייבת לחלק תשלומים,2.05,2.05,-3.75,1.81,א'-ה',10.3,0.000,1.350,0.055,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,115.74,115.74,0.38,15/01/2019,,,לא מתחייבת לחלק תשלומים,2.24,2.24,-3.16,1.90,א'-ה',21.7,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,288.64,288.64,0.47,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.32,1.32,1.02,1.75,א'-ה',117.6,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,109.86,109.86,0.70,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.34,1.34,-3.81,1.93,א'-ה',35.1,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,165.04,165.04,0.65,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.08,1.08,0.13,1.97,א'-ה',26.0,0.000,1.380,0.055,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,85.71,85.71,0.59,15/01/2019,,,לא מתחייבת לחלק תשלומים,3.09,3.09,,,א'-ה',4.2,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,165.27,165.27,0.58,15/01/2019,,,לא מתחייבת לחלק תשלומים,2.96,2.96,-4.26,2.03,א'-ה',8.3,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,655.21,655.21,0.44,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.91,1.91,3.12,1.91,א'-ה',23.5,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,275.08,275.08,0.67,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.14,1.14,-0.85,1.97,א'-ה',25.4,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3151.41,3151.41,0.60,15/01/2019,,,לא מתחייבת לחלק תשלומים,0.95,0.95,-2.40,1.90,א'-ה',48.7,0.000,2.420,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
י.ל מניות ערך,פטורה,05128368,,4B,מניות בארץ,מדד מניות,ת"א 125,99.99,99.99,0.63,15/01/2019,,,לא מתחייבת לחלק תשלומים,-0.16,-0.16,,,,0.0,,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,236.04,236.04,0.67,15/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.48,1.48,-2.62,2.00,א'-ה',41.4,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,228.31,228.31,0.49,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.44,1.44,-2.08,1.56,א'-ה',189.4,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,340.59,340.58,0.50,15/01/2019,,,לא מתחייבת לחלק תשלומים,0.92,0.92,1.02,1.83,א'-ה',194.1,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,97.44,97.44,0.67,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.32,1.32,0.32,1.98,א'-ה',50.6,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,112.82,112.82,0.47,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.58,1.58,3.49,2.18,,76.4,0.000,1.250,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4C תא LARGE CAP 125,פטורה,05106968,,4C,מניות בארץ,מדד מניות,ת"א 125,105.25,105.25,-0.89,14/01/2019,,,לא מתחייבת לחלק תשלומים,0.89,0.89,-3.82,2.11,ב'-ה',16.2,0.000,1.990,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"א 125 מנוהלת,פטורה,05110788,,4A,מניות בארץ,מדד מניות,ת"א 125,1510.71,1510.71,0.58,15/01/2019,,,לא מתחייבת לחלק תשלומים,0.91,0.91,0.56,1.80,א'-ה',195.2,0.000,2.560,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A תיק מניות ממוקד,פטורה,05110754,,4A,מניות בארץ,מדד מניות,ת"א 125,1885.87,1885.87,0.52,15/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.64,1.64,2.29,1.89,א'-ה',78.0,0.000,1.480,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות מחקר פנימי,פטורה,05115860,,4B,מניות בארץ,מדד מניות,ת"א 125,100.94,100.94,0.65,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.18,1.18,-1.14,1.92,א'-ה',68.6,0.000,1.780,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4A שווה ת"א 125,פטורה,05115662,,4A,מניות בארץ,מדד מניות,ת"א 125,117.87,117.87,0.61,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.17,1.17,-3.42,2.00,א'-ה',19.3,0.000,0.750,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B מניות ישראל,פטורה,05124219,,4B,מניות בארץ,מדד מניות,ת"א 125,321.64,321.64,0.59,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.15,1.15,-0.21,2.06,א'-ה',14.2,0.000,1.080,0.050,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
הראל 4C מניות MID CAP,פטורה,05111299,,4C,מניות בארץ,מדד מניות,ת"א 90,2951.82,2951.82,-0.87,14/01/2019,,,לא מתחייבת לחלק תשלומים,1.23,1.23,,2.17,ב'-ה',24.5,0.000,2.340,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4A מניות MID CAP,פטורה,05103296,,4A,מניות בארץ,מדד מניות,ת"א 90,389.49,389.49,0.69,15/01/2019,,,לא מתחייבת לחלק תשלומים,0.78,0.78,-0.14,1.86,א'-ה',155.5,0.000,1.690,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
פסגות 4A ת"א 90 ויתר,פטורה,05110713,,4A,מניות בארץ,מדד מניות,ת"א 90,2606.76,2606.76,0.62,15/01/2019,,,לא מתחייבת לחלק תשלומים,1.49,1.49,-4.06,1.85,א'-ה',202.0,0.000,2.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A יתר,פטורה,05100144,,4A,מניות בארץ,מדד מניות,יתר,738.44,738.44,0.47,15/01/2019,,,לא מתחייבת לחלק תשלומים,4.27,4.27,-9.54,2.00,א'-ה',118.6,0.000,2.710,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלטשולר 40 יתר,פטורה,05105903,,40,מניות בארץ,מדד מניות,יתר,339.20,339.20,0.77,15/01/2019,,,לא מתחייבת לחלק תשלומים,5.74,5.74,-8.94,2.14,א'-ה',326.4,0.000,2.500,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
ילין 4B יתר קרן נאמנות,פטורה,05108873,,4B,מניות בארץ,מדד מניות,יתר,345.62,345.62,0.29,15/01/2019,,,לא מתחייבת לחלק תשלומים,2.59,2.59,-11.95,1.81,א'-ה',264.0,0.000,2.460,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4B יתר,פטורה,05126487,,4B,מניות בארץ,מדד מניות,יתר,552.36,552.34,0.42,14/01/2019,,,לא מתחייבת לחלק תשלומים,4.02,4.02,-18.39,1.75,ב'-ה',6.2,0.000,1.900,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4B יתר,פטורה,05124326,,4B,מניות בארץ,מדד מניות,יתר,116.25,116.25,0.40,15/01/2019,,,לא מתחייבת לחלק תשלומים,3.30,3.30,-4.75,1.50,,13.7,0.000,1.900,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,חברה לנאמנות של בנק אגוד בע"מ
פסגות 4A יתר,פטורה,05110820,,4A,מניות בארץ,מדד מניות,יתר,1154.90,1154.90,0.55,15/01/2019,,,לא מתחייבת לחלק תשלומים,3.67,3.67,-8.81,1.90,א'-ה',121.1,0.000,2.920,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות והזדמנו אג,פטורה,05123716,,4B,מניות בארץ,מדד מניות,יתר,101.45,101.45,0.26,14/01/2019,,,לא מתחייבת לחלק תשלומים,2.63,2.63,-11.30,1.53,ב'-ה',7.6,0.000,1.850,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B יתר,פטורה,05112115,,4B,מניות בארץ,מדד מניות,יתר,209.20,209.20,0.05,14/01/2019,,,לא מתחייבת לחלק תשלומים,1.92,1.92,-11.35,1.90,ב'-ה',6.0,0.000,2.620,0.050,0.35%,קסם קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אלטשולר 4B נדל"ן,פטורה,05103700,,4B,מניות בארץ,מניות לפי ענפים,נדל"ן,484.41,484.41,0.31,15/01/2019,,,לא מתחייבת לחלק תשלומים,2.10,2.10,-5.46,1.57,א'-ה',254.1,0.000,1.240,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
