תוצאות חיפוש קרנות נאמנות (סה"כ 1429 קרנות)
 10/06/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,106.17,106.17,0.01,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.10,2.45,,,,1.5,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,153.46,153.46,0.01,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.35,1.46,7.86,1.91,א'-ה',170.9,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,114.13,114.13,-0.36,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.69,4.35,18.33,2.10,א'-ה',80.4,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,343.43,343.43,0.01,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.34,1.40,7.66,1.90,א'-ה',109.8,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,142.05,142.05,-0.32,10/06/2018,,,לא מתחייבת לחלק תשלומים,0.98,-0.73,3.61,1.97,א'-ה',34.5,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,,4A,מניות בארץ,מדד מניות,ת"א 35,102.78,102.78,-0.35,10/06/2018,,,לא מתחייבת לחלק תשלומים,0.59,0.12,,,,0.2,0.000,0.550,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,683.03,683.03,0.04,10/06/2018,,,לא מתחייבת לחלק תשלומים,2.01,2.98,9.30,1.88,א'-ה',94.4,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,743.68,743.68,-0.18,10/06/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.59,-0.52,3.40,2.11,א'-ה',14.9,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4A מניות ת"א 35,פטורה,05126461,,4A,מניות בארץ,מדד מניות,ת"א 35,294.84,294.84,0.47,10/06/2018,,,לא מתחייבת לחלק תשלומים,0.83,3.23,6.28,1.57,א'-ה',10.5,0.000,2.000,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,114.17,114.17,0.01,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.10,0.32,8.48,2.05,א'-ה',15.1,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,107.69,107.69,0.02,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.35,1.47,7.88,1.90,,6.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,94.58,94.58,0.02,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.35,1.45,7.87,1.90,א'-ה',97.6,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,186.40,186.40,-0.14,10/06/2018,,,לא מתחייבת לחלק תשלומים,2.18,1.29,9.94,3.60,א'-ה',23.4,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,124.86,124.86,-0.19,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.34,2.45,10.73,1.78,א'-ה',30.2,0.000,0.250,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,153.19,153.19,-0.06,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.63,1.65,6.97,1.85,א'-ה',396.0,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,107.79,107.79,-0.06,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.63,1.65,6.99,1.85,א'-ה',28.5,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,146.17,146.17,-0.03,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.65,1.69,7.00,1.83,א'-ה',67.2,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,131.22,131.22,-0.25,10/06/2018,,,לא מתחייבת לחלק תשלומים,2.12,1.59,-0.44,2.11,א'-ה',159.9,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,132.75,132.75,-0.20,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.44,-1.20,-1.24,2.03,א'-ה',450.8,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,143.88,143.88,-0.06,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.62,1.54,6.71,1.84,א'-ה',91.8,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3528.90,3528.90,-0.70,10/06/2018,,,לא מתחייבת לחלק תשלומים,0.98,-1.07,4.01,1.60,א'-ה',11.1,0.000,1.550,0.070,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,102.49,102.49,-0.19,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.28,-1.57,3.45,1.87,,21.2,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,149.53,149.53,-0.57,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.70,0.48,3.86,2.05,א'-ה',11.3,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,117.21,117.21,-0.15,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.14,-1.93,0.09,1.73,א'-ה',23.3,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,290.82,290.82,-0.48,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.09,1.78,6.10,1.39,א'-ה',76.9,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,114.05,114.05,-0.24,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.05,-0.14,-1.15,1.53,א'-ה',38.7,0.000,2.130,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,166.85,166.85,0.05,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.95,1.23,8.42,1.92,א'-ה',21.8,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,169.82,169.82,-0.42,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.57,-1.62,-0.99,1.97,א'-ה',11.1,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,100.99,100.99,-0.24,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.29,-2.01,,1.84,,17.1,0.000,0.750,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,106.77,106.77,-0.07,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.58,1.67,6.88,1.84,א'-ה',19.9,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,651.48,651.48,-0.38,10/06/2018,,,לא מתחייבת לחלק תשלומים,0.69,2.54,3.14,1.76,א'-ה',29.5,0.000,1.970,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,285.50,285.50,-0.46,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.21,2.91,6.67,1.43,א'-ה',28.4,0.000,2.960,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3234.46,3234.46,-0.22,10/06/2018,,,לא מתחייבת לחלק תשלומים,0.99,0.17,5.78,1.79,א'-ה',52.4,0.000,2.420,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,234.40,234.40,-0.57,10/06/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.79,-3.29,-3.55,1.90,א'-ה',83.7,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,233.04,233.04,-0.15,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.16,-0.05,2.15,1.40,א'-ה',224.7,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,343.74,343.73,-0.26,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.16,1.95,7.73,1.45,א'-ה',187.7,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,97.90,97.90,-0.10,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.31,0.79,5.76,1.74,א'-ה',53.3,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,115.02,115.02,0.03,10/06/2018,,,לא מתחייבת לחלק תשלומים,1.24,5.50,,1.43,,2.5,0.000,0.790,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
