תוצאות חיפוש קרנות נאמנות (סה"כ 2052 קרנות)
 07/02/2019 ***

Name ,Tax  Status*,Security Number,Code ,ExposureProfile ,Classification Major,Classification Main,Classification Secondary,Purchase Price,Redemption Price,Change from previous day (%),Last update of fund's prices and yields,FundDepositsTBills FundEstimatedYield,FundDepositsTBills FundEstimatedYieldDate****,Dividend Policy,Yield MTD (%),Yield YTD (%),12 Month Yield (%),Standard Deviation,Days Offer,Asset Value,Sales Load (%),Management fee (%),Trustee fee (%),Distribution Commission,Manager,Trustee
אושן 4D גמישה,פטורה,05119995,4,4D,גמישות,,,92.56,92.56,-0.32,06/02/2019,,,לא מתחייבת לחלק תשלומים,0.42,6.98,-11.31,2.42,ב'-ה',18.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4D גמישה,פטורה,05124797,4,4D,גמישות,,,106.02,106.02,-0.30,06/02/2019,,,לא מתחייבת לחלק תשלומים,-0.67,12.80,2.33,2.85,,37.8,0.000,1.260,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,4,4D,גמישות,,,109.69,109.69,0.14,06/02/2019,,,לא מתחייבת לחלק תשלומים,1.18,10.02,0.47,2.12,,1025.2,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא טק גמישה,פטורה,05128293,4,4D,גמישות,,,101.98,101.98,-0.26,06/02/2019,,,לא מתחייבת לחלק תשלומים,0.65,5.19,,,,0.4,,0.500,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4475.60,4475.60,-0.65,07/02/2019,,,לא מתחייבת לחלק תשלומים,0.33,5.05,-0.69,1.84,א'-ה',208.8,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,652.04,652.04,-0.21,06/02/2019,,,לא מתחייבת לחלק תשלומים,1.06,6.39,-4.86,1.93,ב'-ה',196.4,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,4,4D,גמישות,,,109.61,109.61,0.01,06/02/2019,,,לא מתחייבת לחלק תשלומים,0.08,2.46,2.13,1.06,,173.0,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,102.36,102.36,-0.11,06/02/2019,,,לא מתחייבת לחלק תשלומים,1.92,10.31,,1.57,,8.6,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,117.75,117.75,0.19,06/02/2019,,,לא מתחייבת לחלק תשלומים,0.38,6.34,6.80,2.22,,118.0,0.000,1.640,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,632.00,632.00,-0.63,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.44,2.07,-3.31,1.47,א'-ה',24.9,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
