תוצאות חיפוש קרנות נאמנות (סה"כ 1434 קרנות)
 03/07/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,2,4D,גמישות,,,100.14,100.14,-0.43,02/07/2018,,,לא מתחייבת לחלק תשלומים,-0.43,-0.59,4.78,1.48,ב'-ה',36.4,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,130.56,130.56,-0.06,03/07/2018,,,לא מתחייבת לחלק תשלומים,-0.55,-4.23,-7.84,1.29,א'-ה',39.9,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,2,4D,גמישות,,,102.44,102.43,-0.08,02/07/2018,,,לא מתחייבת לחלק תשלומים,-0.08,-5.19,-3.36,1.39,,20.7,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,2,4D,גמישות,,,101.44,101.44,0.07,02/07/2018,,,לא מתחייבת לחלק תשלומים,0.07,-7.75,-4.72,1.60,,26.2,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,2,4D,גמישות,,,109.85,109.85,-0.39,02/07/2018,,,לא מתחייבת לחלק תשלומים,-0.39,2.13,9.47,0.72,,1301.6,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,2,4D,גמישות,,,95.73,95.73,-0.16,02/07/2018,,,לא מתחייבת לחלק תשלומים,-0.16,-4.27,,,,1.4,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4355.76,4355.76,0.26,03/07/2018,,,לא מתחייבת לחלק תשלומים,0.13,-1.56,1.97,1.22,א'-ה',256.0,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,2,4D,גמישות,,,643.97,643.97,-0.19,02/07/2018,,,לא מתחייבת לחלק תשלומים,-0.19,-3.68,-0.29,1.64,ב'-ה',232.6,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,2,4D,גמישות,,,109.19,109.19,0.40,02/07/2018,,,לא מתחייבת לחלק תשלומים,0.40,4.38,,1.23,,68.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.70,94.70,0.12,03/07/2018,,,לא מתחייבת לחלק תשלומים,0.07,-5.22,-1.70,1.53,א'-ה',5.1,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,101.53,101.53,-0.13,02/07/2018,,,לא מתחייבת לחלק תשלומים,-0.13,,,,,6.0,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,2,4D,גמישות,,,120.70,120.70,1.11,02/07/2018,,,לא מתחייבת לחלק תשלומים,1.11,14.39,16.67,2.36,,13.9,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,612.37,612.37,0.18,03/07/2018,,,לא מתחייבת לחלק תשלומים,-0.41,-3.71,3.71,1.79,א'-ה',30.2,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
