תוצאות חיפוש קרנות נאמנות (סה"כ 1416 קרנות)
 03/05/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,4,4D,גמישות,,,100.18,100.18,0.04,02/05/2018,,,לא מתחייבת לחלק תשלומים,-0.07,-0.55,3.03,1.47,ב'-ה',39.9,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,133.34,133.34,0.15,03/05/2018,,,לא מתחייבת לחלק תשלומים,-0.05,-2.19,-4.06,1.35,א'-ה',40.8,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,4,4D,גמישות,,,105.48,105.46,-0.07,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.03,-2.39,-1.04,1.37,,31.4,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,4,4D,גמישות,,,103.23,103.23,0.29,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.25,-6.12,-3.24,1.45,,45.4,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,4,4D,גמישות,,,111.13,111.13,0.35,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.35,3.32,11.14,0.78,,791.3,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,4,4D,גמישות,,,97.48,97.48,0.28,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.28,-2.52,,,,3.0,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4353.34,4353.34,0.04,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.36,-1.62,2.20,1.15,א'-ה',275.6,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,649.10,649.10,0.27,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.39,-2.91,-1.07,1.63,ב'-ה',236.1,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,4,4D,גמישות,,,106.76,106.76,-0.13,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.37,2.06,,1.18,,39.3,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.45,94.45,-0.07,03/05/2018,,,לא מתחייבת לחלק תשלומים,-0.05,-5.47,-0.95,1.61,א'-ה',3.8,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,109.04,109.04,0.26,02/05/2018,,,לא מתחייבת לחלק תשלומים,1.46,3.34,3.00,2.12,,5.7,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,607.33,607.33,-0.43,03/05/2018,,,לא מתחייבת לחלק תשלומים,-0.36,-4.50,2.44,1.87,א'-ה',34.5,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,110.36,108.20,0.16,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.35,0.48,4.19,0.64,,44.8,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,327.95,321.52,0.01,03/05/2018,,,לא מתחייבת לחלק תשלומים,-0.03,-1.22,1.78,0.59,א'-ה',65.2,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,4,4D,גמישות,,,100.91,100.91,-0.38,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.66,1.41,,,,0.9,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,196.08,196.08,-0.18,03/05/2018,,,לא מתחייבת לחלק תשלומים,-0.24,-2.15,1.04,1.21,א'-ה',526.0,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,4,4D,גמישות,,,100.12,100.12,0.11,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.31,-1.95,,1.39,,38.7,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,4,4D,גמישות,,,109.58,109.58,-0.33,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.39,-1.11,9.06,2.26,,15.1,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,4,4D,גמישות,,,229.27,229.27,-0.53,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.52,0.12,14.37,2.51,ב'-ה',78.5,0.000,2.850,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,4,4D,גמישות,,,107.14,107.14,0.10,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.10,-1.64,1.64,1.14,,60.8,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,4,4D,גמישות,,,129.59,127.67,-0.65,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.54,3.36,14.57,1.71,ב'-ה',95.0,1.500,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,222.95,222.95,0.00,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.19,-2.03,2.43,0.95,א'-ה',1793.0,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,316.85,316.84,-0.07,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.06,-0.61,6.43,1.07,א'-ה',142.8,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,4,4D,גמישות,,,510.76,510.69,-0.18,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.05,-0.78,,,ב'-ה',12.8,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,4,4D,גמישות,,,100.67,100.67,0.26,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.42,0.35,,,,5.9,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4D גמישה,פטורה,05124060,4,4D,גמישות,,,100.21,100.21,0.28,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.05,-2.78,1.07,1.30,,2.5,0.000,1.250,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורטה 4D השקעות,פטורה,05124995,4,4D,גמישות,,,104.44,104.44,0.09,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.16,-0.17,,0.87,,122.8,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,4,4D,גמישות,,,143.61,143.61,-0.14,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.01,-0.29,3.24,0.82,ב'-ה',685.5,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,4,4D,גמישות,,,98.70,98.70,-0.06,02/05/2018,,,לא מתחייבת לחלק תשלומים,-0.16,-2.28,5.98,1.47,ב'-ה',10.4,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,4,4D,גמישות,,,108.85,106.72,0.11,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.04,-0.66,1.31,0.77,,54.1,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,4,4D,גמישות,,,94.59,94.55,-0.14,02/05/2018,,,לא מתחייבת לחלק תשלומים,-0.04,-5.45,,,,2.5,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,4,4D,גמישות,,,54.66,54.66,0.16,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.79,16.87,30.55,2.35,ב'-ה',207.0,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תלתן 4D גמישה,פטורה,05124797,4,4D,גמישות,,,106.53,106.53,0.41,02/05/2018,,,לא מתחייבת לחלק תשלומים,1.15,4.46,,1.49,,6.3,0.000,1.200,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,4,5D,גמישות,,,278.66,278.66,0.54,02/05/2018,,,לא מתחייבת לחלק תשלומים,1.08,-2.69,,,ב'-ה',29.8,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,4,5D,גמישות,,,100.28,100.28,0.13,02/05/2018,,,לא מתחייבת לחלק תשלומים,-0.13,-0.73,,,,7.0,0.000,1.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,4,5D,גמישות,,,1400.31,1400.31,0.09,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.30,-2.68,-0.69,1.14,ב'-ה',20.0,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,4,5E,גמישות,,,102.44,102.44,-0.29,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.73,2.48,6.48,2.12,,14.5,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,99.65,99.65,-0.50,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.25,-2.71,4.96,1.88,א'-ה',15.9,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,102.49,102.49,-0.30,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.52,-1.10,,,,1.2,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,147.12,147.12,-0.49,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.25,-2.73,4.91,1.88,א'-ה',171.6,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,109.79,109.79,-1.20,03/05/2018,,,לא מתחייבת לחלק תשלומים,-0.95,0.38,18.47,2.06,א'-ה',68.7,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,329.32,329.32,-0.49,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.25,-2.77,4.73,1.87,א'-ה',107.0,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,136.86,136.86,-0.13,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.46,-4.35,2.38,1.97,א'-ה',35.9,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,,4A,מניות בארץ,מדד מניות,ת"א 35,100.54,100.54,-0.13,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.57,-2.07,,,,0.2,0.000,0.550,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,645.09,645.09,-0.55,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.02,-2.74,5.46,1.83,א'-ה',93.6,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,709.32,709.32,-0.35,03/05/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.49,-5.11,-0.23,2.10,א'-ה',15.8,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4A מניות ת"א 35,פטורה,05126461,,4A,מניות בארץ,מדד מניות,ת"א 35,284.87,284.87,0.24,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.96,-0.26,2.73,1.55,א'-ה',10.0,0.000,2.000,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,109.66,109.66,-0.65,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.27,-3.65,6.44,2.04,א'-ה',14.4,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,103.23,103.23,-0.50,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.23,-2.73,4.89,1.88,,6.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
