תוצאות חיפוש קרנות נאמנות (סה"כ 1431 קרנות)
 25/06/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.38,100.38,-0.70,21/06/2018,,,לא מתחייבת לחלק תשלומים,0.89,-0.35,2.32,1.48,ב'-ה',36.4,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,132.11,132.11,-0.55,25/06/2018,,,לא מתחייבת לחלק תשלומים,-0.77,-3.09,-6.15,1.33,א'-ה',39.9,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,103.76,103.75,-0.88,21/06/2018,,,לא מתחייבת לחלק תשלומים,0.20,-3.97,-3.99,1.38,,20.7,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,105.03,105.03,-0.39,21/06/2018,,,לא מתחייבת לחלק תשלומים,0.94,-4.48,-3.44,1.49,,26.2,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,111.15,111.15,-0.49,21/06/2018,,,לא מתחייבת לחלק תשלומים,-0.40,3.34,8.56,0.75,,1301.6,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,97.93,97.93,-0.79,21/06/2018,,,לא מתחייבת לחלק תשלומים,0.74,-2.07,,,,1.4,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4384.15,4384.15,-0.69,25/06/2018,,,לא מתחייבת לחלק תשלומים,-0.30,-0.92,0.33,1.17,א'-ה',256.0,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,653.74,653.74,-0.57,21/06/2018,,,לא מתחייבת לחלק תשלומים,-0.32,-2.22,-2.52,1.62,ב'-ה',232.6,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,109.78,109.78,-0.74,21/06/2018,,,לא מתחייבת לחלק תשלומים,1.94,4.94,,1.18,,68.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.76,94.76,-0.22,25/06/2018,,,לא מתחייבת לחלק תשלומים,0.17,-5.16,-4.32,1.58,א'-ה',5.1,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
