תוצאות חיפוש קרנות נאמנות (סה"כ 2053 קרנות)
 24/12/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
קסם.DJ30,פטורה,01146448,2,,,,,8545.77,8520.13,,20/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,,0.650,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,הרמטיק שירותי נאמנות ( 1939 ) בע"מ
קסם.MSCIWORLDמד,פטורה,01147073,2,,,,,5256.32,5240.55,,20/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,,1.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
אושן 4D גמישה,פטורה,05119995,2,4D,גמישות,,,86.98,86.98,-1.71,20/12/2018,,,לא מתחייבת לחלק תשלומים,-9.05,-13.65,-13.44,1.61,ב'-ה',25.4,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4D גמישה,פטורה,05124797,2,4D,גמישות,,,94.35,94.35,-3.02,20/12/2018,,,לא מתחייבת לחלק תשלומים,-12.70,-7.48,-6.20,1.22,,62.4,0.000,1.260,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,2,4D,גמישות,,,100.54,100.54,-0.81,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.58,-6.53,-4.87,1.30,,1388.4,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא טק גמישה,פטורה,05128293,,4D,גמישות,,,95.38,95.38,-0.70,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.38,,,,,0.0,,0.500,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4135.84,4135.84,-2.11,24/12/2018,,,לא מתחייבת לחלק תשלומים,-9.22,-6.53,-5.87,1.44,א'-ה',235.0,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,2,4D,גמישות,,,625.57,625.57,-1.44,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.15,-6.43,-6.42,1.52,ב'-ה',214.9,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,2,4D,גמישות,,,106.71,106.71,-0.56,20/12/2018,,,לא מתחייבת לחלק תשלומים,-3.45,2.01,2.84,0.98,,154.5,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,6,4D,גמישות,,,91.31,91.31,0.01,20/12/2018,,,לא מתחייבת לחלק תשלומים,0.04,,,,ב'-ה',0.3,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,2,4D,גמישות,,,94.04,94.04,-1.31,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.71,,,0.88,,13.1,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,2,4D,גמישות,,,113.64,113.64,-1.75,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.81,7.70,12.75,1.75,,141.9,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,598.09,598.09,-1.44,24/12/2018,,,לא מתחייבת לחלק תשלומים,-6.10,-5.96,-2.80,1.34,א'-ה',26.3,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D לשם,פטורה,05122114,2,4D,גמישות,,,108.56,106.43,-0.74,20/12/2018,,,לא מתחייבת לחלק תשלומים,-3.81,-1.16,-0.05,0.72,,47.0,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,318.80,312.55,-1.09,24/12/2018,,,לא מתחייבת לחלק תשלומים,-3.80,-3.97,-2.89,0.51,א'-ה',53.2,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,,4D,גמישות,,,99.08,99.08,-0.22,20/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,2,4D,גמישות,,,88.27,88.27,-0.95,20/12/2018,,,לא מתחייבת לחלק תשלומים,-9.98,-11.30,,3.39,,3.3,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,180.91,180.91,-1.36,24/12/2018,,,לא מתחייבת לחלק תשלומים,-8.05,-9.72,-9.59,1.30,א'-ה',382.7,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,2,4D,גמישות,,,92.75,92.75,-1.96,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.53,-9.17,-8.93,1.59,,26.9,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,2,4D,גמישות,,,102.89,102.89,-1.15,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.45,-7.15,-6.13,1.95,,18.9,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,2,4D,גמישות,,,207.16,207.16,-1.80,20/12/2018,,,לא מתחייבת לחלק תשלומים,-9.99,-9.53,-9.58,2.94,ב'-ה',80.7,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,103.46,103.45,-1.20,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.35,-5.03,-5.14,1.40,,28.8,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,2,4D,גמישות,,,116.98,116.98,-1.11,20/12/2018,,,לא מתחייבת לחלק תשלומים,-12.30,-5.29,-2.26,2.20,ב'-ה',211.8,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,2,4D,גמישות,,,95.24,95.24,-1.00,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.61,,,0.83,,15.8,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,98.92,98.92,-0.56,20/12/2018,,,לא מתחייבת לחלק תשלומים,-2.54,,,,,33.9,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,213.10,213.10,-1.34,24/12/2018,,,לא מתחייבת לחלק תשלומים,-6.95,-6.35,-5.81,0.85,א'-ה',1280.4,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,299.35,299.35,-1.43,24/12/2018,,,לא מתחייבת לחלק תשלומים,-9.20,-6.10,-4.01,1.27,א'-ה',185.6,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,2,4D,גמישות,,,495.78,495.65,-1.80,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.22,-3.70,-2.60,1.68,ב'-ה',15.7,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,2,4D,גמישות,,,100.74,100.74,-1.20,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.15,0.42,,1.49,,10.4,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,2,4D,גמישות,,,101.19,101.19,-1.31,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.11,-3.28,-2.83,1.05,,139.5,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,2,4D,גמישות,,,145.30,145.30,-0.64,20/12/2018,,,לא מתחייבת לחלק תשלומים,-2.45,0.88,1.79,0.78,ב'-ה',626.9,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,2,4D,גמישות,,,96.37,96.37,-1.15,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.89,-4.58,-3.80,0.99,ב'-ה',5.8,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,2,4D,גמישות,,,109.17,107.03,-1.04,20/12/2018,,,לא מתחייבת לחלק תשלומים,-4.51,-0.37,0.32,0.78,,56.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,2,4D,גמישות,,,85.53,85.50,-1.29,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.14,-14.50,,1.64,,2.8,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,2,4D,גמישות,,,53.46,53.46,-2.20,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.83,14.30,18.12,2.71,ב'-ה',909.8,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן גמישה,פטורה,05128426,,4D,גמישות,,,,,,,,,לא מתחייבת לחלק תשלומים,,,,,,,,1.690,0.040,0.35%,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,2,5D,גמישות,,,262.43,262.43,-1.40,20/12/2018,,,לא מתחייבת לחלק תשלומים,-7.35,-8.36,-6.02,1.36,ב'-ה',27.9,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,2,5D,גמישות,,,94.20,94.20,-1.31,20/12/2018,,,לא מתחייבת לחלק תשלומים,-9.72,-6.75,,1.43,,4.6,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,2,5D,גמישות,,,1354.16,1354.16,-1.34,20/12/2018,,,לא מתחייבת לחלק תשלומים,-5.92,-5.89,-6.35,1.30,ב'-ה',19.6,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,2,5E,גמישות,,,85.78,85.77,-0.92,20/12/2018,,,לא מתחייבת לחלק תשלומים,-6.57,-10.70,-10.67,2.73,,13.5,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,136.86,136.86,-1.76,24/12/2018,,,לא מתחייבת לחלק תשלומים,-10.05,-4.35,-3.03,1.75,א'-ה',30.0,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,661.64,661.64,-2.07,24/12/2018,,,לא מתחייבת לחלק תשלומים,-11.10,-0.24,0.63,1.82,א'-ה',102.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,667.48,667.48,-1.28,24/12/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-14.07,-10.71,-7.58,2.04,א'-ה',16.2,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,100.83,100.83,-2.44,24/12/2018,,,לא מתחייבת לחלק תשלומים,-16.44,-11.40,-7.85,1.88,א'-ה',16.5,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,163.80,163.80,-1.58,24/12/2018,,,לא מתחייבת לחלק תשלומים,-21.54,-10.99,-5.62,3.37,א'-ה',23.7,0.000,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3523.07,3523.07,-1.88,24/12/2018,,,לא מתחייבת לחלק תשלומים,-9.05,-1.23,-0.61,1.72,א'-ה',13.6,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,124.11,124.11,-2.23,24/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,א'-ה',21.9,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,135.66,135.66,-1.75,24/12/2018,,,לא מתחייבת לחלק תשלומים,-10.73,-8.84,-10.73,1.51,א'-ה',11.5,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,109.68,109.68,-1.88,24/12/2018,,,לא מתחייבת לחלק תשלומים,-10.10,-8.23,-4.90,1.66,א'-ה',23.2,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,276.76,276.76,-2.09,24/12/2018,,,לא מתחייבת לחלק תשלומים,-8.82,-3.14,-1.72,1.49,א'-ה',123.3,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,105.05,105.05,-1.95,24/12/2018,,,לא מתחייבת לחלק תשלומים,-10.85,-8.02,-6.59,1.61,א'-ה',38.9,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,157.49,157.49,-2.31,24/12/2018,,,לא מתחייבת לחלק תשלומים,-10.02,-4.45,-2.29,1.71,א'-ה',30.6,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,80.47,80.47,-2.08,24/12/2018,,,לא מתחייבת לחלק תשלומים,-13.83,,,,א'-ה',4.7,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,154.44,154.44,-1.89,24/12/2018,,,לא מתחייבת לחלק תשלומים,-10.66,-10.53,-9.82,1.78,א'-ה',9.9,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,622.67,622.67,-2.10,24/12/2018,,,לא מתחייבת לחלק תשלומים,-9.57,-2.00,-1.62,1.68,א'-ה',26.2,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,263.44,263.44,-1.83,24/12/2018,,,לא מתחייבת לחלק תשלומים,-10.79,-5.04,-3.91,1.67,א'-ה',28.4,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3046.42,3046.42,-1.98,24/12/2018,,,לא מתחייבת לחלק תשלומים,-9.86,-5.65,-3.96,1.63,א'-ה',53.5,0.000,2.420,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
י.ל מניות ערך,פטורה,05128368,,4B,מניות בארץ,מדד מניות,ת"א 125,99.91,99.91,-0.03,24/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,222.57,222.57,-2.42,24/12/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-9.95,-8.17,-9.48,1.75,א'-ה',47.3,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,218.53,218.53,-1.51,24/12/2018,,,לא מתחייבת לחלק תשלומים,-8.15,-6.27,-5.25,1.40,א'-ה',210.9,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,327.07,327.07,-1.72,24/12/2018,,,לא מתחייבת לחלק תשלומים,-9.73,-2.99,-1.27,1.55,א'-ה',210.7,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,93.29,93.29,-1.90,24/12/2018,,,לא מתחייבת לחלק תשלומים,-10.44,-3.95,-1.82,1.64,א'-ה',57.3,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
