תוצאות חיפוש קרנות נאמנות (סה"כ 1417 קרנות)
 06/05/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.11,100.11,-0.07,03/05/2018,,,לא מתחייבת לחלק תשלומים,-0.14,-0.62,2.96,1.47,ב'-ה',39.9,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,134.19,134.19,0.64,06/05/2018,,,לא מתחייבת לחלק תשלומים,0.58,-1.56,-3.45,1.35,א'-ה',40.8,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,105.27,105.25,-0.20,03/05/2018,,,לא מתחייבת לחלק תשלומים,-0.17,-2.58,-1.24,1.37,,31.4,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,103.15,103.15,-0.08,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.17,-6.19,-3.32,1.45,,45.4,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,111.18,111.18,0.04,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.40,3.37,11.19,0.78,,791.3,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,97.77,97.77,0.30,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.58,-2.23,,,,3.0,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4381.12,4381.12,0.64,06/05/2018,,,לא מתחייבת לחלק תשלומים,1.00,-0.99,2.85,1.15,א'-ה',275.6,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,648.72,648.72,-0.06,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.33,-2.97,-1.13,1.63,ב'-ה',236.1,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,107.10,107.10,0.32,03/05/2018,,,לא מתחייבת לחלק תשלומים,0.69,2.38,,1.18,,39.3,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.58,94.58,0.14,06/05/2018,,,לא מתחייבת לחלק תשלומים,0.08,-5.34,-0.82,1.61,א'-ה',3.8,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
