תוצאות חיפוש קרנות נאמנות (סה"כ 1415 קרנות)
 02/05/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.14,100.14,-0.11,01/05/2018,,,לא מתחייבת לחלק תשלומים,-0.11,-0.59,2.99,1.47,ב'-ה',39.9,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,133.14,133.14,0.15,02/05/2018,,,לא מתחייבת לחלק תשלומים,-0.20,-2.33,-4.20,1.35,א'-ה',40.8,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,105.55,105.53,0.09,01/05/2018,,,לא מתחייבת לחלק תשלומים,0.09,-2.32,-0.98,1.37,,31.4,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,102.93,102.93,-0.04,01/05/2018,,,לא מתחייבת לחלק תשלומים,-0.04,-6.39,-3.52,1.45,,45.4,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,110.74,110.74,-0.64,30/04/2018,,,לא מתחייבת לחלק תשלומים,1.06,2.96,11.35,0.78,,791.3,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,97.21,97.21,-0.06,30/04/2018,,,לא מתחייבת לחלק תשלומים,1.17,-2.79,,,,3.0,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4351.60,4351.60,0.37,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.32,-1.66,2.16,1.15,א'-ה',275.6,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,647.35,647.35,0.11,01/05/2018,,,לא מתחייבת לחלק תשלומים,0.11,-3.17,-1.34,1.63,ב'-ה',236.1,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,106.90,106.90,0.50,01/05/2018,,,לא מתחייבת לחלק תשלומים,0.50,2.19,,1.18,,39.3,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.52,94.52,0.05,02/05/2018,,,לא מתחייבת לחלק תשלומים,0.02,-5.40,-0.88,1.61,א'-ה',3.8,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,108.76,108.76,1.20,01/05/2018,,,לא מתחייבת לחלק תשלומים,1.20,3.07,2.74,2.12,,5.7,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
