תוצאות חיפוש קרנות נאמנות (סה"כ 1619 קרנות)
 15/11/2018 ***

Name ,Tax  Status*,Security Number,Code ,ExposureProfile ,Classification Major,Classification Main,Classification Secondary,Purchase Price,Redemption Price,Change from previous day (%),Last update of fund's prices and yields,FundDepositsTBills FundEstimatedYield,FundDepositsTBills FundEstimatedYieldDate****,Dividend Policy,Yield MTD (%),Yield YTD (%),12 Month Yield (%),Standard Deviation,Days Offer,Asset Value,Sales Load (%),Management fee (%),Trustee fee (%),Distribution Commission,Manager,Trustee
אושן 4D גמישה,פטורה,05119995,4,4D,גמישות,,,95.10,95.10,0.28,14/11/2018,,,לא מתחייבת לחלק תשלומים,-3.01,-5.59,-3.47,1.42,ב'-ה',29.0,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,135.38,135.38,0.03,15/11/2018,,,לא מתחייבת לחלק תשלומים,1.23,-0.69,1.63,0.95,א'-ה',35.9,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,4,4D,גמישות,,,100.14,100.13,-0.68,14/11/2018,,,לא מתחייבת לחלק תשלומים,-1.63,-7.32,-5.51,1.59,,8.1,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05124797,4,4D,גמישות,,,108.59,108.59,-0.48,14/11/2018,,,לא מתחייבת לחלק תשלומים,-1.88,6.48,8.03,1.38,,67.5,0.000,1.260,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,4,4D,גמישות,,,108.26,108.26,-0.42,14/11/2018,,,לא מתחייבת לחלק תשלומים,-1.31,0.65,3.49,1.03,,1510.9,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,4,4D,גמישות,,,90.57,90.57,-0.42,14/11/2018,,,לא מתחייבת לחלק תשלומים,-1.19,-9.43,,2.07,,0.5,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא טק גמישה,פטורה,05128293,4,4D,גמישות,,,99.97,99.97,0.00,14/11/2018,,,לא מתחייבת לחלק תשלומים,-0.02,,,,,0.0,,0.500,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4577.05,4577.05,0.00,15/11/2018,,,לא מתחייבת לחלק תשלומים,1.50,3.44,4.58,1.29,א'-ה',234.6,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,662.65,662.65,-0.42,14/11/2018,,,לא מתחייבת לחלק תשלומים,0.71,-0.88,-0.94,1.40,ב'-ה',217.7,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,4,4D,גמישות,,,110.30,110.30,-0.28,14/11/2018,,,לא מתחייבת לחלק תשלומים,-0.20,5.44,6.67,0.88,,121.8,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,4,4D,גמישות,,,91.37,91.37,-0.01,14/11/2018,,,לא מתחייבת לחלק תשלומים,-0.79,,,,ב'-ה',6.5,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,101.90,101.90,-0.29,14/11/2018,,,לא מתחייבת לחלק תשלומים,-0.90,,,,,13.1,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,123.08,123.08,-0.63,14/11/2018,,,לא מתחייבת לחלק תשלומים,1.32,16.64,24.68,1.66,,100.1,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,641.23,641.23,-0.33,15/11/2018,,,לא מתחייבת לחלק תשלומים,0.94,0.83,5.66,1.32,א'-ה',26.4,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,113.81,111.58,-0.16,14/11/2018,,,לא מתחייבת לחלק תשלומים,1.22,3.62,5.09,0.64,,46.6,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,332.66,326.14,-0.03,15/11/2018,,,לא מתחייבת לחלק תשלומים,0.72,0.20,1.40,0.45,א'-ה',53.3,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,4,4D,גמישות,,,95.18,95.18,-0.02,14/11/2018,,,לא מתחייבת לחלק תשלומים,-3.22,-4.35,,2.95,,3.7,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,198.75,198.75,-0.03,15/11/2018,,,לא מתחייבת לחלק תשלומים,1.65,-0.82,-0.28,1.18,א'-ה',395.7,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,4,4D,גמישות,,,100.18,100.18,0.15,14/11/2018,,,לא מתחייבת לחלק תשלומים,1.41,-1.89,-1.56,1.46,,29.8,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,4,4D,גמישות,,,110.82,110.82,-0.53,14/11/2018,,,לא מתחייבת לחלק תשלומים,-0.07,0.01,2.41,1.94,,20.3,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,4,4D,גמישות,,,226.65,226.65,-0.98,14/11/2018,,,לא מתחייבת לחלק תשלומים,-1.63,-1.02,-1.15,2.63,ב'-ה',85.4,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,4,4D,גמישות,,,108.77,108.76,-0.20,14/11/2018,,,לא מתחייבת לחלק תשלומים,0.56,-0.16,0.66,1.23,,31.4,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,4,4D,גמישות,,,131.24,131.24,-1.33,14/11/2018,,,לא מתחייבת לחלק תשלומים,-0.64,6.25,12.05,1.92,ב'-ה',201.6,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,4,4D,גמישות,,,101.08,101.08,-0.09,14/11/2018,,,לא מתחייבת לחלק תשלומים,0.35,,,,,15.6,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,4,4D,גמישות,,,101.32,101.32,-0.27,14/11/2018,,,לא מתחייבת לחלק תשלומים,0.61,,,,,30.4,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,230.94,230.94,0.02,15/11/2018,,,לא מתחייבת לחלק תשלומים,1.05,1.49,2.93,0.79,א'-ה',1300.9,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,332.21,332.21,-0.12,15/11/2018,,,לא מתחייבת לחלק תשלומים,1.70,4.21,8.08,1.13,א'-ה',175.1,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,4,4D,גמישות,,,529.52,529.39,-0.12,14/11/2018,,,לא מתחייבת לחלק תשלומים,1.35,2.86,5.93,1.48,ב'-ה',14.4,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,4,4D,גמישות,,,105.78,105.78,-0.09,14/11/2018,,,לא מתחייבת לחלק תשלומים,1.08,5.44,,1.33,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,4,4D,גמישות,,,107.02,107.02,-0.23,14/11/2018,,,לא מתחייבת לחלק תשלומים,0.93,2.29,4.41,0.95,,138.4,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,4,4D,גמישות,,,149.45,149.45,-0.20,14/11/2018,,,לא מתחייבת לחלק תשלומים,0.67,3.76,5.57,0.76,ב'-ה',626.0,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,4,4D,גמישות,,,102.26,102.26,-0.30,14/11/2018,,,לא מתחייבת לחלק תשלומים,1.42,1.25,3.35,0.90,ב'-ה',5.7,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,4,4D,גמישות,,,114.99,112.74,-0.29,14/11/2018,,,לא מתחייבת לחלק תשלומים,0.97,4.94,5.98,0.67,,55.6,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,4,4D,גמישות,,,92.90,92.87,0.09,14/11/2018,,,לא מתחייבת לחלק תשלומים,0.74,-7.13,,1.43,,2.8,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,4,4D,גמישות,,,56.28,56.28,0.63,14/11/2018,,,לא מתחייבת לחלק תשלומים,-2.76,20.33,31.68,2.77,ב'-ה',947.2,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,4,5D,גמישות,,,289.68,289.68,0.15,14/11/2018,,,לא מתחייבת לחלק תשלומים,-1.37,1.16,,1.38,ב'-ה',29.2,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,4,5D,גמישות,,,103.18,103.18,-1.03,14/11/2018,,,לא מתחייבת לחלק תשלומים,0.07,2.14,,1.03,,4.1,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,4,5D,גמישות,,,1435.71,1435.71,-0.07,14/11/2018,,,לא מתחייבת לחלק תשלומים,0.15,-0.22,-0.62,1.12,ב'-ה',19.8,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,4,5E,גמישות,,,91.24,91.23,0.82,14/11/2018,,,לא מתחייבת לחלק תשלומים,-1.58,-6.51,-6.26,2.31,,14.3,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,152.66,152.66,0.35,15/11/2018,,,לא מתחייבת לחלק תשלומים,3.03,6.69,8.85,1.59,א'-ה',29.7,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,749.26,749.26,0.34,15/11/2018,,,לא מתחייבת לחלק תשלומים,3.58,12.97,14.59,1.67,א'-ה',96.8,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,774.79,774.79,-0.16,15/11/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,3.11,3.65,7.92,1.80,א'-ה',16.2,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,122.04,122.04,-0.18,15/11/2018,,,לא מתחייבת לחלק תשלומים,2.96,7.23,13.20,1.73,א'-ה',15.2,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,209.80,209.80,-0.21,15/11/2018,,,לא מתחייבת לחלק תשלומים,5.77,14.01,22.05,3.10,א'-ה',24.8,0.000,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,133.39,133.39,-0.02,15/11/2018,,,לא מתחייבת לחלק תשלומים,3.12,9.44,14.32,1.59,א'-ה',74.3,0.000,0.250,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3884.30,3884.30,-0.16,15/11/2018,,,לא מתחייבת לחלק תשלומים,2.50,8.90,11.48,1.57,א'-ה',12.5,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,152.46,152.46,-0.63,15/11/2018,,,לא מתחייבת לחלק תשלומים,-0.81,2.45,4.89,1.41,א'-ה',11.8,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
