תוצאות חיפוש קרנות נאמנות (סה"כ 1410 קרנות)
 09/04/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,603.49,603.49,0.59,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.39,-5.11,3.75,1.60,א'-ה',34.5,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,107.91,105.79,-0.48,04/04/2018,,,לא מתחייבת לחלק תשלומים,-0.70,-1.76,2.55,0.56,,44.8,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,325.76,319.37,0.18,09/04/2018,,,לא מתחייבת לחלק תשלומים,-0.66,-1.88,2.72,0.50,א'-ה',65.2,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,98.02,98.02,0.86,04/04/2018,,,לא מתחייבת לחלק תשלומים,-0.78,-1.50,,,,0.8,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,193.71,193.71,0.52,09/04/2018,,,לא מתחייבת לחלק תשלומים,-0.73,-3.33,2.65,1.00,א'-ה',553.6,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,97.03,97.03,-0.93,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.63,-4.98,,1.16,,43.0,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,109.21,109.21,-0.13,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.17,-1.44,10.19,2.21,,13.9,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,225.85,225.85,0.15,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.06,-1.37,15.66,2.45,ב'-ה',84.2,0.000,2.850,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,105.48,105.48,-1.15,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.68,-3.17,1.62,0.94,,64.9,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,126.44,124.57,1.19,04/04/2018,,,לא מתחייבת לחלק תשלומים,0.40,0.85,12.64,1.78,ב'-ה',95.0,1.500,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,221.18,221.18,0.19,09/04/2018,,,לא מתחייבת לחלק תשלומים,-0.85,-2.80,3.04,0.80,א'-ה',1793.0,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,312.61,312.60,0.26,09/04/2018,,,לא מתחייבת לחלק תשלומים,-0.54,-1.94,6.50,0.94,א'-ה',137.3,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,499.41,499.36,-0.76,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.16,-2.98,,,ב'-ה',13.5,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,98.05,98.05,-1.09,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.79,-2.26,,,,5.5,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4D גמישה,פטורה,05124060,,4D,גמישות,,,98.02,98.02,-1.62,04/04/2018,,,לא מתחייבת לחלק תשלומים,-2.16,-4.91,-1.91,1.10,,2.5,0.000,1.250,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,102.50,102.50,-0.93,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.34,-2.03,,0.75,,121.2,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,141.78,141.78,-0.56,04/04/2018,,,לא מתחייבת לחלק תשלומים,-0.83,-1.56,3.64,0.76,ב'-ה',685.5,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,97.72,97.72,-0.99,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.42,-3.25,7.47,1.42,ב'-ה',10.4,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,106.94,104.84,-0.69,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.04,-2.41,0.33,0.67,,54.1,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,92.96,92.96,-1.11,04/04/2018,,,לא מתחייבת לחלק תשלומים,-2.04,-7.04,,,,2.5,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,52.93,52.93,0.61,04/04/2018,,,לא מתחייבת לחלק תשלומים,1.46,13.17,27.39,2.37,ב'-ה',207.0,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תלתן 4D גמישה,פטורה,05124797,,4D,גמישות,,,101.05,101.05,-0.47,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.79,-0.91,,1.36,,4.9,0.000,1.200,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,263.33,263.33,-2.21,04/04/2018,,,לא מתחייבת לחלק תשלומים,-2.65,-8.04,,,ב'-ה',29.8,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,98.64,98.64,-1.06,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.09,-2.36,,,,7.0,0.000,1.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1382.42,1382.42,-0.82,04/04/2018,,,לא מתחייבת לחלק תשלומים,-1.23,-3.92,-0.72,1.07,ב'-ה',20.0,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,103.06,103.06,0.85,04/04/2018,,,לא מתחייבת לחלק תשלומים,-0.71,0.76,3.23,2.20,,14.4,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,96.26,96.26,0.14,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.20,-6.02,1.49,1.44,א'-ה',16.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,98.82,98.82,0.10,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.27,-4.64,,,,1.2,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,142.12,142.12,0.14,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.20,-6.04,1.44,1.44,א'-ה',187.1,0.000,0.100,0.015,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,106.73,106.73,-0.09,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.17,-2.41,15.51,1.60,א'-ה',67.3,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,318.18,318.18,0.14,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.21,-6.06,1.27,1.44,א'-ה',107.0,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,133.16,133.16,0.27,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.53,-6.94,-0.57,1.54,א'-ה',38.2,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,,4A,מניות בארץ,מדד מניות,ת"א 35,97.39,97.39,0.11,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.49,-5.13,,,,0.2,0.000,0.550,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,624.13,624.13,0.03,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.20,-5.90,2.29,1.38,א'-ה',93.6,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,691.05,691.05,0.27,09/04/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-1.77,-7.56,-2.63,1.55,א'-ה',17.4,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4A מניות ת"א 35,פטורה,05126461,,4A,מניות בארץ,מדד מניות,ת"א 35,275.94,275.94,0.17,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.13,-3.39,-1.71,1.35,א'-ה',10.0,0.000,2.000,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,106.11,106.11,0.26,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.33,-6.77,3.97,1.58,א'-ה',14.4,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,99.73,99.73,0.14,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.20,-6.03,1.52,1.44,,6.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,87.59,87.59,0.14,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.21,-6.05,1.47,1.44,א'-ה',108.6,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,162.02,162.02,0.56,09/04/2018,,,לא מתחייבת לחלק תשלומים,-2.47,-11.96,-0.92,2.73,א'-ה',24.1,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,116.49,116.49,0.27,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.43,-4.42,8.00,1.38,א'-ה',28.8,0.000,0.250,0.015,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,142.88,142.88,0.27,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.28,-5.19,3.29,1.45,א'-ה',416.2,0.000,0.100,0.015,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,100.53,100.53,0.27,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.28,-5.20,3.30,1.45,א'-ה',27.6,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,136.34,136.34,0.26,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.27,-5.15,3.34,1.43,א'-ה',67.3,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,124.12,124.12,0.47,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.56,-3.90,1.93,1.85,א'-ה',184.5,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,127.61,127.61,0.39,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.36,-5.02,3.73,1.76,א'-ה',509.6,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,134.27,134.27,0.27,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.29,-5.24,3.05,1.44,א'-ה',91.4,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3421.22,3421.22,0.10,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.23,-4.09,5.79,1.33,א'-ה',11.9,0.000,1.550,0.070,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,98.00,98.00,0.13,09/04/2018,,,לא מתחייבת לחלק תשלומים,-2.05,-5.88,,1.69,,25.1,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,145.18,145.18,0.78,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.04,-2.44,7.96,1.91,א'-ה',13.0,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,112.84,112.84,0.71,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.16,-5.59,2.26,1.45,א'-ה',24.1,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,280.20,280.20,0.15,09/04/2018,,,לא מתחייבת לחלק תשלומים,-0.87,-1.94,7.66,1.20,א'-ה',69.2,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,109.50,109.50,0.20,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.06,-4.12,-1.13,1.27,א'-ה',39.9,0.000,2.130,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,156.78,156.78,0.33,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.41,-4.88,7.16,1.63,א'-ה',25.3,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,160.75,160.75,0.87,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.57,-6.88,-2.33,1.63,א'-ה',12.2,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,98.25,98.25,0.67,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.28,-4.67,,,,18.0,0.000,0.750,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,99.62,99.62,0.27,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.28,-5.14,3.28,1.44,א'-ה',19.0,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,622.65,622.65,0.24,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.89,-2.00,,1.56,א'-ה',29.6,0.000,1.970,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,271.34,271.34,0.39,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.08,-2.20,8.07,1.21,א'-ה',28.1,0.000,2.960,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3038.99,3038.99,0.23,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.51,-5.88,3.79,1.39,א'-ה',52.8,0.000,2.420,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,229.36,229.36,1.04,09/04/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-0.48,-5.37,0.94,1.72,א'-ה',107.0,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,223.15,223.15,0.10,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.37,-4.29,2.66,1.13,א'-ה',227.8,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,327.44,327.44,0.20,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.02,-2.88,7.68,1.19,א'-ה',189.6,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,92.51,92.51,0.28,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.11,-4.76,4.33,1.40,א'-ה',57.6,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,107.68,107.68,0.11,09/04/2018,,,לא מתחייבת לחלק תשלומים,-1.23,-1.23,,1.10,,2.0,0.000,0.790,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
