תוצאות חיפוש קרנות נאמנות (סה"כ 2052 קרנות)
 05/02/2019 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,101.73,101.73,0.72,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.72,7.26,-1.43,1.48,ב'-ה',4.7,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,113.38,111.16,0.48,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.48,4.67,2.42,1.19,,53.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,88.23,88.21,-0.10,04/02/2019,,,לא מתחייבת לחלק תשלומים,-0.10,5.09,-13.48,2.07,,3.4,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,54.31,54.31,0.11,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.11,1.51,14.84,2.80,ב'-ה',740.7,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן גמישה,פטורה,05128426,,4D,גמישות,,,109.73,109.73,0.94,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.94,9.76,,,,0.0,,1.690,0.040,0.35%,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,274.40,274.40,0.66,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.66,7.78,-7.44,2.04,ב'-ה',24.4,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,100.75,100.75,0.33,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.33,8.50,-1.85,2.42,,3.1,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1403.33,1403.33,0.52,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.52,4.87,-3.82,1.64,ב'-ה',17.5,0.000,2.410,0.030,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,97.31,97.29,-0.03,04/02/2019,,,לא מתחייבת לחלק תשלומים,-0.03,8.18,-4.49,3.41,,12.8,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,150.24,150.24,0.16,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.19,6.46,3.33,2.21,א'-ה',25.4,0.000,0.750,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,719.08,719.08,0.39,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.76,5.90,5.75,2.21,א'-ה',91.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,724.82,724.82,0.46,05/02/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.52,5.73,-4.97,2.69,א'-ה',14.4,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,115.82,115.82,0.54,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.75,8.30,-0.72,2.59,א'-ה',16.0,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,191.31,190.93,1.17,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.32,11.50,-0.73,4.34,א'-ה',21.8,0.200,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי מניות ישראל,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3807.71,3807.71,0.73,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.99,4.83,3.87,1.92,א'-ה',13.9,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,135.30,135.30,0.61,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.56,6.44,,,א'-ה',18.2,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,121.08,121.08,0.75,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.82,6.96,-0.64,2.05,א'-ה',21.7,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,300.77,300.77,0.61,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.23,5.58,2.65,1.83,א'-ה',117.6,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,115.27,115.27,0.78,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.20,6.33,-1.24,2.00,א'-ה',35.1,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,171.75,171.75,0.61,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.74,5.19,0.47,2.01,א'-ה',26.0,0.000,1.380,0.055,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,90.03,90.03,0.76,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.41,8.29,,2.24,א'-ה',4.2,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,173.36,173.36,0.71,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.56,8.00,-1.99,2.17,א'-ה',8.3,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,690.77,690.77,0.45,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.51,7.44,4.53,1.97,א'-ה',23.5,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,289.32,289.32,0.62,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.73,6.38,1.03,2.03,א'-ה',25.4,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3288.85,3288.85,0.69,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.81,5.36,-0.70,1.94,א'-ה',48.7,0.000,2.420,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
י.ל מניות ערך,פטורה,05128368,,4B,מניות בארץ,מדד מניות,ת"א 125,104.30,104.30,0.81,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.25,4.14,,,,0.0,,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,250.38,250.38,0.91,05/02/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.78,7.64,0.04,2.08,א'-ה',41.4,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,236.91,236.91,0.45,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.64,5.27,-0.37,1.64,א'-ה',189.4,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,355.14,355.13,0.54,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.77,5.24,2.08,1.88,א'-ה',194.1,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,102.33,102.33,0.68,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.90,6.41,1.96,2.06,א'-ה',50.6,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,117.45,117.45,0.53,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.22,5.74,4.45,2.24,,76.4,0.000,1.250,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4C תא LARGE CAP 125,פטורה,05106968,,4C,מניות בארץ,מדד מניות,ת"א 125,110.14,110.14,0.11,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.11,5.58,-3.67,2.17,ב'-ה',16.2,0.000,1.990,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"א 125 מנוהלת,פטורה,05110788,,4A,מניות בארץ,מדד מניות,ת"א 125,1583.07,1583.07,0.65,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.00,5.75,2.78,1.86,א'-ה',195.2,0.000,2.560,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A תיק מניות ממוקד,פטורה,05110754,,4A,מניות בארץ,מדד מניות,ת"א 125,1977.56,1977.56,0.52,05/02/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.82,6.58,5.55,1.98,א'-ה',78.0,0.000,1.480,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות מחקר פנימי,פטורה,05115860,,4B,מניות בארץ,מדד מניות,ת"א 125,106.45,106.45,0.59,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.84,6.71,2.48,2.01,א'-ה',68.6,0.000,1.780,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B מניות ישראל,פטורה,05124219,,4B,מניות בארץ,מדד מניות,ת"א 125,336.92,336.92,0.64,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.02,5.96,1.66,2.09,א'-ה',14.2,0.000,0.890,0.030,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
הראל 4C מניות MID CAP,פטורה,05111299,,4C,מניות בארץ,מדד מניות,ת"א 90,3123.30,3123.30,0.61,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.61,7.11,,2.30,ב'-ה',24.5,0.000,2.340,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4A מניות MID CAP,פטורה,05103296,,4A,מניות בארץ,מדד מניות,ת"א 90,409.77,409.77,0.56,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.04,6.03,1.04,1.98,א'-ה',155.5,0.000,1.690,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
פסגות 4A ת"א 90 ויתר,פטורה,05110713,,4A,מניות בארץ,מדד מניות,ת"א 90,2732.50,2732.50,0.54,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.97,6.39,-3.09,1.97,א'-ה',202.0,0.000,2.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A יתר,פטורה,05100144,,4A,מניות בארץ,מדד מניות,יתר,767.24,767.24,0.39,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.93,8.34,-9.73,2.17,א'-ה',118.6,0.000,2.710,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלטשולר 40 יתר,פטורה,05105903,,40,מניות בארץ,מדד מניות,יתר,357.19,357.19,0.25,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.40,11.34,-6.01,2.38,א'-ה',326.4,0.000,2.500,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
ילין 4B יתר קרן נאמנות,פטורה,05108873,,4B,מניות בארץ,מדד מניות,יתר,365.64,365.64,0.54,05/02/2019,,,לא מתחייבת לחלק תשלומים,1.09,8.53,-8.86,1.99,א'-ה',264.0,0.000,2.460,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4B יתר,פטורה,05126487,,4B,מניות בארץ,מדד מניות,יתר,584.56,584.54,0.39,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.39,10.08,-16.27,2.05,ב'-ה',6.2,0.000,1.900,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4B יתר,פטורה,05124326,,4B,מניות בארץ,מדד מניות,יתר,119.84,119.84,0.26,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.42,6.49,-3.86,1.68,,13.7,0.000,1.900,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,חברה לנאמנות של בנק אגוד בע"מ
פסגות 4A יתר,פטורה,05110820,,4A,מניות בארץ,מדד מניות,יתר,1195.95,1195.95,0.11,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.22,7.36,-7.54,2.03,א'-ה',121.1,0.000,2.920,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות והזדמנו אג,פטורה,05123716,,4B,מניות בארץ,מדד מניות,יתר,105.99,105.99,0.38,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.38,7.22,-9.83,1.66,ב'-ה',7.6,0.000,1.850,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B יתר,פטורה,05112115,,4B,מניות בארץ,מדד מניות,יתר,219.35,219.35,0.67,04/02/2019,,,לא מתחייבת לחלק תשלומים,0.67,6.87,-8.96,1.98,ב'-ה',6.0,0.000,2.620,0.050,0.35%,קסם קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אלטשולר 4B נדל"ן,פטורה,05103700,,4B,מניות בארץ,מניות לפי ענפים,נדל"ן,513.72,513.72,0.34,05/02/2019,,,לא מתחייבת לחלק תשלומים,-0.01,8.28,-0.02,1.83,א'-ה',254.1,0.000,1.240,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט נדל"ן 4B,פטורה,05101266,,4B,מניות בארץ,מניות לפי ענפים,נדל"ן,403.16,403.16,0.58,05/02/2019,,,לא מתחייבת לחלק תשלומים,0.82,7.43,-1.83,2.07,א'-ה',23.3,0.000,1.850,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A נדל"ן קרן נאמנות,פטורה,05131297,,4A,מניות בארץ,מניות לפי ענפים,נדל"ן,1319.74,1319.65,0.26,05/02/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.28,7.53,-6.07,1.97,א'-ה',10.5,0.000,2.500,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
