תוצאות חיפוש קרנות נאמנות (סה"כ 1930 קרנות)
 09/12/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,94.26,94.26,-1.30,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.43,-6.42,-6.20,1.61,ב'-ה',29.0,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,130.74,130.74,-0.18,09/12/2018,,,לא מתחייבת לחלק תשלומים,-1.50,-4.09,-2.69,1.05,א'-ה',35.9,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,6,4D,גמישות,,,101.96,101.93,2.38,03/12/2018,,,לא מתחייבת לחלק תשלומים,2.38,-5.66,-4.54,2.12,,8.1,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05124797,,4D,גמישות,,,104.81,104.81,-2.38,06/12/2018,,,לא מתחייבת לחלק תשלומים,-3.02,2.78,4.20,1.22,,67.5,0.000,1.260,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,106.00,106.00,-0.67,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.51,-1.45,0.29,1.30,,1510.9,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא טק גמישה,פטורה,05128293,,4D,גמישות,,,96.88,96.88,-1.71,06/12/2018,,,לא מתחייבת לחלק תשלומים,-2.88,,,,,0.0,,0.500,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4521.11,4521.11,-0.15,09/12/2018,,,לא מתחייבת לחלק תשלומים,-0.76,2.18,2.90,1.44,א'-ה',234.6,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,656.52,656.52,-0.97,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.46,-1.80,-1.79,1.52,ב'-ה',217.7,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,109.96,109.96,-0.37,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.51,5.11,5.98,0.98,,121.8,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,6,4D,גמישות,,,91.33,91.33,0.02,06/12/2018,,,לא מתחייבת לחלק תשלומים,0.07,,,,ב'-ה',6.5,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,99.82,99.82,-0.28,06/12/2018,,,לא מתחייבת לחלק תשלומים,0.09,,,0.88,,13.1,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,120.61,120.61,-1.50,06/12/2018,,,לא מתחייבת לחלק תשלומים,-2.16,14.30,19.66,1.75,,100.1,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,631.99,631.99,0.09,09/12/2018,,,לא מתחייבת לחלק תשלומים,-0.78,-0.63,2.71,1.34,א'-ה',26.4,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,111.58,109.39,-0.54,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.13,1.59,2.73,0.72,,46.6,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,329.50,323.04,0.00,09/12/2018,,,לא מתחייבת לחלק תשלומים,-0.57,-0.75,0.37,0.51,א'-ה',53.3,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,,4D,גמישות,,,99.91,99.91,-0.12,06/12/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,94.34,94.34,-2.24,06/12/2018,,,לא מתחייבת לחלק תשלומים,-3.79,-5.20,,3.39,,3.7,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,193.94,193.94,-0.04,09/12/2018,,,לא מתחייבת לחלק תשלומים,-1.42,-3.22,-3.07,1.30,א'-ה',395.7,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,97.48,97.48,-0.76,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.76,-4.53,-4.28,1.59,,29.8,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,109.46,109.46,-0.51,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.54,-1.22,-0.14,1.95,,20.3,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,227.88,227.88,-0.16,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.99,-0.48,-0.54,2.94,ב'-ה',85.4,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,107.67,107.67,-0.59,06/12/2018,,,לא מתחייבת לחלק תשלומים,-0.45,-1.16,-1.27,1.40,,31.4,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,128.89,128.89,-0.69,06/12/2018,,,לא מתחייבת לחלק תשלומים,-3.37,4.35,7.70,2.20,ב'-ה',201.6,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,100.71,100.71,-0.56,06/12/2018,,,לא מתחייבת לחלק תשלומים,-1.25,,,0.83,,15.6,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
