תוצאות חיפוש קרנות נאמנות (סה"כ 2056 קרנות)
 23/01/2019 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
טקטון אג"ח,פטורה,05128483,,,,,,100.82,100.82,-0.04,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.38,0.38,,,,,,,,,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
י.ל אג"ח ישראל,פטורה,05128350,,,,,,101.71,101.71,0.01,23/01/2019,,,לא מתחייבת לחלק תשלומים,1.21,1.21,,,,,,,,,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
י.ל מדדית ללא מניות,פטורה,05128343,,,,,,101.07,101.07,0.04,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.73,0.73,,,,,,,,,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
י.ל מניות ערך,פטורה,05128368,,,,,,101.20,101.20,0.09,23/01/2019,,,לא מתחייבת לחלק תשלומים,1.05,1.05,,,,,,,,,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
י.ל. 25/75 צמיחה,פטורה,05128491,,,,,,101.11,101.11,-0.01,23/01/2019,,,לא מתחייבת לחלק תשלומים,1.10,1.10,,,,,,,,,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור QEF תיק מנוהל,פטורה,05128376,,,,,,99.82,99.82,0.00,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.82,0.82,,,,,,,,,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב אג"ח מדורג רכיבבטוחה,פטורה,05128640,,,,,,103.39,103.39,-0.09,23/01/2019,,,לא מתחייבת לחלק תשלומים,1.54,1.54,,,,,,,,,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב אג"ח תשואה כוללת,פטורה,05128632,,,,,,104.72,104.72,-0.04,23/01/2019,,,לא מתחייבת לחלק תשלומים,3.59,3.59,,,,,,,,,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא צמודה פלוס,פטורה,05128673,,,,,,100.49,100.49,0.05,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.49,0.49,,,,,,,,,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
סיגמא שקלית פלוס,פטורה,05128681,,,,,,100.13,100.13,0.02,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.13,0.13,,,,,,,,,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורט אגח חו"ל,פטורה,05128533,,,,,,99.41,99.41,-0.02,22/01/2019,,,לא מתחייבת לחלק תשלומים,-1.27,-1.27,,,,,,,,,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורט אגח ללא מנ,פטורה,05128541,,,,,,97.70,97.70,0.01,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.12,0.12,,,,,,,,,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורט מנ ממוקדת,פטורה,05128525,,,,,,96.96,96.96,-0.36,22/01/2019,,,לא מתחייבת לחלק תשלומים,2.17,2.17,,,,,,,,,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות כספית פיקדון פלוס,פטורה,05127881,,,,,,100.09,100.09,0.00,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.02,0.02,,,,,,,,,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות מניות BUYSIDE חו"ל,פטורה,05128392,,,,,,104.99,104.99,0.38,22/01/2019,,,לא מתחייבת לחלק תשלומים,4.11,4.11,,,,,,,,,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות עוקבת תיק 4 דיסקונט,פטורה,05128517,,,,,,101.12,101.12,-0.11,22/01/2019,,,לא מתחייבת לחלק תשלומים,0.96,0.96,,,,,,,,,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית TTF DJ INTERNET,פטורה,05128756,,,,,,108.64,108.64,-1.14,22/01/2019,,,לא מתחייבת לחלק תשלומים,7.65,7.65,,,,,,,,,מיטב דש קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
תכלית TTF תל בונד דולר,פטורה,05128772,,,,,,100.77,100.77,-0.08,23/01/2019,,,לא מתחייבת לחלק תשלומים,,,,,,,,,,,מיטב דש קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
תמיר פישמן גמישה,פטורה,05128426,,,,,,105.15,105.15,-1.26,22/01/2019,,,לא מתחייבת לחלק תשלומים,5.18,5.18,,,,,,,,,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן תיק 1 דיסקונט,פטורה,05128046,,,,,,99.92,99.92,-0.01,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.40,0.40,,,,,,,,,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן תיק 3 דיסקונט,פטורה,05128053,,,,,,97.17,97.17,-0.16,22/01/2019,,,לא מתחייבת לחלק תשלומים,0.95,0.95,,,,,,,,,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,90.38,90.38,-0.40,22/01/2019,,,לא מתחייבת לחלק תשלומים,4.46,4.46,-10.27,2.05,ב'-ה',18.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4D גמישה,פטורה,05124797,,4D,גמישות,,,105.30,105.30,-0.33,22/01/2019,,,לא מתחייבת לחלק תשלומים,12.03,12.03,3.26,2.16,,37.8,0.000,1.260,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,106.37,106.37,0.18,22/01/2019,,,לא מתחייבת לחלק תשלומים,6.69,6.69,-1.11,1.65,,1025.2,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4338.49,4338.49,0.13,23/01/2019,,,לא מתחייבת לחלק תשלומים,1.84,1.84,-1.95,1.73,א'-ה',208.8,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,626.12,626.12,-0.39,22/01/2019,,,לא מתחייבת לחלק תשלומים,2.16,2.16,-6.35,1.80,ב'-ה',196.4,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,108.17,108.17,-0.03,22/01/2019,,,לא מתחייבת לחלק תשלומים,1.11,1.11,3.40,1.05,,173.0,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,97.33,97.33,0.81,22/01/2019,,,לא מתחייבת לחלק תשלומים,4.89,4.89,,1.30,,8.6,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,116.08,116.08,0.11,22/01/2019,,,לא מתחייבת לחלק תשלומים,4.83,4.83,10.01,2.00,,118.0,0.000,1.640,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,620.39,620.39,-0.10,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.20,0.20,-2.45,1.44,א'-ה',24.9,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,108.08,105.96,-0.28,22/01/2019,,,לא מתחייבת לחלק תשלומים,1.07,1.07,-1.60,0.98,,44.4,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,323.22,316.88,-0.10,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.08,0.08,-2.64,0.66,א'-ה',51.5,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,,4D,גמישות,,,99.36,99.36,0.05,22/01/2019,,,לא מתחייבת לחלק תשלומים,0.50,0.50,,,,1.4,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,96.18,96.18,-0.04,22/01/2019,,,לא מתחייבת לחלק תשלומים,9.95,9.95,-3.35,3.42,,2.1,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,188.92,188.92,-0.01,23/01/2019,,,לא מתחייבת לחלק תשלומים,1.90,1.90,-5.72,1.47,א'-ה',335.9,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,92.86,92.86,-0.58,22/01/2019,,,לא מתחייבת לחלק תשלומים,1.58,1.58,-9.06,1.84,,20.7,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,107.78,107.78,-0.30,22/01/2019,,,לא מתחייבת לחלק תשלומים,3.97,3.97,-2.73,2.09,,13.2,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,221.32,221.32,-0.23,22/01/2019,,,לא מתחייבת לחלק תשלומים,5.62,5.62,-3.35,3.04,ב'-ה',61.0,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,105.07,105.07,-0.59,22/01/2019,,,לא מתחייבת לחלק תשלומים,1.93,1.93,-3.54,1.58,,24.7,0.000,1.590,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,126.19,126.19,-0.67,22/01/2019,,,לא מתחייבת לחלק תשלומים,8.07,8.07,2.16,2.76,ב'-ה',173.2,0.000,1.400,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,100.34,100.34,0.04,22/01/2019,,,לא מתחייבת לחלק תשלומים,5.68,5.68,,1.24,,14.7,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,99.28,99.28,-0.09,22/01/2019,,,לא מתחייבת לחלק תשלומים,0.64,0.64,,0.64,,32.8,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,222.84,222.84,0.08,23/01/2019,,,לא מתחייבת לחלק תשלומים,1.82,1.82,-2.07,1.05,א'-ה',1149.0,0.000,1.880,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,316.09,316.08,-0.11,23/01/2019,,,לא מתחייבת לחלק תשלומים,2.96,2.96,-0.85,1.54,א'-ה',159.1,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,504.90,504.78,-0.51,22/01/2019,,,לא מתחייבת לחלק תשלומים,3.19,3.19,-1.92,2.06,ב'-ה',14.2,0.000,1.500,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,102.75,102.75,-0.16,22/01/2019,,,לא מתחייבת לחלק תשלומים,2.56,2.56,2.42,1.71,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא תיק השקעות גמיש,פטורה,05125679,,4D,גמישות,,,93.11,93.11,,22/01/2019,,,לא מתחייבת לחלק תשלומים,,,,,ב'-ה',3.5,0.000,0.690,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,99.92,99.92,0.17,22/01/2019,,,לא מתחייבת לחלק תשלומים,0.85,0.85,-4.49,1.42,,109.1,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,146.86,146.86,-0.03,22/01/2019,,,לא מתחייבת לחלק תשלומים,1.27,1.27,1.96,0.86,ב'-ה',584.1,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,98.23,98.23,-0.23,22/01/2019,,,לא מתחייבת לחלק תשלומים,3.57,3.57,-2.74,1.35,ב'-ה',4.7,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,110.76,108.59,-0.17,22/01/2019,,,לא מתחייבת לחלק תשלומים,2.25,2.25,1.08,1.11,,53.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,87.09,87.07,0.07,22/01/2019,,,לא מתחייבת לחלק תשלומים,3.73,3.73,-12.93,1.92,,3.4,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,52.66,52.66,-0.74,22/01/2019,,,לא מתחייבת לחלק תשלומים,-1.57,-1.57,12.59,2.90,ב'-ה',740.7,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,266.00,266.00,0.06,22/01/2019,,,לא מתחייבת לחלק תשלומים,4.48,4.48,-7.11,1.93,ב'-ה',24.4,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,98.43,98.43,-0.65,22/01/2019,,,לא מתחייבת לחלק תשלומים,6.00,6.00,-2.56,2.09,,3.1,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1365.98,1365.98,0.22,22/01/2019,,,לא מתחייבת לחלק תשלומים,2.08,2.08,-5.07,1.59,ב'-ה',17.5,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,91.54,91.52,-0.52,22/01/2019,,,לא מתחייבת לחלק תשלומים,3.53,3.53,-6.41,2.94,,12.8,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,145.87,145.87,0.41,23/01/2019,,,לא מתחייבת לחלק תשלומים,3.37,3.37,1.94,2.12,א'-ה',25.4,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,698.84,698.84,0.29,23/01/2019,,,לא מתחייבת לחלק תשלומים,2.91,2.91,5.37,2.17,א'-ה',91.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,704.68,704.68,0.20,23/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,2.79,2.79,-5.73,2.61,א'-ה',14.4,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,111.79,111.79,0.55,23/01/2019,,,לא מתחייבת לחלק תשלומים,4.54,4.54,-1.77,2.48,א'-ה',16.0,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,181.83,181.47,1.02,23/01/2019,,,לא מתחייבת לחלק תשלומים,5.98,5.98,-1.39,4.25,א'-ה',21.8,0.200,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי מניות ישראל,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3661.49,3661.49,0.35,23/01/2019,,,לא מתחייבת לחלק תשלומים,0.80,0.80,2.65,1.93,א'-ה',13.9,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,131.60,131.60,0.50,23/01/2019,,,לא מתחייבת לחלק תשלומים,3.53,3.53,,,א'-ה',18.2,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,117.02,117.02,0.23,23/01/2019,,,לא מתחייבת לחלק תשלומים,3.37,3.37,-2.09,1.90,א'-ה',21.7,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,290.44,290.44,0.15,23/01/2019,,,לא מתחייבת לחלק תשלומים,1.96,1.96,1.65,1.75,א'-ה',117.6,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,111.18,111.18,0.26,23/01/2019,,,לא מתחייבת לחלק תשלומים,2.56,2.56,-2.65,1.93,א'-ה',35.1,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,166.61,166.61,0.13,23/01/2019,,,לא מתחייבת לחלק תשלומים,2.05,2.05,1.08,1.97,א'-ה',26.0,0.000,1.380,0.055,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,86.96,86.96,0.17,23/01/2019,,,לא מתחייבת לחלק תשלומים,4.59,4.59,,,א'-ה',4.2,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,167.03,167.03,0.27,23/01/2019,,,לא מתחייבת לחלק תשלומים,4.06,4.06,-3.24,2.03,א'-ה',8.3,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,662.42,662.42,0.02,23/01/2019,,,לא מתחייבת לחלק תשלומים,3.03,3.03,4.26,1.91,א'-ה',23.5,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
