תוצאות חיפוש קרנות נאמנות (סה"כ 1445 קרנות)
 12/09/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות דיבידנד,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,102.92,102.92,0.05,06/09/2018,,,לא מתחייבת לחלק תשלומים,-0.79,,,,,9.6,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,120.66,120.66,-0.84,06/09/2018,,,לא מתחייבת לחלק תשלומים,-2.52,14.35,20.18,1.83,,84.4,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,642.81,642.81,-0.18,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.41,1.08,10.09,1.57,א'-ה',27.6,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,113.53,111.30,-0.18,06/09/2018,,,לא מתחייבת לחלק תשלומים,-0.68,3.36,5.87,0.57,,46.7,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,332.12,325.61,0.14,12/09/2018,,,לא מתחייבת לחלק תשלומים,-0.35,0.04,3.00,0.51,א'-ה',55.9,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,107.10,107.10,-1.32,06/09/2018,,,לא מתחייבת לחלק תשלומים,-3.81,7.63,,2.25,,5.2,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,199.74,199.74,-0.62,12/09/2018,,,לא מתחייבת לחלק תשלומים,-2.00,-0.32,3.37,1.16,א'-ה',447.0,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,103.07,103.07,-0.06,06/09/2018,,,לא מתחייבת לחלק תשלומים,-1.53,0.94,2.82,1.26,,35.6,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,116.26,116.26,-0.94,06/09/2018,,,לא מתחייבת לחלק תשלומים,-1.82,4.92,13.49,1.67,,23.6,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,246.77,246.77,-0.77,06/09/2018,,,לא מתחייבת לחלק תשלומים,-2.12,7.76,12.59,2.04,ב'-ה',93.7,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,109.10,109.09,-0.20,06/09/2018,,,לא מתחייבת לחלק תשלומים,-1.38,0.15,3.28,1.06,,40.4,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,129.45,129.45,-1.78,06/09/2018,,,לא מתחייבת לחלק תשלומים,-2.62,4.80,16.06,1.26,ב'-ה',156.7,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,100.94,100.94,-0.48,06/09/2018,,,לא מתחייבת לחלק תשלומים,-0.78,,,,,15.4,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,100.96,100.96,-0.23,06/09/2018,,,לא מתחייבת לחלק תשלומים,-0.27,,,,,16.6,0.000,1.500,0.030,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,230.18,230.18,-0.20,12/09/2018,,,לא מתחייבת לחלק תשלומים,-0.78,1.15,5.03,0.87,א'-ה',1391.8,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,332.06,332.05,-0.22,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.36,4.16,11.47,1.03,א'-ה',151.4,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,534.71,534.61,-0.55,06/09/2018,,,לא מתחייבת לחלק תשלומים,-1.63,3.87,,1.20,ב'-ה',14.3,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,106.46,106.46,-0.22,06/09/2018,,,לא מתחייבת לחלק תשלומים,-1.34,6.12,,1.21,,7.6,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,107.60,107.60,-0.22,06/09/2018,,,לא מתחייבת לחלק תשלומים,-0.92,2.85,7.39,0.85,,139.0,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,149.50,149.50,-0.05,06/09/2018,,,לא מתחייבת לחלק תשלומים,-0.66,3.80,5.98,0.71,ב'-ה',644.7,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,99.93,99.93,0.08,06/09/2018,,,לא מתחייבת לחלק תשלומים,-0.95,-1.06,2.54,0.90,ב'-ה',5.9,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,113.06,110.84,0.08,06/09/2018,,,לא מתחייבת לחלק תשלומים,-0.46,3.17,5.26,0.70,,55.7,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,94.43,94.40,-0.40,06/09/2018,,,לא מתחייבת לחלק תשלומים,-1.88,-5.60,,1.10,,2.9,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,60.60,60.60,-0.13,06/09/2018,,,לא מתחייבת לחלק תשלומים,-1.50,29.57,44.60,1.92,ב'-ה',904.8,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,285.73,285.73,0.00,06/09/2018,,,לא מתחייבת לחלק תשלומים,-1.17,-0.22,,1.77,ב'-ה',29.3,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,104.43,104.43,0.13,06/09/2018,,,לא מתחייבת לחלק תשלומים,-0.82,3.38,,0.97,,4.4,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1451.32,1451.32,-0.42,06/09/2018,,,לא מתחייבת לחלק תשלומים,-2.25,0.87,2.05,1.08,ב'-ה',19.7,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,101.81,101.81,-2.09,06/09/2018,,,לא מתחייבת לחלק תשלומים,-3.55,1.43,3.20,1.74,,16.1,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,110.81,110.81,-0.11,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.96,8.18,16.57,1.82,א'-ה',27.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,111.35,111.35,-0.15,12/09/2018,,,לא מתחייבת לחלק תשלומים,-2.32,7.45,,1.76,,2.7,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,163.55,163.55,-0.12,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.96,8.13,16.49,1.82,א'-ה',175.3,0.000,0.100,0.015,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,126.31,126.31,-0.01,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.92,15.49,26.80,1.99,א'-ה',299.2,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,365.85,365.85,-0.11,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.96,8.02,16.28,1.82,א'-ה',112.9,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,151.87,151.87,0.11,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.18,6.14,11.31,1.82,א'-ה',32.4,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,6,4A,מניות בארץ,מדד מניות,ת"א 35,110.20,110.20,0.01,12/09/2018,,,לא מתחייבת לחלק תשלומים,-0.80,7.34,,1.73,,0.2,0.000,0.550,0.025,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,742.12,742.12,-0.26,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.71,11.89,17.62,1.89,א'-ה',102.2,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,762.42,762.42,-0.59,12/09/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-2.57,1.99,8.86,2.02,א'-ה',15.4,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,120.94,120.94,-0.93,12/09/2018,,,לא מתחייבת לחלק תשלומים,-3.16,6.26,15.88,1.90,א'-ה',16.3,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,114.86,114.86,-0.10,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.93,8.23,16.57,1.82,,11.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,100.78,100.78,-0.11,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.96,8.10,16.47,1.82,א'-ה',100.2,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,208.43,208.43,-0.88,12/09/2018,,,לא מתחייבת לחלק תשלומים,-4.46,13.26,26.47,3.45,א'-ה',21.6,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,132.23,132.23,-0.11,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.98,8.49,17.15,1.72,א'-ה',46.1,0.000,0.250,0.015,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,162.14,162.14,-0.14,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.63,7.59,15.45,1.75,א'-ה',360.9,0.000,0.100,0.015,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,114.10,114.10,-0.13,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.63,7.60,15.47,1.75,א'-ה',38.1,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,154.00,154.00,-0.53,12/09/2018,,,לא מתחייבת לחלק תשלומים,-2.05,7.14,14.95,1.74,א'-ה',68.7,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,137.61,137.61,-0.37,12/09/2018,,,לא מתחייבת לחלק תשלומים,-0.79,6.54,16.56,1.76,א'-ה',150.0,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,137.44,137.44,-0.49,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.19,2.29,10.78,1.73,א'-ה',336.6,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,152.26,152.26,-0.13,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.63,7.45,15.21,1.74,א'-ה',92.9,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3847.46,3847.46,-0.21,12/09/2018,,,לא מתחייבת לחלק תשלומים,-0.98,7.86,15.02,1.59,א'-ה',11.6,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,105.18,105.18,0.01,12/09/2018,,,לא מתחייבת לחלק תשלומים,-0.46,1.02,8.21,1.54,,18.0,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,154.07,154.07,-0.41,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.30,3.53,15.05,1.50,א'-ה',11.8,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,122.26,122.26,-0.33,12/09/2018,,,לא מתחייבת לחלק תשלומים,-2.08,2.29,9.33,1.60,א'-ה',23.9,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,303.94,303.94,-0.27,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.27,6.37,12.93,1.28,א'-ה',104.0,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,118.02,118.02,0.02,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.70,3.34,6.30,1.48,א'-ה',40.5,0.000,2.130,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,176.81,176.81,-0.69,12/09/2018,,,לא מתחייבת לחלק תשלומים,-2.02,7.27,15.93,1.67,א'-ה',31.2,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,93.42,93.42,-0.56,12/09/2018,,,לא מתחייבת לחלק תשלומים,-2.04,,,,א'-ה',4.3,0.000,1.950,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,174.38,174.38,-0.29,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.29,1.02,5.02,1.87,א'-ה',10.6,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,103.86,103.86,-0.05,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.00,0.78,,1.64,,10.7,0.000,0.750,0.025,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,113.04,113.04,-0.11,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.61,7.64,15.41,1.74,א'-ה',30.1,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,683.69,683.69,0.51,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.07,7.61,11.09,1.54,א'-ה',27.1,0.000,1.970,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,295.77,295.77,0.15,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.47,6.61,12.60,1.36,א'-ה',29.7,0.000,2.960,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3361.46,3361.46,-0.10,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.77,4.11,10.17,1.70,א'-ה',52.9,0.000,2.420,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,245.89,245.89,0.10,12/09/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,-1.63,1.45,6.73,1.61,א'-ה',55.8,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,238.98,238.98,-0.34,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.45,2.50,8.47,1.32,א'-ה',218.6,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,360.54,360.54,-0.13,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.27,6.94,14.62,1.34,א'-ה',201.3,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,103.01,103.01,-0.08,12/09/2018,,,לא מתחייבת לחלק תשלומים,-1.31,6.05,13.66,1.59,א'-ה',52.0,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,121.57,121.57,-0.65,12/09/2018,,,לא מתחייבת לחלק תשלומים,-2.01,11.51,19.66,1.28,,14.4,0.000,0.790,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
