תוצאות חיפוש קרנות נאמנות (סה"כ 1445 קרנות)
 16/09/2018 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות דיבידנד,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,99.82,99.82,-0.06,13/09/2018,,,לא מתחייבת לחלק תשלומים,-1.81,-0.90,3.47,1.14,ב'-ה',32.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,135.11,135.11,0.69,16/09/2018,,,לא מתחייבת לחלק תשלומים,-0.50,-0.89,3.41,1.02,א'-ה',37.0,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,104.34,104.34,0.34,13/09/2018,,,לא מתחייבת לחלק תשלומים,-2.82,-3.42,1.73,1.25,,10.8,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05124797,,4D,גמישות,,,110.80,110.80,-0.69,13/09/2018,,,לא מתחייבת לחלק תשלומים,-2.47,8.65,11.78,1.28,,66.2,0.000,1.260,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,112.43,112.43,0.26,13/09/2018,,,לא מתחייבת לחלק תשלומים,-0.41,4.53,8.16,0.77,,1580.7,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,96.85,96.85,0.31,13/09/2018,,,לא מתחייבת לחלק תשלומים,-1.95,-3.15,,1.41,,0.7,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4643.47,4643.47,0.48,16/09/2018,,,לא מתחייבת לחלק תשלומים,-0.52,4.94,8.47,1.13,א'-ה',245.2,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,675.37,675.37,0.18,13/09/2018,,,לא מתחייבת לחלק תשלומים,-1.16,1.02,3.94,1.31,ב'-ה',230.2,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,110.94,110.94,0.10,13/09/2018,,,לא מתחייבת לחלק תשלומים,-1.10,6.05,,0.80,,104.9,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,98.65,98.65,0.90,13/09/2018,,,לא מתחייבת לחלק תשלומים,-0.42,,,,ב'-ה',7.1,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
