תוצאות חיפוש קרנות נאמנות (סה"כ 1487 קרנות)
 07/10/2018 ***

Name ,Tax  Status*,Security Number,Code ,ExposureProfile ,Classification Major,Classification Main,Classification Secondary,Purchase Price,Redemption Price,Change from previous day (%),Last update of fund's prices and yields,FundDepositsTBills FundEstimatedYield,FundDepositsTBills FundEstimatedYieldDate****,Dividend Policy,Yield MTD (%),Yield YTD (%),12 Month Yield (%),Standard Deviation,Days Offer,Asset Value,Sales Load (%),Management fee (%),Trustee fee (%),Distribution Commission,Manager,Trustee
אושן 4D גמישה,פטורה,05119995,2,4D,גמישות,,,103.69,103.69,-0.24,04/10/2018,,,לא מתחייבת לחלק תשלומים,1.23,2.94,5.32,1.18,ב'-ה',32.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,135.53,135.53,-0.13,07/10/2018,,,לא מתחייבת לחלק תשלומים,-0.37,-0.58,2.10,1.00,א'-ה',37.0,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,2,4D,גמישות,,,106.32,106.31,-0.77,04/10/2018,,,לא מתחייבת לחלק תשלומים,0.41,-1.60,1.28,1.31,,10.8,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05124797,2,4D,גמישות,,,115.18,115.18,-0.83,04/10/2018,,,לא מתחייבת לחלק תשלומים,1.25,12.94,15.40,1.34,,66.2,0.000,1.260,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,112.73,112.73,-0.44,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.49,4.81,8.14,0.77,,1580.7,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,95.90,95.90,-1.57,04/10/2018,,,לא מתחייבת לחלק תשלומים,-2.28,-4.10,,1.48,,0.7,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4650.24,4650.24,-0.55,07/10/2018,,,לא מתחייבת לחלק תשלומים,-0.43,5.09,7.09,1.08,א'-ה',245.2,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,683.73,683.73,-1.18,04/10/2018,,,לא מתחייבת לחלק תשלומים,-0.06,2.27,3.42,1.23,ב'-ה',230.2,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,111.83,111.83,-0.41,04/10/2018,,,לא מתחייבת לחלק תשלומים,0.03,6.90,11.37,0.78,,104.9,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,2,4D,גמישות,,,96.22,96.22,-1.11,04/10/2018,,,לא מתחייבת לחלק תשלומים,-1.06,,,,ב'-ה',7.1,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
