תוצאות חיפוש קרנות נאמנות (סה"כ 2054 קרנות)
 11/02/2019 ***

Name ,Tax  Status*,Security Number,Code ,ExposureProfile ,Classification Major,Classification Main,Classification Secondary,Purchase Price,Redemption Price,Change from previous day (%),Last update of fund's prices and yields,FundDepositsTBills FundEstimatedYield,FundDepositsTBills FundEstimatedYieldDate****,Dividend Policy,Yield MTD (%),Yield YTD (%),12 Month Yield (%),Standard Deviation,Days Offer,Asset Value,Sales Load (%),Management fee (%),Trustee fee (%),Distribution Commission,Manager,Trustee
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,91.61,91.61,-1.03,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.61,5.88,-12.22,2.42,ב'-ה',16.7,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4D גמישה,פטורה,05124797,,4D,גמישות,,,104.77,104.77,-1.18,07/02/2019,,,לא מתחייבת לחלק תשלומים,-1.85,11.47,1.12,2.85,,44.6,0.000,1.260,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,108.86,108.86,-0.76,07/02/2019,,,לא מתחייבת לחלק תשלומים,0.42,9.19,-0.29,2.12,,1041.2,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא טק גמישה,פטורה,05128293,,4D,גמישות,,,101.41,101.41,-0.56,07/02/2019,,,לא מתחייבת לחלק תשלומים,0.09,4.60,,,,0.4,0.000,0.500,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4477.50,4477.50,0.20,11/02/2019,,,לא מתחייבת לחלק תשלומים,0.37,5.10,-0.65,1.84,א'-ה',208.8,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,647.14,647.14,-0.75,07/02/2019,,,לא מתחייבת לחלק תשלומים,0.30,5.59,-5.57,1.93,ב'-ה',196.4,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,109.01,109.01,-0.55,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.47,1.90,1.57,1.06,,186.5,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,102.25,102.25,-0.11,07/02/2019,,,לא מתחייבת לחלק תשלומים,1.81,10.20,,1.57,,8.3,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,117.62,117.62,-0.11,07/02/2019,,,לא מתחייבת לחלק תשלומים,0.27,6.22,6.68,2.22,,131.1,0.000,1.640,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,631.24,631.24,-0.05,11/02/2019,,,לא מתחייבת לחלק תשלומים,-0.56,1.95,-3.43,1.47,א'-ה',25.0,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,108.75,106.62,-0.30,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.01,1.70,-2.27,1.00,,45.1,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,325.45,319.07,-0.03,11/02/2019,,,לא מתחייבת לחלק תשלומים,-0.22,0.77,-2.58,0.67,א'-ה',51.9,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,,4D,גמישות,,,100.31,100.31,0.01,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.10,1.46,,,,2.1,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,97.53,97.53,-0.94,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.44,11.49,-4.34,3.66,,3.4,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,194.37,194.37,0.27,11/02/2019,,,לא מתחייבת לחלק תשלומים,-0.15,4.84,-4.57,1.60,א'-ה',343.4,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,96.11,96.11,-0.87,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.14,5.13,-6.62,1.98,,21.5,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,111.28,111.28,-1.26,07/02/2019,,,לא מתחייבת לחלק תשלומים,0.06,7.35,-4.42,2.30,,12.6,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,229.43,229.43,-1.12,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.33,9.49,-4.40,3.38,ב'-ה',65.5,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,107.98,107.97,-0.71,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.02,4.74,-2.85,1.66,,24.4,0.000,1.590,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,126.57,126.57,-2.39,07/02/2019,,,לא מתחייבת לחלק תשלומים,-1.30,8.39,-0.36,3.23,ב'-ה',185.0,0.000,1.400,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,100.89,100.89,-0.96,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.62,6.26,,1.63,,16.0,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,99.36,99.36,-0.36,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.16,0.72,,0.67,,32.8,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,226.18,226.18,0.18,11/02/2019,,,לא מתחייבת לחלק תשלומים,-0.33,3.34,-1.82,1.13,א'-ה',1176.6,0.000,1.880,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,320.91,320.90,0.19,11/02/2019,,,לא מתחייבת לחלק תשלומים,-0.14,4.53,-2.17,1.61,א'-ה',165.3,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,518.23,518.11,-1.20,07/02/2019,,,לא מתחייבת לחלק תשלומים,-0.69,5.91,-2.43,2.19,ב'-ה',14.3,0.000,1.500,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,104.84,104.84,-0.56,07/02/2019,,,לא מתחייבת לחלק תשלומים,0.58,4.64,2.28,1.74,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
