תוצאות חיפוש קרנות נאמנות (סה"כ 1427 קרנות)
 22/05/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.11,100.11,0.33,21/05/2018,,,לא מתחייבת לחלק תשלומים,-0.14,-0.62,2.96,1.47,ב'-ה',39.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,133.17,133.17,0.01,22/05/2018,,,לא מתחייבת לחלק תשלומים,-0.18,-2.31,-4.18,1.35,א'-ה',40.1,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,104.49,104.47,0.10,21/05/2018,,,לא מתחייבת לחלק תשלומים,-0.91,-3.30,-1.97,1.37,,26.8,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,104.70,104.70,0.23,21/05/2018,,,לא מתחייבת לחלק תשלומים,1.68,-4.78,-1.87,1.45,,33.1,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,112.10,112.10,0.22,21/05/2018,,,לא מתחייבת לחלק תשלומים,1.23,4.22,12.11,0.78,,961.9,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,97.37,97.37,-0.47,21/05/2018,,,לא מתחייבת לחלק תשלומים,0.16,-2.63,,,,2.9,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4413.03,4413.03,-0.10,22/05/2018,,,לא מתחייבת לחלק תשלומים,1.73,-0.27,3.60,1.15,א'-ה',269.2,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,653.76,653.76,0.48,21/05/2018,,,לא מתחייבת לחלק תשלומים,1.11,-2.21,-0.36,1.63,ב'-ה',232.3,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,108.05,108.05,0.29,21/05/2018,,,לא מתחייבת לחלק תשלומים,1.58,3.29,,1.18,,49.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,95.66,95.66,-0.19,22/05/2018,,,לא מתחייבת לחלק תשלומים,1.23,-4.26,0.31,1.61,א'-ה',5.2,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
