תוצאות חיפוש קרנות נאמנות (סה"כ 1440 קרנות)
 18/07/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
DAX 30 4A MTF מנוטרלת מטח,פטורה,05127659,,,,,,100.00,100.00,0.00,17/07/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,,0.250,0.020,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
DAX 30 4D MTF סד-2,פטורה,05127642,,,,,,100.00,100.00,0.00,17/07/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,,0.250,0.020,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
MTF 00 תל בונד - גלובל,פטורה,05127675,,,,,,100.11,100.11,0.11,18/07/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,,0.200,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
MTF 00 תל בונד שקלי סד-2,פטורה,05127709,,,,,,100.09,100.09,0.09,18/07/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,,0.200,0.015,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,99.92,99.92,-0.29,17/07/2018,,,לא מתחייבת לחלק תשלומים,-0.65,-0.80,4.55,1.48,ב'-ה',36.1,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,130.82,130.82,-0.08,18/07/2018,,,לא מתחייבת לחלק תשלומים,-0.35,-4.03,-7.66,1.29,א'-ה',38.8,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,102.91,102.90,-0.34,17/07/2018,,,לא מתחייבת לחלק תשלומים,0.38,-4.76,-2.92,1.39,,16.7,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,100.64,100.64,0.08,17/07/2018,,,לא מתחייבת לחלק תשלומים,-0.72,-8.48,-5.47,1.60,,19.5,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,110.41,110.41,0.10,17/07/2018,,,לא מתחייבת לחלק תשלומים,0.12,2.65,10.02,0.72,,1518.8,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלמ תלתן 4D גמישה,פטורה,05124797,,4D,גמישות,,,112.88,112.88,-0.34,17/07/2018,,,לא מתחייבת לחלק תשלומים,1.30,10.69,12.88,1.67,,28.5,0.000,1.200,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
