תוצאות חיפוש קרנות נאמנות (סה"כ 1412 קרנות)
 17/04/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,107.37,107.37,0.07,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.66,1.75,3.16,2.03,,5.7,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,621.88,621.88,-0.12,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.62,-2.22,6.91,1.60,א'-ה',34.5,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,109.67,107.52,0.21,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.92,-0.15,4.23,0.56,,44.8,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,329.32,322.86,-0.01,17/04/2018,,,לא מתחייבת לחלק תשלומים,0.43,-0.80,3.84,0.50,א'-ה',65.2,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,4,4D,גמישות,,,99.31,99.31,-0.67,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.53,-0.20,,,,0.9,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,198.85,198.85,0.27,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.91,-0.77,5.37,1.00,א'-ה',526.0,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,4,4D,גמישות,,,100.54,100.54,0.24,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.93,-1.54,,1.16,,38.7,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,4,4D,גמישות,,,110.70,110.70,-0.39,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.18,-0.10,11.69,2.21,,15.1,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,4,4D,גמישות,,,229.32,229.32,-0.34,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.46,0.14,17.44,2.45,ב'-ה',78.5,0.000,2.850,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,4,4D,גמישות,,,108.64,108.64,0.54,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.27,-0.27,4.66,0.94,,60.8,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,4,4D,גמישות,,,127.07,125.19,-0.96,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.90,1.35,13.20,1.78,ב'-ה',95.0,1.500,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,225.06,225.06,0.13,17/04/2018,,,לא מתחייבת לחלק תשלומים,0.89,-1.10,4.85,0.80,א'-ה',1793.0,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,318.53,318.53,0.34,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.35,-0.08,8.52,0.94,א'-ה',142.8,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,4,4D,גמישות,,,513.09,513.03,0.86,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.55,-0.32,,,ב'-ה',12.8,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,4,4D,גמישות,,,100.75,100.75,0.89,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.91,0.43,,,,5.9,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4D גמישה,פטורה,05124060,4,4D,גמישות,,,101.39,101.39,0.95,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.21,-1.64,1.46,1.10,,2.5,0.000,1.250,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורטה 4D השקעות,פטורה,05124995,4,4D,גמישות,,,104.74,104.74,0.57,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.82,0.11,,0.75,,122.8,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,4,4D,גמישות,,,144.19,144.19,0.50,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.85,0.11,5.40,0.76,ב'-ה',685.5,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,4,4D,גמישות,,,99.34,99.34,0.39,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.21,-1.64,9.25,1.42,ב'-ה',10.4,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,4,4D,גמישות,,,108.93,106.79,0.54,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.80,-0.60,2.20,0.67,,54.1,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,4,4D,גמישות,,,95.11,95.07,0.38,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.18,-4.93,,,,2.5,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,4,4D,גמישות,,,53.90,53.90,0.26,16/04/2018,,,לא מתחייבת לחלק תשלומים,3.32,15.24,29.72,2.37,ב'-ה',207.0,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תלתן 4D גמישה,פטורה,05124797,4,4D,גמישות,,,103.01,103.01,0.37,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.12,1.01,,1.36,,6.3,0.000,1.200,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,4,5D,גמישות,,,273.50,273.50,0.42,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.11,-4.49,,,ב'-ה',29.8,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,4,5D,גמישות,,,101.05,101.05,0.60,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.32,0.03,,,,7.0,0.000,1.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,4,5D,גמישות,,,1405.30,1405.30,0.45,16/04/2018,,,לא מתחייבת לחלק תשלומים,0.41,-2.33,0.92,1.07,ב'-ה',20.0,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,4,5E,גמישות,,,103.43,103.43,-1.05,16/04/2018,,,לא מתחייבת לחלק תשלומים,-1.06,0.41,2.87,2.20,,14.5,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,100.70,100.70,0.55,17/04/2018,,,לא מתחייבת לחלק תשלומים,3.36,-1.69,6.17,1.44,א'-ה',15.9,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,102.99,102.99,0.34,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.90,-0.62,,,,1.2,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,148.68,148.68,0.55,17/04/2018,,,לא מתחייבת לחלק תשלומים,3.36,-1.70,6.12,1.44,א'-ה',171.6,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,113.06,113.06,1.06,17/04/2018,,,לא מתחייבת לחלק תשלומים,4.69,3.37,22.36,1.60,א'-ה',68.7,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,332.83,332.83,0.55,17/04/2018,,,לא מתחייבת לחלק תשלומים,3.34,-1.73,5.93,1.44,א'-ה',107.0,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,139.33,139.33,0.69,17/04/2018,,,לא מתחייבת לחלק תשלומים,3.03,-2.63,4.03,1.54,א'-ה',35.9,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,,4A,מניות בארץ,מדד מניות,ת"א 35,101.50,101.50,0.34,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.67,-1.13,,,,0.2,0.000,0.550,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,655.78,655.78,0.73,17/04/2018,,,לא מתחייבת לחלק תשלומים,3.82,-1.13,7.48,1.38,א'-ה',93.6,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,726.97,726.97,0.58,17/04/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,3.34,-2.75,2.43,1.55,א'-ה',15.8,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4A מניות ת"א 35,פטורה,05126461,,4A,מניות בארץ,מדד מניות,ת"א 35,283.71,283.71,0.14,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.65,-0.67,1.06,1.35,א'-ה',10.0,0.000,2.000,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,111.35,111.35,0.55,17/04/2018,,,לא מתחייבת לחלק תשלומים,3.54,-2.16,9.10,1.58,א'-ה',14.4,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,104.33,104.33,0.55,17/04/2018,,,לא מתחייבת לחלק תשלומים,3.36,-1.70,6.20,1.44,,6.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,91.63,91.63,0.55,17/04/2018,,,לא מתחייבת לחלק תשלומים,3.35,-1.72,6.15,1.44,א'-ה',99.3,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,176.24,176.24,0.96,17/04/2018,,,לא מתחייבת לחלק תשלומים,6.09,-4.23,7.78,2.73,א'-ה',24.1,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,121.12,121.12,0.14,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.49,-0.62,12.29,1.38,א'-ה',29.4,0.000,0.250,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,148.69,148.69,0.39,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.74,-1.33,7.49,1.45,א'-ה',395.2,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,104.62,104.62,0.39,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.74,-1.34,7.50,1.45,א'-ה',27.5,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,141.83,141.83,0.39,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.70,-1.33,7.50,1.43,א'-ה',67.3,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,127.79,127.79,0.16,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.35,-1.06,4.94,1.85,א'-ה',169.9,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,131.40,131.40,0.18,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.57,-2.20,6.81,1.76,א'-ה',479.7,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,139.70,139.70,0.39,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.71,-1.41,7.22,1.44,א'-ה',91.4,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3521.22,3521.22,0.18,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.66,-1.28,8.89,1.33,א'-ה',11.9,0.000,1.550,0.070,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,100.26,100.26,-0.13,17/04/2018,,,לא מתחייבת לחלק תשלומים,0.21,-3.71,,1.69,,25.1,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,146.96,146.96,-0.07,17/04/2018,,,לא מתחייבת לחלק תשלומים,0.18,-1.24,9.29,1.91,א'-ה',12.9,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,116.24,116.24,0.11,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.81,-2.74,5.34,1.45,א'-ה',23.0,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,287.62,287.62,0.11,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.75,0.66,10.51,1.20,א'-ה',75.1,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,112.42,112.42,-0.04,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.58,-1.57,1.51,1.27,א'-ה',38.6,0.000,2.130,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,162.47,162.47,0.32,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.16,-1.43,11.05,1.63,א'-ה',20.6,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,165.78,165.78,0.13,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.51,-3.96,0.73,1.63,א'-ה',11.3,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,100.62,100.62,0.05,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.11,-2.37,,,,18.0,0.000,0.750,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,103.66,103.66,0.39,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.73,-1.29,7.46,1.44,א'-ה',19.0,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,640.18,640.18,0.24,17/04/2018,,,לא מתחייבת לחלק תשלומים,0.87,0.76,8.93,1.56,א'-ה',29.6,0.000,1.970,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,279.46,279.46,0.60,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.88,0.73,11.31,1.21,א'-ה',28.1,0.000,2.960,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3170.53,3170.53,0.38,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.75,-1.81,8.28,1.39,א'-ה',52.8,0.000,2.420,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,231.91,231.91,-0.16,17/04/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.62,-4.32,2.06,1.72,א'-ה',93.1,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,228.83,228.83,0.08,17/04/2018,,,לא מתחייבת לחלק תשלומים,1.14,-1.86,5.27,1.13,א'-ה',227.8,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,337.45,337.45,0.38,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.00,0.09,10.97,1.19,א'-ה',184.5,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,95.82,95.82,0.47,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.43,-1.35,8.06,1.40,א'-ה',54.8,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,111.20,111.20,0.32,17/04/2018,,,לא מתחייבת לחלק תשלומים,2.00,2.00,,1.10,,2.3,0.000,0.790,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4C תא LARGE CAP 125,פטורה,05106968,4,4C,מניות בארץ,מדד מניות,ת"א 125,105.78,105.78,1.11,16/04/2018,,,לא מתחייבת לחלק תשלומים,1.86,-3.34,3.40,1.53,ב'-ה',19.5,0.000,1.990,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
