תוצאות חיפוש קרנות נאמנות (סה"כ 2060 קרנות)
 07/01/2019 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,106.87,104.77,-0.20,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.07,-0.07,-2.70,0.98,,47.0,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,323.45,317.11,0.03,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.15,0.15,-2.57,0.66,א'-ה',53.2,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,,4D,גמישות,,,98.58,98.58,-0.32,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.29,-0.29,,,,,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,88.72,88.72,-0.49,03/01/2019,,,לא מתחייבת לחלק תשלומים,1.42,1.42,-10.84,3.42,,3.3,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,186.08,186.08,0.20,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.37,0.37,-7.14,1.47,א'-ה',382.7,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,90.65,90.65,-1.03,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.84,-0.84,-11.22,1.84,,26.9,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,101.32,101.32,-2.48,03/01/2019,,,לא מתחייבת לחלק תשלומים,-2.26,-2.26,-8.56,2.09,,18.9,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,204.25,204.25,-2.80,03/01/2019,,,לא מתחייבת לחלק תשלומים,-2.52,-2.52,-10.80,3.04,ב'-ה',80.7,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,102.37,102.37,-1.23,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.69,-0.69,-6.02,1.58,,28.8,0.000,1.590,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,113.75,113.75,-3.15,03/01/2019,,,לא מתחייבת לחלק תשלומים,-2.59,-2.59,-7.91,2.76,ב'-ה',211.8,0.000,1.400,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,93.89,93.89,-1.51,03/01/2019,,,לא מתחייבת לחלק תשלומים,-1.12,-1.12,,1.24,,15.8,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,98.43,98.43,-0.76,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.22,-0.22,,0.64,,33.9,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,220.65,220.65,0.12,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.82,0.82,-3.04,1.05,א'-ה',1280.4,0.000,1.880,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,311.97,311.96,0.25,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.62,1.62,-2.14,1.54,א'-ה',185.6,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,485.88,485.75,-1.60,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.70,-0.70,-5.62,2.06,ב'-ה',15.7,0.000,1.500,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,99.44,99.44,-1.35,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.75,-0.75,-0.88,1.71,,10.4,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא תיק השקעות גמיש,פטורה,05125679,,4D,גמישות,,,91.45,91.45,,03/01/2019,,,לא מתחייבת לחלק תשלומים,,,,,ב'-ה',3.5,0.000,0.690,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,98.82,98.82,-0.92,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.26,-0.26,-5.54,1.42,,139.5,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,144.25,144.25,-0.65,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.53,-0.53,0.15,0.86,ב'-ה',626.9,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,95.10,95.10,-0.82,03/01/2019,,,לא מתחייבת לחלק תשלומים,0.27,0.27,-5.84,1.35,ב'-ה',5.8,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,108.20,106.08,-0.71,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.11,-0.11,-1.26,1.11,,56.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,83.41,83.39,-1.50,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.66,-0.66,-16.61,1.92,,2.8,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,52.72,52.72,-1.40,03/01/2019,,,לא מתחייבת לחלק תשלומים,-1.46,-1.46,12.72,2.90,ב'-ה',909.8,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן גמישה,פטורה,05128426,,4D,גמישות,,,99.96,99.96,0.00,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.01,-0.01,,,,,,1.690,0.040,0.35%,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,251.58,251.58,-1.86,03/01/2019,,,לא מתחייבת לחלק תשלומים,-1.18,-1.18,-12.15,1.93,ב'-ה',27.9,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,91.52,91.52,-2.67,03/01/2019,,,לא מתחייבת לחלק תשלומים,-1.44,-1.44,-9.40,2.09,,4.6,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1332.95,1332.95,-0.99,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.39,-0.39,-7.36,1.59,ב'-ה',19.6,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,84.01,83.99,-4.22,03/01/2019,,,לא מתחייבת לחלק תשלומים,-3.65,-3.65,-12.90,2.94,,13.5,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,143.09,143.09,0.50,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.40,1.40,0.00,2.12,א'-ה',30.0,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,686.39,686.39,0.37,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.08,1.08,3.49,2.17,א'-ה',102.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,700.74,700.74,0.56,07/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,2.22,2.22,-6.26,2.61,א'-ה',16.2,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,109.14,109.14,0.50,07/01/2019,,,לא מתחייבת לחלק תשלומים,2.06,2.06,-4.10,2.48,א'-ה',16.5,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,175.55,175.20,0.60,07/01/2019,,,לא מתחייבת לחלק תשלומים,2.32,2.32,-4.79,4.25,א'-ה',23.7,0.200,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי מניות ישראל,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3635.86,3635.86,0.11,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.10,0.10,1.93,1.93,א'-ה',13.6,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,128.81,128.81,0.44,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.34,1.34,,,א'-ה',21.9,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,143.19,143.19,0.22,07/01/2019,,,לא מתחייבת לחלק תשלומים,2.02,2.02,-3.78,1.81,א'-ה',11.5,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,114.63,114.63,0.49,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.26,1.26,-4.09,1.90,א'-ה',23.2,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,287.52,287.52,0.27,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.93,0.93,0.63,1.75,א'-ה',123.3,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,109.51,109.51,0.16,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.01,1.01,-4.12,1.93,א'-ה',38.9,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,164.31,164.31,0.32,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.64,0.64,-0.32,1.97,א'-ה',30.6,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,84.40,84.40,0.26,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.52,1.52,,,א'-ה',4.7,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,163.57,163.57,0.55,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.90,1.90,-5.24,2.03,א'-ה',9.9,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,653.25,653.25,0.15,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.61,1.61,2.82,1.91,א'-ה',26.2,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,274.91,274.91,0.54,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.08,1.08,-0.91,1.97,א'-ה',28.4,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3153.09,3153.09,0.35,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.01,1.01,-2.35,1.90,א'-ה',53.5,0.000,2.420,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
י.ל מניות ערך,פטורה,05128368,,4B,מניות בארץ,מדד מניות,ת"א 125,101.01,101.01,0.28,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.86,0.86,,,,,,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,234.74,234.74,0.49,07/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.92,0.92,-3.15,2.00,א'-ה',47.3,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,227.31,227.31,0.28,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.00,1.00,-2.51,1.56,א'-ה',210.9,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,339.34,339.33,0.32,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.55,0.55,0.65,1.83,א'-ה',210.7,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,96.86,96.86,0.27,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.72,0.72,-0.28,1.98,א'-ה',57.3,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,111.79,111.79,0.13,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.65,0.65,2.54,2.18,,80.8,0.000,1.250,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4C תא LARGE CAP 125,פטורה,05106968,,4C,מניות בארץ,מדד מניות,ת"א 125,103.32,103.32,-1.03,03/01/2019,,,לא מתחייבת לחלק תשלומים,-0.96,-0.96,-5.58,2.11,ב'-ה',16.2,0.000,1.990,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"א 125 מנוהלת,פטורה,05110788,,4A,מניות בארץ,מדד מניות,ת"א 125,1506.74,1506.74,0.35,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.65,0.65,0.30,1.80,א'-ה',212.0,0.000,2.560,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A תיק מניות ממוקד,פטורה,05110754,,4A,מניות בארץ,מדד מניות,ת"א 125,1869.15,1869.15,0.50,07/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.74,0.74,1.38,1.89,א'-ה',81.9,0.000,1.480,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות מחקר פנימי,פטורה,05115860,,4B,מניות בארץ,מדד מניות,ת"א 125,100.44,100.44,0.35,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.68,0.68,-1.63,1.92,א'-ה',76.7,0.000,1.780,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4A שווה ת"א 125,פטורה,05115662,,4A,מניות בארץ,מדד מניות,ת"א 125,117.68,117.68,0.59,07/01/2019,,,לא מתחייבת לחלק תשלומים,1.00,1.00,-3.57,2.00,א'-ה',20.6,0.000,0.750,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B מניות ישראל,פטורה,05124219,,4B,מניות בארץ,מדד מניות,ת"א 125,320.53,320.53,-0.05,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.81,0.81,-0.55,2.06,א'-ה',15.3,0.000,1.080,0.050,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
הראל 4C מניות MID CAP,פטורה,05111299,,4C,מניות בארץ,מדד מניות,ת"א 90,2874.81,2874.81,-1.88,03/01/2019,,,לא מתחייבת לחלק תשלומים,-1.41,-1.41,,2.17,ב'-ה',27.8,0.000,2.340,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4A מניות MID CAP,פטורה,05103296,,4A,מניות בארץ,מדד מניות,ת"א 90,387.15,387.15,0.41,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.18,0.18,-0.74,1.86,א'-ה',166.7,0.000,1.690,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
פסגות 4A ת"א 90 ויתר,פטורה,05110713,,4A,מניות בארץ,מדד מניות,ת"א 90,2585.22,2585.22,0.37,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.65,0.65,-4.86,1.85,א'-ה',223.6,0.000,2.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A יתר,פטורה,05100144,,4A,מניות בארץ,מדד מניות,יתר,724.12,724.12,0.11,07/01/2019,,,לא מתחייבת לחלק תשלומים,2.25,2.25,-11.30,2.00,א'-ה',137.1,0.000,2.710,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלטשולר 40 יתר,פטורה,05105903,,40,מניות בארץ,מדד מניות,יתר,327.44,327.44,0.28,07/01/2019,,,לא מתחייבת לחלק תשלומים,2.07,2.07,-12.10,2.14,א'-ה',377.6,0.000,2.500,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
ילין 4B יתר קרן נאמנות,פטורה,05108873,,4B,מניות בארץ,מדד מניות,יתר,339.36,339.36,-0.04,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.73,0.73,-13.55,1.81,א'-ה',302.3,0.000,2.460,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4B יתר,פטורה,05126487,,4B,מניות בארץ,מדד מניות,יתר,531.84,531.83,-0.63,03/01/2019,,,לא מתחייבת לחלק תשלומים,0.15,0.15,-21.42,1.75,ב'-ה',7.2,0.000,1.900,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4B יתר,פטורה,05124326,,4B,מניות בארץ,מדד מניות,יתר,113.07,113.07,0.14,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.47,0.47,-7.36,1.50,,15.8,0.000,1.900,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,חברה לנאמנות של בנק אגוד בע"מ
פסגות 4A יתר,פטורה,05110820,,4A,מניות בארץ,מדד מניות,יתר,1123.14,1123.14,0.27,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.82,0.82,-11.32,1.90,א'-ה',131.6,0.000,2.920,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות והזדמנו אג,פטורה,05123716,,4B,מניות בארץ,מדד מניות,יתר,99.13,99.13,-0.54,03/01/2019,,,לא מתחייבת לחלק תשלומים,0.28,0.28,-13.33,1.53,ב'-ה',8.8,0.000,1.850,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B יתר,פטורה,05112115,,4B,מניות בארץ,מדד מניות,יתר,205.65,205.65,-0.56,03/01/2019,,,לא מתחייבת לחלק תשלומים,0.19,0.19,-12.85,1.90,ב'-ה',6.6,0.000,2.620,0.050,0.35%,קסם קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אלטשולר 4B נדל"ן,פטורה,05103700,,4B,מניות בארץ,מניות לפי ענפים,נדל"ן,476.58,476.58,0.70,07/01/2019,,,לא מתחייבת לחלק תשלומים,0.45,0.45,-6.99,1.57,א'-ה',283.4,0.000,1.240,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
