תוצאות חיפוש קרנות נאמנות (סה"כ 1430 קרנות)
 06/06/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,101.02,101.02,0.13,05/06/2018,,,לא מתחייבת לחלק תשלומים,-0.10,,,,,,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,119.42,119.42,1.23,05/06/2018,,,לא מתחייבת לחלק תשלומים,3.02,13.17,11.83,2.20,,6.1,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,617.93,617.93,-0.19,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.86,-2.84,2.69,1.85,א'-ה',32.7,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,111.33,109.15,0.04,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.41,1.37,4.05,0.63,,45.4,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,327.43,321.01,-0.21,06/06/2018,,,לא מתחייבת לחלק תשלומים,-0.08,-1.37,0.54,0.59,א'-ה',63.6,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,108.15,108.15,0.75,05/06/2018,,,לא מתחייבת לחלק תשלומים,3.79,8.68,,,,0.9,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,200.16,200.16,-0.02,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.88,-0.11,0.72,1.25,א'-ה',511.5,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,103.43,103.43,0.52,05/06/2018,,,לא מתחייבת לחלק תשלומים,1.50,1.29,,1.43,,36.8,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,115.20,115.20,0.22,05/06/2018,,,לא מתחייבת לחלק תשלומים,1.93,3.96,13.34,2.35,,14.2,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,244.18,244.18,0.80,05/06/2018,,,לא מתחייבת לחלק תשלומים,2.99,6.63,19.23,2.56,ב'-ה',76.3,0.000,2.850,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,109.28,109.28,0.25,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.91,0.32,1.36,1.11,,58.0,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,132.59,130.63,0.08,05/06/2018,,,לא מתחייבת לחלק תשלומים,1.33,5.76,20.46,1.77,ב'-ה',98.3,1.500,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,99.98,99.98,0.08,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.33,,,,,,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,225.85,225.85,0.00,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.59,-0.75,1.46,0.97,א'-ה',1703.8,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,322.07,322.07,-0.08,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.79,1.03,5.75,1.05,א'-ה',145.0,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,519.43,519.36,0.37,05/06/2018,,,לא מתחייבת לחלק תשלומים,1.25,0.91,,1.46,ב'-ה',13.0,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,102.77,102.77,0.34,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.80,2.44,,,,5.8,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,104.96,104.96,0.11,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.48,0.32,,0.87,,123.4,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,145.00,145.00,0.14,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.58,0.67,2.82,0.83,ב'-ה',649.8,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,99.98,99.98,0.08,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.69,-1.01,6.65,1.45,ב'-ה',8.4,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,110.09,107.93,-0.02,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.43,0.47,0.60,0.78,,54.9,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,95.55,95.52,-0.09,05/06/2018,,,לא מתחייבת לחלק תשלומים,1.40,-4.48,,,,2.5,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,58.59,58.59,0.10,05/06/2018,,,לא מתחייבת לחלק תשלומים,1.68,25.27,38.15,2.47,ב'-ה',319.3,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תלתן 4D גמישה,פטורה,05124797,,4D,גמישות,,,110.12,110.12,0.38,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.48,7.98,,1.66,,6.7,0.000,1.200,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,282.11,282.11,-0.19,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.36,-1.48,,,ב'-ה',30.1,0.000,2.430,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,101.28,101.28,0.14,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.93,0.26,,,,9.0,0.000,1.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1431.05,1431.05,0.11,05/06/2018,,,לא מתחייבת לחלק תשלומים,0.94,-0.54,-0.61,1.13,ב'-ה',19.6,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,107.96,107.96,0.42,05/06/2018,,,לא מתחייבת לחלק תשלומים,2.69,6.96,12.73,2.17,,15.3,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
4A MTF ת"א 35 סד-2,פטורה,05123377,,4A,מניות בארץ,מדד מניות,ת"א 35,103.61,103.61,-0.26,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.01,1.15,7.55,1.90,א'-ה',16.3,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF אנדקס מנ LARGE CAP,פטורה,05125232,,4A,מניות בארץ,מדד מניות,ת"א 35,105.79,105.79,-0.23,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.74,2.08,,,,1.5,0.000,0.450,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
MTF ת"א 4A 35 סד-1,פטורה,05109897,,4A,מניות בארץ,מדד מניות,ת"א 35,152.96,152.96,-0.26,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.02,1.13,7.51,1.91,א'-ה',170.9,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
א.ש LARGE CP 4A SMARTBETA,פטורה,05121306,,4A,מניות בארץ,מדד מניות,ת"א 35,114.37,114.37,0.11,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.91,4.57,18.58,2.10,א'-ה',80.4,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
איביאי 4A סל ת"א 35 מחקה,פטורה,05101506,,4A,מניות בארץ,מדד מניות,ת"א 35,342.31,342.31,-0.26,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.01,1.07,7.31,1.90,א'-ה',108.1,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,142.20,142.20,0.06,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.09,-0.62,3.72,1.97,א'-ה',34.5,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4A אנדקס מנ EW-LARGE,פטורה,05125307,,4A,מניות בארץ,מדד מניות,ת"א 35,102.87,102.87,0.07,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.68,0.20,,,,0.2,0.000,0.550,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,680.63,680.63,-0.03,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.65,2.62,8.92,1.88,א'-ה',94.4,0.000,2.040,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,743.50,743.50,0.02,06/06/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.57,-0.54,3.37,2.11,א'-ה',14.9,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4A מניות ת"א 35,פטורה,05126461,,4A,מניות בארץ,מדד מניות,ת"א 35,293.34,293.34,-0.35,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.32,2.71,5.73,1.57,א'-ה',10.1,0.000,2.000,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,113.86,113.86,-0.27,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.82,0.04,8.18,2.05,א'-ה',15.1,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם 4A KTF ת"א 35,פטורה,05124490,,4A,מניות בארץ,מדד מניות,ת"א 35,107.33,107.33,-0.26,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.01,1.13,7.52,1.90,,6.4,0.000,0.000,0.030,לא נגבית עמלת הפצה,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תכלית 40 TTF ת"א 35,פטורה,05109418,,40,מניות בארץ,מדד מניות,ת"א 35,94.26,94.26,-0.26,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.01,1.10,7.50,1.90,א'-ה',97.6,0.000,0.100,0.030,לא נגבית עמלת הפצה,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,185.65,185.65,-0.45,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.77,0.89,9.50,3.60,א'-ה',23.4,0.000,2.830,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,124.59,124.59,-0.27,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.12,2.22,10.49,1.78,א'-ה',30.2,0.000,0.250,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-1,פטורה,05109889,,4A,מניות בארץ,מדד מניות,ת"א 125,152.61,152.61,-0.22,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.25,1.27,6.56,1.85,א'-ה',396.0,0.000,0.100,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
4A MTF ת"א 125 סד-2,פטורה,05123385,,4A,מניות בארץ,מדד מניות,ת"א 125,107.38,107.38,-0.22,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.24,1.26,6.58,1.85,א'-ה',28.5,0.000,0.000,0.030,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
4A PTF ת"א 125,פטורה,05112628,,4A,מניות בארץ,מדד מניות,ת"א 125,145.58,145.58,-0.22,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.24,1.28,6.57,1.83,א'-ה',67.2,0.000,0.250,0.020,לא נגבית עמלת הפצה,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
א.ש 4A SMARTBETA מולטי פק,פטורה,05119219,,4A,מניות בארץ,מדד מניות,ת"א 125,130.79,130.79,-0.08,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.79,1.26,-0.77,2.11,א'-ה',159.9,0.000,0.800,0.040,לא נגבית עמלת הפצה,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
א.ש 4A SMARTBETA תאLV 125,פטורה,05119201,,4A,מניות בארץ,מדד מניות,ת"א 125,132.30,132.30,-0.20,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.10,-1.53,-1.57,2.03,א'-ה',450.8,0.000,0.800,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
איביאי 4A סל ת"א 125-מחקה,פטורה,05113063,,4A,מניות בארץ,מדד מניות,ת"א 125,143.34,143.34,-0.22,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.24,1.16,6.31,1.84,א'-ה',91.0,0.000,0.250,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3538.31,3538.31,0.15,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.24,-0.80,4.29,1.60,א'-ה',11.7,0.000,1.550,0.070,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
איביאי 4A תאLOW VOL DIV,פטורה,05124755,,4A,מניות בארץ,מדד מניות,ת"א 125,102.29,102.29,-0.34,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.09,-1.76,3.25,1.87,,23.0,0.000,0.800,0.030,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,149.63,149.63,-0.10,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.77,0.55,3.93,2.05,א'-ה',11.3,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,116.98,116.98,0.06,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.94,-2.13,-0.10,1.73,א'-ה',23.3,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,291.16,291.16,-0.06,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.21,1.90,6.22,1.39,א'-ה',76.9,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,113.93,113.93,-0.18,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.94,-0.25,-1.26,1.53,א'-ה',38.7,0.000,2.130,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,165.92,165.92,-0.22,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.38,0.66,7.82,1.92,א'-ה',21.8,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,169.28,169.28,-0.28,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.25,-1.93,-1.30,1.97,א'-ה',11.1,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4A אנדקס מנ ישראל100,פטורה,05125315,,4A,מניות בארץ,מדד מניות,ת"א 125,100.60,100.60,-0.10,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.90,-2.39,,1.84,,17.1,0.000,0.750,0.020,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4A מחקה ת"א 125,פטורה,05122510,,4A,מניות בארץ,מדד מניות,ת"א 125,106.41,106.41,-0.23,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.24,1.32,6.52,1.84,א'-ה',19.9,0.000,0.000,0.030,לא נגבית עמלת הפצה,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,651.67,651.67,0.01,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.72,2.57,3.17,1.76,א'-ה',29.5,0.000,1.970,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,285.83,285.83,0.07,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.32,3.03,6.79,1.43,א'-ה',28.4,0.000,2.960,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3232.80,3232.80,-0.10,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.94,0.12,5.73,1.79,א'-ה',52.4,0.000,2.420,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,233.56,233.56,-0.26,06/06/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,1.42,-3.64,-3.89,1.90,א'-ה',83.7,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,232.59,232.59,-0.09,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.96,-0.24,1.96,1.40,א'-ה',223.1,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,343.53,343.52,-0.12,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.09,1.89,7.66,1.45,א'-ה',187.7,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,97.66,97.66,-0.12,06/06/2018,,,לא מתחייבת לחלק תשלומים,1.07,0.55,5.50,1.74,א'-ה',53.3,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,114.62,114.62,-0.18,06/06/2018,,,לא מתחייבת לחלק תשלומים,0.89,5.14,,1.43,,2.5,0.000,0.790,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
