תוצאות חיפוש קרנות נאמנות (סה"כ 1419 קרנות)
 10/05/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,4,4D,גמישות,,,100.32,100.32,0.16,09/05/2018,,,לא מתחייבת לחלק תשלומים,0.07,-0.41,3.18,1.47,ב'-ה',39.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,132.94,132.94,-0.15,10/05/2018,,,לא מתחייבת לחלק תשלומים,-0.35,-2.48,-4.35,1.35,א'-ה',40.1,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,4,4D,גמישות,,,104.47,104.45,-0.08,09/05/2018,,,לא מתחייבת לחלק תשלומים,-0.93,-3.32,-1.99,1.37,,26.8,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,4,4D,גמישות,,,102.71,102.71,0.02,09/05/2018,,,לא מתחייבת לחלק תשלומים,-0.25,-6.59,-3.73,1.45,,33.1,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,4,4D,גמישות,,,111.06,111.06,0.39,09/05/2018,,,לא מתחייבת לחלק תשלומים,0.29,3.25,11.07,0.78,,961.9,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,4,4D,גמישות,,,97.53,97.53,0.16,09/05/2018,,,לא מתחייבת לחלק תשלומים,0.33,-2.47,,,,2.9,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4330.87,4330.87,-0.20,10/05/2018,,,לא מתחייבת לחלק תשלומים,-0.16,-2.12,1.67,1.15,א'-ה',269.2,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,644.24,644.24,-0.26,09/05/2018,,,לא מתחייבת לחלק תשלומים,-0.37,-3.64,-1.81,1.63,ב'-ה',232.3,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,4,4D,גמישות,,,107.69,107.69,0.09,09/05/2018,,,לא מתחייבת לחלק תשלומים,1.24,2.94,,1.18,,49.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.27,94.27,-0.04,10/05/2018,,,לא מתחייבת לחלק תשלומים,-0.24,-5.65,-1.14,1.61,א'-ה',5.2,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,99.89,99.89,-0.11,09/05/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
