תוצאות חיפוש קרנות נאמנות (סה"כ 1424 קרנות)
 15/05/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.11,100.11,-0.05,14/05/2018,,,לא מתחייבת לחלק תשלומים,-0.14,-0.62,2.96,1.47,ב'-ה',39.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,132.89,132.89,-0.01,15/05/2018,,,לא מתחייבת לחלק תשלומים,-0.39,-2.52,-4.38,1.35,א'-ה',40.1,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,104.27,104.25,-0.13,14/05/2018,,,לא מתחייבת לחלק תשלומים,-1.12,-3.51,-2.18,1.37,,26.8,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,103.49,103.49,0.78,14/05/2018,,,לא מתחייבת לחלק תשלומים,0.51,-5.88,-3.00,1.45,,33.1,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,111.17,111.17,0.20,14/05/2018,,,לא מתחייבת לחלק תשלומים,0.39,3.36,11.18,0.78,,961.9,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,98.25,98.25,0.80,14/05/2018,,,לא מתחייבת לחלק תשלומים,1.07,-1.75,,,,2.9,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4371.20,4371.20,0.31,15/05/2018,,,לא מתחייבת לחלק תשלומים,0.77,-1.21,2.62,1.15,א'-ה',269.2,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,647.61,647.61,0.57,14/05/2018,,,לא מתחייבת לחלק תשלומים,0.15,-3.13,-1.30,1.63,ב'-ה',232.3,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,107.86,107.86,0.06,14/05/2018,,,לא מתחייבת לחלק תשלומים,1.40,3.11,,1.18,,49.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.44,94.44,-0.02,15/05/2018,,,לא מתחייבת לחלק תשלומים,-0.06,-5.48,-0.96,1.61,א'-ה',5.2,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
