תוצאות חיפוש קרנות נאמנות (סה"כ 1435 קרנות)
 01/07/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.57,100.57,-0.24,28/06/2018,,,לא מתחייבת לחלק תשלומים,1.09,-0.16,2.52,1.48,ב'-ה',36.4,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,131.52,131.52,0.18,01/07/2018,,,לא מתחייבת לחלק תשלומים,0.18,-3.52,-7.16,1.29,א'-ה',39.9,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,102.52,102.51,-0.44,28/06/2018,,,לא מתחייבת לחלק תשלומים,-0.99,-5.12,-5.14,1.39,,20.7,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,101.37,101.37,-0.51,28/06/2018,,,לא מתחייבת לחלק תשלומים,-2.58,-7.81,-6.80,1.60,,26.2,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,110.28,110.28,-0.19,28/06/2018,,,לא מתחייבת לחלק תשלומים,-1.18,2.53,7.71,0.72,,1301.6,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,95.88,95.88,0.11,28/06/2018,,,לא מתחייבת לחלק תשלומים,-1.37,-4.12,,,,1.4,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4367.22,4367.22,0.40,01/07/2018,,,לא מתחייבת לחלק תשלומים,0.40,-1.30,2.24,1.22,א'-ה',256.0,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,,4D,גמישות,,,645.22,645.22,-0.12,28/06/2018,,,לא מתחייבת לחלק תשלומים,-1.62,-3.49,-3.79,1.64,ב'-ה',232.6,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,108.76,108.76,0.26,28/06/2018,,,לא מתחייבת לחלק תשלומים,0.99,3.97,,1.23,,68.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.66,94.66,0.03,01/07/2018,,,לא מתחייבת לחלק תשלומים,0.03,-5.26,-1.74,1.53,א'-ה',5.1,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,101.66,101.66,-0.17,28/06/2018,,,לא מתחייבת לחלק תשלומים,0.53,,,,,6.0,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,119.37,119.37,-0.03,28/06/2018,,,לא מתחייבת לחלק תשלומים,2.98,13.13,11.78,2.36,,13.9,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,615.14,615.14,0.04,01/07/2018,,,לא מתחייבת לחלק תשלומים,0.04,-3.28,4.18,1.79,א'-ה',30.2,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,111.63,109.44,-0.14,28/06/2018,,,לא מתחייבת לחלק תשלומים,0.68,1.63,4.33,0.64,,45.8,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,326.22,319.82,0.11,01/07/2018,,,לא מתחייבת לחלק תשלומים,0.11,-1.74,1.65,0.57,א'-ה',60.4,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,106.49,106.49,1.15,28/06/2018,,,לא מתחייבת לחלק תשלומים,2.20,7.01,,2.56,,1.1,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,196.81,196.81,0.20,01/07/2018,,,לא מתחייבת לחלק תשלומים,0.20,-1.79,1.94,1.29,א'-ה',491.9,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,101.58,101.58,0.14,28/06/2018,,,לא מתחייבת לחלק תשלומים,-0.31,-0.52,,1.47,,35.7,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,111.31,111.31,0.37,28/06/2018,,,לא מתחייבת לחלק תשלומים,-1.51,0.45,9.51,2.44,,17.4,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,236.12,236.12,0.63,28/06/2018,,,לא מתחייבת לחלק תשלומים,-0.41,3.11,15.30,2.74,ב'-ה',80.5,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,106.60,106.59,-0.07,28/06/2018,,,לא מתחייבת לחלק תשלומים,-1.57,-2.15,-1.13,1.15,,53.7,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,132.42,130.46,1.03,28/06/2018,,,לא מתחייבת לחלק תשלומים,1.19,5.62,20.31,1.78,ב'-ה',103.5,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,100.85,100.85,-0.08,28/06/2018,,,לא מתחייבת לחלק תשלומים,1.20,,,,,10.1,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,99.77,99.77,-0.09,28/06/2018,,,לא מתחייבת לחלק תשלומים,,,,,,,0.000,1.500,0.030,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,223.64,223.64,0.16,01/07/2018,,,לא מתחייבת לחלק תשלומים,0.16,-1.72,2.17,0.98,א'-ה',1590.1,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,318.20,318.19,0.25,01/07/2018,,,לא מתחייבת לחלק תשלומים,0.25,-0.19,5.85,1.08,א'-ה',148.4,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,511.76,511.69,0.26,28/06/2018,,,לא מתחייבת לחלק תשלומים,-0.25,-0.58,,1.49,ב'-ה',13.7,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,100.97,100.97,-0.20,28/06/2018,,,לא מתחייבת לחלק תשלומים,-0.96,0.65,,1.30,,5.6,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,104.29,104.29,-0.10,28/06/2018,,,לא מתחייבת לחלק תשלומים,-0.16,-0.32,,0.88,,126.1,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,143.89,143.89,-0.12,28/06/2018,,,לא מתחייבת לחלק תשלומים,-0.19,-0.10,2.04,0.87,ב'-ה',649.8,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,99.21,99.21,-0.15,28/06/2018,,,לא מתחייבת לחלק תשלומים,-0.08,-1.77,5.82,1.48,ב'-ה',8.4,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
