תוצאות חיפוש קרנות נאמנות (סה"כ 1436 קרנות)
 04/07/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,100.56,100.56,0.42,03/07/2018,,,לא מתחייבת לחלק תשלומים,-0.01,-0.17,5.22,1.48,ב'-ה',36.4,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,130.26,130.26,-0.23,04/07/2018,,,לא מתחייבת לחלק תשלומים,-0.78,-4.45,-8.05,1.29,א'-ה',39.9,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,,4D,גמישות,,,102.31,102.30,-0.13,03/07/2018,,,לא מתחייבת לחלק תשלומים,-0.20,-5.31,-3.48,1.39,,20.7,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,,4D,גמישות,,,101.66,101.66,0.22,03/07/2018,,,לא מתחייבת לחלק תשלומים,0.29,-7.55,-4.51,1.60,,19.5,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,109.65,109.65,-0.18,03/07/2018,,,לא מתחייבת לחלק תשלומים,-0.57,1.94,9.27,0.72,,1301.6,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,,4D,גמישות,,,95.89,95.89,0.17,03/07/2018,,,לא מתחייבת לחלק תשלומים,0.01,-4.11,,,,1.4,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4343.33,4343.33,-0.29,04/07/2018,,,לא מתחייבת לחלק תשלומים,-0.15,-1.84,1.68,1.22,א'-ה',256.0,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,644.86,644.86,0.14,03/07/2018,,,לא מתחייבת לחלק תשלומים,-0.06,-3.54,-0.15,1.64,ב'-ה',232.6,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,108.78,108.78,-0.38,03/07/2018,,,לא מתחייבת לחלק תשלומים,0.02,3.99,,1.23,,68.2,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
ברק 4D גמישה,פטורה,05121066,,4D,גמישות,,,94.64,94.64,-0.06,04/07/2018,,,לא מתחייבת לחלק תשלומים,0.01,-5.28,-1.76,1.53,א'-ה',5.1,0.000,1.800,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,101.57,101.57,0.04,03/07/2018,,,לא מתחייבת לחלק תשלומים,-0.09,,,,,6.0,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,120.46,120.46,-0.20,03/07/2018,,,לא מתחייבת לחלק תשלומים,0.91,14.16,16.44,2.36,,13.9,0.000,1.850,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,610.47,610.47,-0.31,04/07/2018,,,לא מתחייבת לחלק תשלומים,-0.72,-4.01,3.39,1.79,א'-ה',30.2,0.000,1.400,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,111.71,109.52,0.19,03/07/2018,,,לא מתחייבת לחלק תשלומים,0.07,1.71,5.15,0.64,,45.8,2.000,0.200,0.020,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,324.69,318.32,-0.24,04/07/2018,,,לא מתחייבת לחלק תשלומים,-0.36,-2.20,1.18,0.57,א'-ה',60.4,2.000,0.390,0.040,0.35%,הראל-פיא קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
