תוצאות חיפוש קרנות נאמנות (סה"כ 1437 קרנות)
 26/07/2018 ***

שם,מעמד מס,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
אושן 4D גמישה,פטורה,05119995,4,4D,גמישות,,,99.73,99.73,0.17,25/07/2018,,,לא מתחייבת לחלק תשלומים,-0.84,-0.99,4.35,1.48,ב'-ה',36.1,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אזימוט השקעות 4D,פטורה,05114285,,4D,גמישות,,,131.30,131.30,0.42,26/07/2018,,,לא מתחייבת לחלק תשלומים,0.02,-3.68,-7.32,1.29,א'-ה',38.8,0.000,1.940,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אילים 4D גמישה,פטורה,05123732,4,4D,גמישות,,,103.24,103.23,0.06,25/07/2018,,,לא מתחייבת לחלק תשלומים,0.70,-4.45,-2.60,1.39,,16.7,0.000,0.950,0.040,0.35%,אילים קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלומות 4D גמישה,פטורה,05123989,4,4D,גמישות,,,100.82,100.82,-0.10,25/07/2018,,,לא מתחייבת לחלק תשלומים,-0.54,-8.31,-5.30,1.60,,19.5,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,4,4D,גמישות,,,111.01,111.01,0.21,25/07/2018,,,לא מתחייבת לחלק תשלומים,0.66,3.21,10.62,0.72,,1518.8,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אלמ תלתן 4D גמישה,פטורה,05124797,4,4D,גמישות,,,113.03,113.03,0.13,25/07/2018,,,לא מתחייבת לחלק תשלומים,1.44,10.84,13.03,1.67,,28.5,0.000,1.200,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלפא ביתא 4D השקעות,פטורה,05126362,4,4D,גמישות,,,97.37,97.37,-0.15,25/07/2018,,,לא מתחייבת לחלק תשלומים,1.55,-2.63,,,,0.7,0.000,0.950,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4423.66,4423.66,0.15,26/07/2018,,,לא מתחייבת לחלק תשלומים,1.70,-0.03,3.56,1.22,א'-ה',244.1,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,651.92,651.92,0.56,25/07/2018,,,לא מתחייבת לחלק תשלומים,1.04,-2.49,0.94,1.64,ב'-ה',223.6,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,4,4D,גמישות,,,110.51,110.51,0.52,25/07/2018,,,לא מתחייבת לחלק תשלומים,1.61,5.64,,1.23,,83.9,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
