תוצאות חיפוש קרנות נאמנות (סה"כ 2056 קרנות)
 27/01/2019 ***

שם,מעמד מס*,מס' ני"ע,קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,קרן קפ"מ אומדן תשואה שנתית,קרן קפ"מ תאריך נכונות****,מדיניות תשלומים,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,שווי נכסים (מליוני ש"ח),שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
תכלית TTF DJ INTERNET,פטורה,05128756,,,,,,108.76,108.76,0.49,24/01/2019,,,לא מתחייבת לחלק תשלומים,7.77,7.77,,,,,,,,,מיטב דש קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
תכלית TTF תל בונד דולר,פטורה,05128772,,,,,,100.42,100.42,-0.22,27/01/2019,,,לא מתחייבת לחלק תשלומים,,,,,,,,,,,מיטב דש קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
תמיר פישמן גמישה,פטורה,05128426,,,,,,106.96,106.96,1.25,24/01/2019,,,לא מתחייבת לחלק תשלומים,6.99,6.99,,,,,,,,,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן תיק 1 דיסקונט,פטורה,05128046,,,,,,100.04,100.04,0.05,27/01/2019,,,לא מתחייבת לחלק תשלומים,0.52,0.52,,,,,,,,,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
תמיר פישמן תיק 3 דיסקונט,פטורה,05128053,,,,,,97.43,97.43,0.38,24/01/2019,,,לא מתחייבת לחלק תשלומים,1.22,1.22,,,,,,,,,תמיר פישמן קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אושן 4D גמישה,פטורה,05119995,,4D,גמישות,,,91.13,91.13,0.93,24/01/2019,,,לא מתחייבת לחלק תשלומים,5.33,5.33,-9.53,2.05,ב'-ה',18.3,0.000,1.850,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלומות 4D גמישה,פטורה,05124797,,4D,גמישות,,,105.65,105.65,0.19,24/01/2019,,,לא מתחייבת לחלק תשלומים,12.41,12.41,3.60,2.16,,37.8,0.000,1.260,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4D גמישה,פטורה,05124201,,4D,גמישות,,,106.52,106.52,0.21,24/01/2019,,,לא מתחייבת לחלק תשלומים,6.84,6.84,-0.97,1.65,,1025.2,0.000,0.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
אנליסט גמישה 4D קרן נאמנ,פטורה,05120795,,4D,גמישות,,,4376.36,4376.36,0.59,27/01/2019,,,לא מתחייבת לחלק תשלומים,2.72,2.72,-1.10,1.73,א'-ה',208.8,0.000,1.930,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט השקעות 4D,פטורה,05101639,4,4D,גמישות,,,629.11,629.11,0.36,24/01/2019,,,לא מתחייבת לחלק תשלומים,2.65,2.65,-5.90,1.80,ב'-ה',196.4,0.000,1.940,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אפסילון 4D גמישה,פטורה,05124920,,4D,גמישות,,,108.49,108.49,0.18,24/01/2019,,,לא מתחייבת לחלק תשלומים,1.41,1.41,3.71,1.05,,173.0,0.000,1.300,0.050,0.35%,אפסילון ניהול קרנות נאמנות,מזרחי טפחות חברה לנאמנות בע"מ
דולפין 4D גמישה,פטורה,05127279,,4D,גמישות,,,97.93,97.93,0.51,24/01/2019,,,לא מתחייבת לחלק תשלומים,5.54,5.54,,1.30,,8.6,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,,4D,גמישות,,,116.03,116.03,0.19,24/01/2019,,,לא מתחייבת לחלק תשלומים,4.79,4.79,9.96,2.00,,118.0,0.000,1.640,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,625.05,625.05,0.26,27/01/2019,,,לא מתחייבת לחלק תשלומים,0.95,0.95,-1.72,1.44,א'-ה',24.9,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D לשם,פטורה,05122114,,4D,גמישות,,,108.15,106.03,0.14,24/01/2019,,,לא מתחייבת לחלק תשלומים,1.14,1.14,-1.53,0.98,,44.4,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,324.53,318.17,0.16,27/01/2019,,,לא מתחייבת לחלק תשלומים,0.48,0.48,-2.25,0.66,א'-ה',51.5,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל גביש תיק השקעות גביש,פטורה,05128582,,4D,גמישות,,,99.66,99.66,0.45,24/01/2019,,,לא מתחייבת לחלק תשלומים,0.80,0.80,,,,1.4,0.000,1.550,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
טנדם 4D גמישה,פטורה,05125513,,4D,גמישות,,,96.62,96.62,0.28,24/01/2019,,,לא מתחייבת לחלק תשלומים,10.45,10.45,-2.90,3.42,,2.1,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,191.04,191.04,0.51,27/01/2019,,,לא מתחייבת לחלק תשלומים,3.05,3.05,-4.67,1.47,א'-ה',335.9,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,,4D,גמישות,,,94.20,94.20,1.11,24/01/2019,,,לא מתחייבת לחלק תשלומים,3.04,3.04,-7.75,1.84,,20.7,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,,4D,גמישות,,,108.86,108.86,0.86,24/01/2019,,,לא מתחייבת לחלק תשלומים,5.02,5.02,-1.76,2.09,,13.2,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,,4D,גמישות,,,223.37,223.37,0.88,24/01/2019,,,לא מתחייבת לחלק תשלומים,6.60,6.60,-2.45,3.04,ב'-ה',61.0,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,,4D,גמישות,,,106.16,106.15,0.81,24/01/2019,,,לא מתחייבת לחלק תשלומים,2.98,2.98,-2.55,1.58,,24.7,0.000,1.590,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,,4D,גמישות,,,127.23,127.23,0.07,24/01/2019,,,לא מתחייבת לחלק תשלומים,8.96,8.96,3.00,2.76,ב'-ה',173.2,0.000,1.400,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,,4D,גמישות,,,100.50,100.50,0.39,24/01/2019,,,לא מתחייבת לחלק תשלומים,5.85,5.85,,1.24,,14.7,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,,4D,גמישות,,,99.40,99.40,0.22,24/01/2019,,,לא מתחייבת לחלק תשלומים,0.76,0.76,,0.64,,32.8,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,224.41,224.41,0.27,27/01/2019,,,לא מתחייבת לחלק תשלומים,2.54,2.54,-1.38,1.05,א'-ה',1149.0,0.000,1.880,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,318.34,318.33,0.42,27/01/2019,,,לא מתחייבת לחלק תשלומים,3.70,3.70,-0.14,1.54,א'-ה',159.1,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,,4D,גמישות,,,510.05,509.93,1.04,24/01/2019,,,לא מתחייבת לחלק תשלומים,4.24,4.24,-0.92,2.06,ב'-ה',14.2,0.000,1.500,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,,4D,גמישות,,,103.06,103.06,0.42,24/01/2019,,,לא מתחייבת לחלק תשלומים,2.86,2.86,2.73,1.71,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא תיק השקעות גמיש,פטורה,05125679,,4D,גמישות,,,93.49,93.49,,24/01/2019,,,לא מתחייבת לחלק תשלומים,,,,,ב'-ה',3.5,0.000,0.690,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פורטה 4D השקעות,פטורה,05124995,,4D,גמישות,,,100.50,100.50,0.57,24/01/2019,,,לא מתחייבת לחלק תשלומים,1.43,1.43,-3.94,1.42,,109.1,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,,4D,גמישות,,,147.19,147.19,0.29,24/01/2019,,,לא מתחייבת לחלק תשלומים,1.50,1.50,2.19,0.86,ב'-ה',584.1,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,,4D,גמישות,,,98.87,98.87,0.57,24/01/2019,,,לא מתחייבת לחלק תשלומים,4.25,4.25,-2.11,1.35,ב'-ה',4.7,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,,4D,גמישות,,,111.29,109.11,0.46,24/01/2019,,,לא מתחייבת לחלק תשלומים,2.74,2.74,1.56,1.11,,53.2,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,,4D,גמישות,,,87.37,87.36,0.38,24/01/2019,,,לא מתחייבת לחלק תשלומים,4.07,4.07,-12.64,1.92,,3.4,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,,4D,גמישות,,,53.37,53.37,1.33,24/01/2019,,,לא מתחייבת לחלק תשלומים,-0.24,-0.24,14.11,2.90,ב'-ה',740.7,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,,5D,גמישות,,,268.20,268.20,0.99,24/01/2019,,,לא מתחייבת לחלק תשלומים,5.35,5.35,-6.34,1.93,ב'-ה',24.4,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות FLEX 5D,פטורה,05125380,,5D,גמישות,,,98.73,98.73,0.43,24/01/2019,,,לא מתחייבת לחלק תשלומים,6.32,6.32,-2.27,2.09,,3.1,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,,5D,גמישות,,,1370.13,1370.13,0.22,24/01/2019,,,לא מתחייבת לחלק תשלומים,2.39,2.39,-4.78,1.59,ב'-ה',17.5,0.000,2.410,0.030,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,,5E,גמישות,,,94.31,94.29,3.04,24/01/2019,,,לא מתחייבת לחלק תשלומים,6.46,6.46,-3.76,2.94,,12.8,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,147.75,147.75,0.59,27/01/2019,,,לא מתחייבת לחלק תשלומים,4.70,4.70,3.26,2.12,א'-ה',25.4,0.000,0.750,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,703.27,703.27,0.39,27/01/2019,,,לא מתחייבת לחלק תשלומים,3.57,3.57,6.03,2.17,א'-ה',91.3,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,712.53,712.53,0.45,27/01/2019,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,3.94,3.94,-4.68,2.61,א'-ה',14.4,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,113.17,113.17,0.52,27/01/2019,,,לא מתחייבת לחלק תשלומים,5.83,5.83,-0.56,2.48,א'-ה',16.0,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,184.74,184.37,0.78,27/01/2019,,,לא מתחייבת לחלק תשלומים,7.67,7.67,0.19,4.25,א'-ה',21.8,0.200,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי מניות ישראל,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3697.50,3697.50,0.39,27/01/2019,,,לא מתחייבת לחלק תשלומים,1.79,1.79,3.66,1.93,א'-ה',13.9,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אילים נבחרת ת"א 125,פטורה,05106810,,4B,מניות בארץ,מדד מניות,ת"א 125,132.69,132.69,0.46,27/01/2019,,,לא מתחייבת לחלק תשלומים,4.39,4.39,,,א'-ה',18.2,0.000,0.950,0.030,0.35%,אילים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,118.40,118.40,0.58,27/01/2019,,,לא מתחייבת לחלק תשלומים,4.59,4.59,-0.94,1.90,א'-ה',21.7,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,292.65,292.65,0.50,27/01/2019,,,לא מתחייבת לחלק תשלומים,2.73,2.73,2.42,1.75,א'-ה',117.6,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,112.11,112.11,0.46,27/01/2019,,,לא מתחייבת לחלק תשלומים,3.41,3.41,-1.84,1.93,א'-ה',35.1,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,167.74,167.74,0.32,27/01/2019,,,לא מתחייבת לחלק תשלומים,2.74,2.74,1.77,1.97,א'-ה',26.0,0.000,1.380,0.055,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,87.75,87.75,0.67,27/01/2019,,,לא מתחייבת לחלק תשלומים,5.54,5.54,,,א'-ה',4.2,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,168.83,168.83,0.35,27/01/2019,,,לא מתחייבת לחלק תשלומים,5.18,5.18,-2.20,2.03,א'-ה',8.3,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,668.65,668.65,0.70,27/01/2019,,,לא מתחייבת לחלק תשלומים,4.00,4.00,5.24,1.91,א'-ה',23.5,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,279.34,279.34,0.82,27/01/2019,,,לא מתחייבת לחלק תשלומים,2.71,2.71,0.69,1.97,א'-ה',25.4,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
