תוצאות חיפוש קרנות נאמנות (סה"כ 1816 קרנות)
 29/11/2018 ***

Name ,Tax  Status*,Security Number,Code ,ExposureProfile ,Classification Major,Classification Main,Classification Secondary,Purchase Price,Redemption Price,Change from previous day (%),Last update of fund's prices and yields,FundDepositsTBills FundEstimatedYield,FundDepositsTBills FundEstimatedYieldDate****,Dividend Policy,Yield MTD (%),Yield YTD (%),12 Month Yield (%),Standard Deviation,Days Offer,Asset Value,Sales Load (%),Management fee (%),Trustee fee (%),Distribution Commission,Manager,Trustee
דולפין 4D גמישה,פטורה,05127279,4,4D,גמישות,,,99.80,99.80,0.54,28/11/2018,,,לא מתחייבת לחלק תשלומים,-2.95,,,,,13.1,0.000,1.900,0.050,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיאמונד 4D גמישה,פטורה,05123609,4,4D,גמישות,,,124.19,124.19,1.35,28/11/2018,,,לא מתחייבת לחלק תשלומים,2.23,17.69,25.80,1.66,,100.1,0.000,1.440,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4D השקעות,פטורה,05120779,,4D,גמישות,,,636.97,636.97,-0.05,29/11/2018,,,לא מתחייבת לחלק תשלומים,0.27,0.16,4.96,1.32,א'-ה',26.4,0.000,1.400,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D לשם,פטורה,05122114,4,4D,גמישות,,,113.20,110.98,0.34,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.67,3.06,4.52,0.64,,46.6,2.000,0.200,0.020,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4D ספיר,פטורה,05103999,,4D,גמישות,,,331.38,324.88,-0.14,29/11/2018,,,לא מתחייבת לחלק תשלומים,0.33,-0.18,1.00,0.45,א'-ה',53.3,2.000,0.390,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
טנדם 4D גמישה,פטורה,05125513,4,4D,גמישות,,,98.44,98.44,3.66,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.09,-1.08,,2.95,,3.7,0.000,1.500,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין 4D גמישה,פטורה,05114087,,4D,גמישות,,,196.74,196.74,0.07,29/11/2018,,,לא מתחייבת לחלק תשלומים,0.62,-1.82,-1.29,1.18,א'-ה',395.7,0.000,1.940,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
ילין לפידות 4D השקעות,פטורה,05124961,4,4D,גמישות,,,99.48,99.48,1.17,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.70,-2.58,-2.25,1.46,,29.8,0.000,1.500,0.050,0.35%,ילין לפידות-ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
יצירה 4D גמישה,פטורה,05124268,4,4D,גמישות,,,111.76,111.76,1.61,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.78,0.86,3.28,1.94,,20.3,0.000,1.450,0.070,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
כוון גמישה  4D קרן נאמנות,פטורה,05126420,4,4D,גמישות,,,231.24,231.24,2.67,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.36,0.98,0.85,2.63,ב'-ה',85.4,0.000,1.870,0.080,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מגדל 4D גמישה,פטורה,05123799,4,4D,גמישות,,,108.24,108.24,0.83,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.08,-0.63,0.18,1.23,,31.4,0.000,1.290,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מודלים 4D גמישה,פטורה,05115829,4,4D,גמישות,,,134.78,134.78,2.17,28/11/2018,,,לא מתחייבת לחלק תשלומים,2.04,9.12,15.07,1.92,ב'-ה',201.6,0.000,0.600,0.050,0.35%,מודלים קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מוניטר 4D גמישה,פטורה,05127212,4,4D,גמישות,,,102.59,102.59,0.89,28/11/2018,,,לא מתחייבת לחלק תשלומים,1.85,,,,,15.6,0.000,1.200,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מור 4D השקעות,פטורה,05127725,4,4D,גמישות,,,101.59,101.59,0.38,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.87,,,,,30.4,0.000,1.500,0.020,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,יובנק חברה לנאמנות בע"מ
מור גמישה 4D,פטורה,05109731,,4D,גמישות,,,229.02,229.02,0.01,29/11/2018,,,לא מתחייבת לחלק תשלומים,0.21,0.64,2.07,0.79,א'-ה',1300.9,0.000,1.880,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4D גמישה,פטורה,05104765,,4D,גמישות,,,329.67,329.67,-0.16,29/11/2018,,,לא מתחייבת לחלק תשלומים,0.92,3.42,7.26,1.13,א'-ה',175.1,0.000,1.470,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב סקיי 4D השקעות,פטורה,05520044,4,4D,גמישות,,,536.73,536.60,1.37,28/11/2018,,,לא מתחייבת לחלק תשלומים,2.73,4.26,7.38,1.48,ב'-ה',14.4,0.000,0.820,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
מיטב פוקוס 4D גמישה,פטורה,05126081,4,4D,גמישות,,,106.59,106.59,1.34,28/11/2018,,,לא מתחייבת לחלק תשלומים,1.85,6.25,,1.33,,9.1,0.000,1.900,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פורטה 4D השקעות,פטורה,05124995,4,4D,גמישות,,,106.81,106.81,1.04,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.74,2.09,4.20,0.95,,138.4,0.000,1.500,0.060,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4D תיק השקעות גמיש,פטורה,05118146,4,4D,גמישות,,,149.17,149.17,0.41,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.49,3.57,5.37,0.76,ב'-ה',626.0,0.000,1.770,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות LONG RUN 4D,פטורה,05119748,4,4D,גמישות,,,101.45,101.45,0.42,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.61,0.45,2.53,0.90,ב'-ה',5.7,0.000,0.890,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות ספיר 4D גמישה,פטורה,05122064,4,4D,גמישות,,,114.56,112.31,0.62,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.58,4.54,5.57,0.67,,55.6,2.000,0.200,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קוואנטום 4D גמישה,פטורה,05127014,4,4D,גמישות,,,92.87,92.85,1.30,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.72,-7.15,,1.43,,2.8,0.000,1.880,0.070,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
קסם אק 4D תיק השקעות גמיש,פטורה,05103643,4,4D,גמישות,,,57.59,57.59,1.30,28/11/2018,,,לא מתחייבת לחלק תשלומים,-0.50,23.13,34.74,2.77,ב'-ה',947.2,0.000,2.000,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל  5D גמישה (היובל),פטורה,05110556,4,5D,גמישות,,,284.15,284.15,0.39,28/11/2018,,,לא מתחייבת לחלק תשלומים,-3.25,-0.77,,1.38,ב'-ה',29.2,0.000,2.430,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
פסגות FLEX 5D,פטורה,05125380,4,5D,גמישות,,,104.35,104.35,2.41,28/11/2018,,,לא מתחייבת לחלק תשלומים,1.20,3.30,,1.03,,4.1,0.000,1.100,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 5D גמישה,פטורה,05124052,4,5D,גמישות,,,1447.37,1447.37,1.27,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.97,0.59,0.19,1.12,ב'-ה',19.8,0.000,2.410,0.040,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
שקדי 5E גמישה,פטורה,05122833,4,5E,גמישות,,,94.36,94.34,3.10,28/11/2018,,,לא מתחייבת לחלק תשלומים,2.74,-2.40,-2.14,2.31,,14.3,0.000,2.000,0.100,0.35%,איילון קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איילון 4B משקל שווה תא 35,פטורה,05117742,,4B,מניות בארץ,מדד מניות,ת"א 35,152.15,152.15,-0.29,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.69,6.33,8.48,1.59,א'-ה',29.7,0.000,0.750,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
הראל 4B ת"א 35,פטורה,05110598,,4B,מניות בארץ,מדד מניות,ת"א 35,744.27,744.27,-0.51,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.89,12.22,13.83,1.67,א'-ה',96.8,0.000,2.040,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל 4A ת"א 35 קרן נאמנות,פטורה,05131354,,4A,מניות בארץ,מדד מניות,ת"א 35,776.77,776.77,-0.30,29/11/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,3.37,3.91,8.20,1.80,א'-ה',16.2,0.000,2.340,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"אINDEX PLUS 35,פטורה,05119755,,4A,מניות בארץ,מדד מניות,ת"א 35,120.67,120.67,-0.54,29/11/2018,,,לא מתחייבת לחלק תשלומים,1.81,6.03,11.93,1.73,א'-ה',15.2,0.000,0.700,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 5A מעו"ף בריבוע,פטורה,05111570,,5A,מניות בארץ,מדד מניות,ת"א 35,208.78,208.78,-1.02,29/11/2018,,,לא מתחייבת לחלק תשלומים,5.25,13.46,21.45,3.10,א'-ה',24.8,0.000,2.830,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
4A MTF מדד ת"א 125 בנקים,פטורה,05122288,,4A,מניות בארץ,מדד מניות,ת"א 125,133.14,133.14,-0.55,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.92,9.24,14.11,1.59,א'-ה',74.3,0.000,0.250,0.010,לא נגבית עמלת הפצה,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
איביאי 4A ת"א 125 קרן נאמ,פטורה,05126354,,4A,מניות בארץ,מדד מניות,ת"א 125,3873.83,3873.83,-0.16,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.22,8.60,11.18,1.57,א'-ה',12.5,0.000,1.550,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
אלומות 4B מניות ת"א 125,פטורה,05101068,,4B,מניות בארץ,מדד מניות,ת"א 125,151.96,151.96,0.09,29/11/2018,,,לא מתחייבת לחלק תשלומים,-1.13,2.12,4.55,1.41,א'-ה',11.8,0.000,1.350,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
אלטשולר 4A ת"א 125,פטורה,05122080,,4A,מניות בארץ,מדד מניות,ת"א 125,122.00,122.00,-0.57,29/11/2018,,,לא מתחייבת לחלק תשלומים,1.78,2.07,6.87,1.46,א'-ה',23.3,0.000,1.950,0.040,0.35%,אלטשולר-שחם ניהול קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ישראל,פטורה,05101258,,4B,מניות בארץ,מדד מניות,ת"א 125,303.54,303.54,-0.17,29/11/2018,,,לא מתחייבת לחלק תשלומים,1.64,6.23,9.60,1.32,א'-ה',114.1,0.000,1.400,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אנליסט מניות ממוקדת 4B,פטורה,05115027,,4B,מניות בארץ,מדד מניות,ת"א 125,117.84,117.84,-0.26,29/11/2018,,,לא מתחייבת לחלק תשלומים,1.80,3.18,4.77,1.50,א'-ה',38.6,0.000,2.060,0.040,0.35%,אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
אקסיומה 4B מניות ת"א 125,פטורה,05108865,,4B,מניות בארץ,מדד מניות,ת"א 125,175.02,175.02,-0.30,29/11/2018,,,לא מתחייבת לחלק תשלומים,1.64,6.18,10.49,1.54,א'-ה',30.0,0.000,1.380,0.070,0.35%,אלומות ניהול קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
דיאמונד 4A מניות ישראל,פטורה,05116736,,4A,מניות בארץ,מדד מניות,ת"א 125,93.39,93.39,0.69,29/11/2018,,,לא מתחייבת לחלק תשלומים,1.41,,,,א'-ה',4.5,0.000,1.300,0.100,0.35%,איילון קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
דיביאם 4A אחז בעלי ענין,פטורה,05104799,,4A,מניות בארץ,מדד מניות,ת"א 125,172.87,172.86,-0.05,29/11/2018,,,לא מתחייבת לחלק תשלומים,0.19,0.14,2.04,1.66,א'-ה',10.1,0.000,1.940,0.060,0.35%,מגדל קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
הראל 4B מניות ממוקדת,פטורה,05111695,,4B,מניות בארץ,מדד מניות,ת"א 125,688.54,688.54,-0.33,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.20,8.37,9.31,1.49,א'-ה',25.8,0.000,1.970,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B מסלול מניות,פטורה,05101662,,4B,מניות בארץ,מדד מניות,ת"א 125,295.31,295.31,0.09,29/11/2018,,,לא מתחייבת לחלק תשלומים,1.38,6.44,8.70,1.44,א'-ה',28.8,0.000,2.960,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
הראל 4B ת"א 125,פטורה,05110051,,4B,מניות בארץ,מדד מניות,ת"א 125,3379.75,3379.75,-0.45,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.55,4.67,7.09,1.49,א'-ה',52.4,0.000,2.420,0.040,0.35%,הראל קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מגדל M.Q 4A מניות ישראל,פטורה,05131453,,4A,מניות בארץ,מדד מניות,ת"א 125,247.17,247.17,0.27,29/11/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,2.70,1.98,3.49,1.50,א'-ה',47.6,0.000,1.450,0.050,0.35%,מגדל קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
מור 4A מנייתית,פטורה,05107701,,4A,מניות בארץ,מדד מניות,ת"א 125,237.91,237.91,-0.09,29/11/2018,,,לא מתחייבת לחלק תשלומים,1.30,2.04,4.71,1.30,א'-ה',212.0,0.000,1.480,0.040,0.35%,מור ניהול קרנות נאמנות (2013) בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A מניות ישראל,פטורה,05100474,,4A,מניות בארץ,מדד מניות,ת"א 125,362.32,362.32,-0.17,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.21,7.47,11.56,1.34,א'-ה',201.9,0.000,2.650,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,חברה לנאמנות של בנק אגוד בע"מ
מיטב 4A ת"א 125 פלוס,פטורה,05104567,,4A,מניות בארץ,מדד מניות,ת"א 125,104.16,104.16,-0.36,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.53,7.24,11.07,1.51,א'-ה',54.2,0.000,1.570,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
מיטב 4A תיק מניות,פטורה,05124946,,4A,מניות בארץ,מדד מניות,ת"א 125,121.19,121.19,-0.20,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.22,11.16,14.88,1.49,,64.2,0.000,0.790,0.040,0.35%,מיטב דש קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
סיגמא 4C תא LARGE CAP 125,פטורה,05106968,4,4C,מניות בארץ,מדד מניות,ת"א 125,114.25,114.25,0.87,28/11/2018,,,לא מתחייבת לחלק תשלומים,2.59,4.40,7.96,1.57,ב'-ה',17.8,0.000,1.990,0.040,0.35%,סיגמא קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
פסגות 4A ת"א 125 מנוהלת,פטורה,05110788,,4A,מניות בארץ,מדד מניות,ת"א 125,1597.88,1597.88,-0.23,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.11,6.36,10.22,1.45,א'-ה',205.6,0.000,2.560,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4A תיק מניות ממוקד,פטורה,05110754,,4A,מניות בארץ,מדד מניות,ת"א 125,1983.68,1983.68,0.05,29/11/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,3.00,7.60,11.46,1.57,א'-ה',77.6,0.000,1.480,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
פסגות 4B מניות מחקר פנימי,פטורה,05115860,,4B,מניות בארץ,מדד מניות,ת"א 125,108.01,108.01,-0.11,29/11/2018,,,לא מתחייבת לחלק תשלומים,3.27,5.79,9.21,1.50,א'-ה',74.2,0.000,1.780,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4A שווה ת"א 125,פטורה,05115662,,4A,מניות בארץ,מדד מניות,ת"א 125,125.41,125.41,0.23,29/11/2018,,,לא מתחייבת לחלק תשלומים,0.77,2.76,4.96,1.59,א'-ה',21.0,0.000,0.750,0.030,0.35%,קסם קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
קסם אק 4B מניות ישראל,פטורה,05124219,,4B,מניות בארץ,מדד מניות,ת"א 125,343.13,343.13,-0.38,29/11/2018,,,לא מתחייבת לחלק תשלומים,2.60,6.46,7.79,1.55,א'-ה',15.4,0.000,1.080,0.050,0.35%,קסם קרנות נאמנות בע"מ,אלמגור - בריטמן נאמנויות בע"מ
הראל 4C מניות MID CAP,פטורה,05111299,4,4C,מניות בארץ,מדד מניות,ת"א 90,3151.42,3151.42,1.40,28/11/2018,,,לא מתחייבת לחלק תשלומים,0.67,,,,ב'-ה',27.9,0.000,2.340,0.040,0.35%,הראל קרנות נאמנות בע"מ,פי דאבליו סי חברה לנאמנויות (1971) בע"מ
מיטב 4A מניות MID CAP,פטורה,05103296,,4A,מניות בארץ,מדד מניות,ת"א 90,411.23,411.23,0.08,29/11/2018,,,לא מתחייבת לחלק תשלומים,0.82,5.43,6.44,1.54,א'-ה',164.6,0.000,1.690,0.050,0.35%,מיטב דש קרנות נאמנות בע"מ,מזרחי טפחות חברה לנאמנות בע"מ
פסגות 4A ת"א 90 ויתר,פטורה,05110713,,4A,מניות בארץ,מדד מניות,ת"א 90,2740.26,2740.26,0.15,29/11/2018,,,לא מתחייבת לחלק תשלומים,0.61,0.85,1.81,1.55,א'-ה',227.7,0.000,1.900,0.040,0.35%,פסגות קרנות נאמנות בע"מ,יובנק חברה לנאמנות בע"מ
איביאי 4A יתר,פטורה,05100144,,4A,מניות בארץ,מדד מניות,יתר,767.77,767.77,0.16,29/11/2018,,,לא מתחייבת לחלק תשלומים,-1.53,-5.95,-6.17,1.63,א'-ה',142.2,0.000,2.710,0.050,0.35%,אי.בי.אי. ניהול קרנות נאמנות,יובנק חברה לנאמנות בע"מ
